項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9308,-,2574,-,2351,-,7426,-,6956,-,692,-
0,0,0,0,0,調査世帯数,246,-,-,229,-,62,-,56,-,184,-,173,-,17,-
0,0,0,0,0,世帯人員,2.43,-,-,2.44,-,2.34,-,2.34,-,2.46,-,2.48,-,2.24,-
0,0,0,0,0,有業人員,0.46,-,-,0.46,-,0.45,-,0.48,-,0.46,-,0.46,-,0.4,-
0,0,0,0,0,世帯主平均年齢,73.5,-,-,73.8,-,75.2,-,75.6,-,72.9,-,73.2,-,69.9,-
1,0,0,0,0,受取,433228,-,-0.5,430165,-,233090,-,216766,-,502596,-,502300,-,474398,-
1,1,0,0,0,実収入,58128,100,5,59230,100,21621,100,17544,100,70781,100,73321,100,43313,100
1,2,0,0,0,経常収入,39673,68.3,-21.8,40321,68.1,18254,84.4,15820,90.2,47097,66.5,48603,66.3,30959,71.5
1,3,0,0,0,勤め先収入,12953,22.3,-38.9,13467,22.7,8004,37,8762,49.9,14669,20.7,15057,20.5,6055,14
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,5674,9.8,-26.9,5949,10,4601,21.3,5036,28.7,6046,8.5,6257,8.5,1978,4.6
1,6,0,0,0,うち女,5674,9.8,-26.9,5949,10,4601,21.3,5036,28.7,6046,8.5,6257,8.5,1978,4.6
1,4,0,0,0,他の世帯員収入,7280,12.5,-45.8,7518,12.7,3403,15.7,3725,21.2,8623,12.2,8800,12,4077,9.4
1,3,0,0,0,事業・内職収入,8239,14.2,-41.4,8697,14.7,4954,22.9,5423,30.9,9377,13.2,9803,13.4,2084,4.8
1,4,0,0,0,家賃収入,3134,5.4,12.1,3367,5.7,1064,4.9,1165,6.6,3851,5.4,4112,5.6,-,-
1,4,0,0,0,他の事業収入,1150,2,-87.6,1236,2.1,-,-,-,-,1549,2.2,1654,2.3,-,-
1,4,0,0,0,内職収入,3954,6.8,101,4094,6.9,3890,18,4258,24.3,3977,5.6,4038,5.5,2084,4.8
1,3,0,0,0,他の経常収入,18481,31.8,19.4,18158,30.7,5296,24.5,1635,9.3,23051,32.6,23743,32.4,22820,52.7
1,4,0,0,0,財産収入,7721,13.3,184.6,8296,14,10,0,11,0.1,10394,14.7,11096,15.1,-,-
1,4,0,0,0,社会保障給付,9515,16.4,-23.9,9131,15.4,5118,23.7,1441,8.2,11038,15.6,11731,16,14666,33.9
1,5,0,0,0,公的年金給付,6272,10.8,-36.8,6738,11.4,1316,6.1,1441,8.2,7989,11.3,8529,11.6,-,-
1,5,0,0,0,他の社会保障給付,3243,5.6,26.2,2393,4,3802,17.6,-,-,3049,4.3,3202,4.4,14666,33.9
1,4,0,0,0,仕送り金,1245,2.1,361.1,731,1.2,167,0.8,183,1,1618,2.3,916,1.2,8154,18.8
1,2,0,0,0,特別収入,18455,31.7,300.5,18909,31.9,3367,15.6,1725,9.8,23684,33.5,24718,33.7,12354,28.5
1,3,0,0,0,受贈金,16630,28.6,330,17577,29.7,1443,6.7,1580,9,21894,30.9,22985,31.3,3899,9
1,3,0,0,0,他の特別収入,1825,3.1,146.3,1331,2.2,1924,8.9,145,0.8,1790,2.5,1733,2.4,8454,19.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),289272,-,0.7,287187,-,130517,-,128241,-,344296,-,340914,-,317299,-
1,2,0,0,0,預貯金引出,243277,-,-2,240974,-,113994,-,111803,-,288086,-,284637,-,274227,-
1,2,0,0,0,保険金,9614,-,49.2,9789,-,1040,-,1139,-,12585,-,12713,-,7259,-
1,3,0,0,0,個人・企業年金保険金,9614,-,49.2,9789,-,1040,-,1139,-,12585,-,12713,-,7259,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
