項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,729,-,-,97,-,98,-,114,-,103,-,102,-,107,-,108,-
0,世帯人員,3,-,-,2.57,-,2.98,-,2.78,-,2.99,-,3.35,-,3.22,-,3.11,-
0,有業人員,1.31,-,-,1.06,-,1.25,-,1.15,-,1.21,-,1.47,-,1.5,-,1.53,-
0,世帯主平均年齢,58.6,-,-,63.2,-,60.2,-,61.4,-,58.6,-,54.7,-,54.9,-,57.4,-
0,消費支出,336741,100,-2.8,110021,100,174541,100,224762,100,275025,100,331137,100,419408,100,818278,100
2,基礎的支出,182858,54.3,-3.5,87463,79.5,122233,70,147929,65.8,177797,64.6,195668,59.1,215786,51.5,331775,40.5
3,選択的支出,153884,45.7,-2,22558,20.5,52308,30,76833,34.2,97228,35.4,135469,40.9,203622,48.5,486503,59.5
1,食料,92627,27.5,-0.1,53489,48.6,71967,41.2,76323,34,85360,31,102837,31.1,119548,28.5,138364,16.9
2,基礎的支出,69741,20.7,1.2,46110,41.9,59231,33.9,60565,26.9,69472,25.3,80205,24.2,82025,19.6,90310,11
3,選択的支出,22886,6.8,-3.8,7379,6.7,12736,7.3,15758,7,15888,5.8,22632,6.8,37523,8.9,48054,5.9
1,住居,24302,7.2,-3.2,3726,3.4,7727,4.4,17181,7.6,23510,8.5,27132,8.2,24678,5.9,65819,8
2,基礎的支出,23124,6.9,-0.6,3726,3.4,7727,4.4,16695,7.4,23194,8.4,23923,7.2,23726,5.7,62562,7.6
3,選択的支出,1178,0.3,-35.3,-,-,-,-,485,0.2,315,0.1,3209,1,952,0.2,3257,0.4
1,光熱・水道,27113,8.1,-17.2,16884,15.3,23882,13.7,24113,10.7,29920,10.9,31139,9.4,32602,7.8,31169,3.8
2,基礎的支出,27113,8.1,-17.2,16884,15.3,23882,13.7,24113,10.7,29920,10.9,31139,9.4,32602,7.8,31169,3.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11758,3.5,1.1,3437,3.1,5251,3,6318,2.8,7776,2.8,10294,3.1,13935,3.3,35109,4.3
2,基礎的支出,7497,2.2,2.9,2728,2.5,4122,2.4,3793,1.7,5974,2.2,6347,1.9,10829,2.6,18593,2.3
3,選択的支出,4261,1.3,-1.9,709,0.6,1129,0.6,2525,1.1,1801,0.7,3947,1.2,3106,0.7,16516,2
1,被服及び履物,14676,4.4,-19.7,2632,2.4,5549,3.2,8564,3.8,10329,3.8,17522,5.3,24057,5.7,33893,4.1
2,基礎的支出,569,0.2,-22.4,253,0.2,545,0.3,382,0.2,455,0.2,927,0.3,829,0.2,586,0.1
3,選択的支出,14107,4.2,-19.6,2379,2.2,5004,2.9,8182,3.6,9874,3.6,16595,5,23228,5.5,33307,4.1
1,保健医療,16638,4.9,-11,5197,4.7,8113,4.6,9816,4.4,16401,6,16457,5,19479,4.6,40803,5
2,基礎的支出,13495,4,-19.4,4895,4.4,7706,4.4,8563,3.8,13714,5,12421,3.8,15156,3.6,31860,3.9
3,選択的支出,3143,0.9,61.5,302,0.3,407,0.2,1253,0.6,2687,1,4036,1.2,4323,1,8943,1.1
1,交通・通信,33564,10,-5.8,6977,6.3,13219,7.6,19923,8.9,27112,9.9,36738,11.1,46469,11.1,84065,10.3
2,基礎的支出,9906,2.9,-13,3598,3.3,3997,2.3,7170,3.2,9080,3.3,12190,3.7,12350,2.9,20856,2.5
3,選択的支出,23658,7,-2.5,3378,3.1,9222,5.3,12754,5.7,18032,6.6,24547,7.4,34120,8.1,63209,7.7
1,教育,23978,7.1,24.7,106,0.1,2746,1.6,4707,2.1,5227,1.9,8031,2.4,17230,4.1,129055,15.8
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,23978,7.1,24.7,106,0.1,2746,1.6,4707,2.1,5227,1.9,8031,2.4,17230,4.1,129055,15.8
1,教養娯楽,40391,12,-0.4,7796,7.1,15004,8.6,22698,10.1,31424,11.4,37393,11.3,56731,13.5,111114,13.6
2,基礎的支出,6798,2,-5,3363,3.1,4855,2.8,6662,3,7615,2.8,7835,2.4,7517,1.8,9708,1.2
3,選択的支出,33593,10,0.6,4433,4,10149,5.8,16036,7.1,23809,8.7,29558,8.9,49214,11.7,101406,12.4
1,その他の消費支出,51694,15.4,-0.6,9777,8.9,21083,12.1,35119,15.6,37966,13.8,43594,13.2,64679,15.4,148887,18.2
2,基礎的支出,24615,7.3,15.5,5906,5.4,10169,5.8,19985,8.9,18372,6.7,20680,6.2,30753,7.3,66132,8.1
3,選択的支出,27079,8,-11.8,3871,3.5,10915,6.3,15134,6.7,19594,7.1,22914,6.9,33926,8.1,82755,10.1
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年3月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
