項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1194,-,1123,-,1530,-,1888,-,1254,-,1346,-,992,-,674,-
0,0,0,0,0,調査世帯数,363,-,41,-,42,-,53,-,69,-,47,-,49,-,37,-,25,-
0,0,0,0,0,世帯人員,3.36,-,3.17,-,3.79,-,3.87,-,3.58,-,3.6,-,3.08,-,2.68,-,2.36,-
0,0,0,0,0,有業人員,1.64,-,1.63,-,1.42,-,1.54,-,1.53,-,1.78,-,1.86,-,1.92,-,1.47,-
0,0,0,0,0,世帯主平均年齢,48.2,-,31.1,-,37.1,-,42.2,-,47,-,52.2,-,57,-,61.8,-,69.2,-
1,0,0,0,0,受取,986515,-,878300,-,893525,-,1008879,-,1040033,-,1182381,-,1054065,-,883876,-,783950,-
1,1,0,0,0,実収入,495942,100,447490,100,466005,100,524516,100,509648,100,665763,100,482921,100,432493,100,331641,100
1,2,0,0,0,経常収入,491614,99.1,438857,98.1,459243,98.5,515631,98.3,508477,99.8,661436,99.4,481906,99.8,430150,99.5,330965,99.8
1,3,0,0,0,勤め先収入,483814,97.6,437650,97.8,453057,97.2,513631,97.9,500141,98.1,660505,99.2,478925,99.2,399449,92.4,308421,93
1,4,0,0,0,世帯主収入,425101,85.7,371901,83.1,407158,87.4,448174,85.4,434849,85.3,591897,88.9,425042,88,341207,78.9,282657,85.2
1,6,0,0,0,うち男,394144,79.5,344118,76.9,407158,87.4,448174,85.4,398480,78.2,493387,74.1,365232,75.6,341207,78.9,277166,83.6
1,5,0,0,0,定期収入,414064,83.5,368740,82.4,404597,86.8,435920,83.1,433346,85,530987,79.8,423743,87.7,337173,78,282657,85.2
1,5,0,0,0,臨時収入,2433,0.5,3161,0.7,2561,0.5,3689,0.7,1503,0.3,2753,0.4,1299,0.3,4034,0.9,-,-
1,5,0,0,0,賞与,8603,1.7,-,-,-,-,8565,1.6,-,-,58156,8.7,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,50683,10.2,59817,13.4,45899,9.8,65458,12.5,61684,12.1,47006,7.1,40243,8.3,42764,9.9,17445,5.3
1,6,0,0,0,うち女,49547,10,59817,13.4,45899,9.8,65458,12.5,61684,12.1,37949,5.7,40243,8.3,42764,9.9,17445,5.3
1,4,0,0,0,他の世帯員収入,8030,1.6,5932,1.3,-,-,-,-,3607,0.7,21602,3.2,13640,2.8,15478,3.6,8319,2.5
1,3,0,0,0,事業・内職収入,5112,1,1022,0.2,2482,0.5,1826,0.3,5582,1.1,-,-,2006,0.4,30123,7,1791,0.5
1,4,0,0,0,家賃収入,3195,0.6,-,-,-,-,-,-,250,0,-,-,2006,0.4,29014,6.7,-,-
1,4,0,0,0,他の事業収入,794,0.2,-,-,2482,0.5,-,-,2089,0.4,-,-,-,-,-,-,1791,0.5
1,4,0,0,0,内職収入,1124,0.2,1022,0.2,-,-,1826,0.3,3243,0.6,-,-,-,-,1108,0.3,-,-
1,3,0,0,0,他の経常収入,2688,0.5,186,0,3704,0.8,174,0,2754,0.5,931,0.1,974,0.2,578,0.1,20754,6.3
1,4,0,0,0,財産収入,246,0,186,0,-,-,174,0,-,-,173,0,-,-,-,-,2603,0.8
1,4,0,0,0,社会保障給付,1740,0.4,-,-,3086,0.7,-,-,404,0.1,758,0.1,-,-,-,-,18150,5.5
1,5,0,0,0,公的年金給付,1222,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18150,5.5
1,5,0,0,0,他の社会保障給付,518,0.1,-,-,3086,0.7,-,-,404,0.1,758,0.1,-,-,-,-,-,-
1,4,0,0,0,仕送り金,702,0.1,-,-,618,0.1,-,-,2350,0.5,-,-,974,0.2,578,0.1,-,-
1,2,0,0,0,特別収入,4327,0.9,8633,1.9,6762,1.5,8885,1.7,1172,0.2,4328,0.7,1015,0.2,2343,0.5,676,0.2
1,3,0,0,0,受贈金,2639,0.5,6399,1.4,6154,1.3,5943,1.1,196,0,181,0,275,0.1,1799,0.4,-,-
1,3,0,0,0,他の特別収入,1688,0.3,2234,0.5,608,0.1,2942,0.6,976,0.2,4147,0.6,740,0.2,544,0.1,676,0.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),410113,-,376838,-,372188,-,431213,-,436008,-,430552,-,453288,-,367073,-,350825,-
1,2,0,0,0,預貯金引出,335526,-,309731,-,303657,-,346218,-,350428,-,355925,-,393038,-,295177,-,274806,-
1,2,0,0,0,保険金,169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2516,-
1,3,0,0,0,個人・企業年金保険金,169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2516,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,25,-,-,-,-,-,162,-,-,-,-,-,-,-,-,-,-,-
