項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1127,-,1112,-,1532,-,1895,-,1285,-,1418,-,1036,-,596,-
0,0,0,0,0,調査世帯数,356,-,37,-,40,-,54,-,66,-,47,-,51,-,38,-,23,-
0,0,0,0,0,世帯人員,3.38,-,3.22,-,3.76,-,3.84,-,3.49,-,3.82,-,3.11,-,2.67,-,2.42,-
0,0,0,0,0,有業人員,1.66,-,1.61,-,1.34,-,1.55,-,1.55,-,1.94,-,1.91,-,1.91,-,1.39,-
0,0,0,0,0,世帯主平均年齢,48.3,-,31.4,-,37.1,-,42,-,47.1,-,52.2,-,57.2,-,61.7,-,69.2,-
1,0,0,0,0,受取,1615952,-,1170023,-,1463575,-,1726507,-,1812542,-,2014859,-,1674286,-,1375556,-,1252798,-
1,1,0,0,0,実収入,1043137,100,765771,100,975599,100,1158205,100,1182381,100,1329894,100,1078894,100,805637,100,664333,100
1,2,0,0,0,経常収入,1020590,97.8,763696,99.7,937395,96.1,1121213,96.8,1167591,98.7,1309817,98.5,1065675,98.8,779275,96.7,623878,93.9
1,3,0,0,0,勤め先収入,985178,94.4,762586,99.6,914509,93.7,1119279,96.6,1137357,96.2,1298522,97.6,1057613,98,705337,87.6,347633,52.3
1,4,0,0,0,世帯主収入,869066,83.3,669604,87.4,809898,83,967263,83.5,968230,81.9,1153268,86.7,983398,91.1,621769,77.2,333762,50.2
1,6,0,0,0,うち男,827898,79.4,648460,84.7,809898,83,967263,83.5,864066,73.1,1115006,83.8,883750,81.9,621769,77.2,333762,50.2
1,5,0,0,0,定期収入,425636,40.8,388710,50.8,405492,41.6,389402,33.6,447639,37.9,570184,42.9,446782,41.4,368908,45.8,292796,44.1
1,5,0,0,0,臨時収入,3572,0.3,3421,0.4,2482,0.3,12606,1.1,679,0.1,3536,0.3,904,0.1,2471,0.3,212,0
1,5,0,0,0,賞与,439859,42.2,277472,36.2,401924,41.2,565256,48.8,519912,44,579548,43.6,535712,49.7,250390,31.1,40754,6.1
1,4,0,0,0,世帯主の配偶者の収入,106721,10.2,87601,11.4,104611,10.7,152016,13.1,165294,14,125465,9.4,61752,5.7,47390,5.9,13871,2.1
1,6,0,0,0,うち女,106721,10.2,87601,11.4,104611,10.7,152016,13.1,165294,14,125465,9.4,61752,5.7,47390,5.9,13871,2.1
1,4,0,0,0,他の世帯員収入,9391,0.9,5382,0.7,-,-,-,-,3834,0.3,19788,1.5,12463,1.2,36179,4.5,-,-
1,3,0,0,0,事業・内職収入,5604,0.5,1109,0.1,4483,0.5,1183,0.1,4654,0.4,7981,0.6,2218,0.2,22586,2.8,3999,0.6
1,4,0,0,0,家賃収入,3025,0.3,-,-,-,-,-,-,256,0,7528,0.6,-,-,19393,2.4,-,-
1,4,0,0,0,他の事業収入,1412,0.1,-,-,4483,0.5,-,-,1039,0.1,-,-,2218,0.2,1583,0.2,3999,0.6
1,4,0,0,0,内職収入,1168,0.1,1109,0.1,-,-,1183,0.1,3359,0.3,453,0,-,-,1610,0.2,-,-
1,3,0,0,0,他の経常収入,29808,2.9,-,-,18403,1.9,750,0.1,25579,2.2,3314,0.2,5845,0.5,51352,6.4,272246,41
1,4,0,0,0,財産収入,849,0.1,-,-,-,-,743,0.1,2869,0.2,-,-,298,0,1311,0.2,221,0
1,4,0,0,0,社会保障給付,27062,2.6,-,-,18227,1.9,8,0,13111,1.1,3314,0.2,5546,0.5,49474,6.1,272024,40.9
1,5,0,0,0,公的年金給付,23446,2.2,-,-,-,-,-,-,5430,0.5,3314,0.2,5546,0.5,48569,6,271366,40.8
1,5,0,0,0,他の社会保障給付,3616,0.3,-,-,18227,1.9,8,0,7681,0.6,-,-,-,-,905,0.1,658,0.1
