年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成21年平均,2009,,27.6,29.8,31.7,31.2,29.9,27.5,25,25.8
nen,平成22年平均,2010,,27.4,31.5,31.5,29.8,28.7,26.9,25.8,25.9
nen,平成23年平均,2011,,28.5,30.4,30.3,29.7,29.2,28.5,26.4,28.3
nen,平成24年平均,2012,,28,30.4,31.9,30,30.2,27.6,25.8,26.9
nen,平成25年平均,2013,,27.9,30,31,30.2,29.6,28.7,27.6,25.6
nen,平成26年平均,2014,,26.8,31.2,31.3,30.4,29.6,27,26.4,23.4
nen,平成27年平均,2015,,28.1,29.7,31.7,30.6,30.4,28.3,26.3,26.6
tuki,平成27年8月,2015,8,25.8,29,28.2,27.8,30.3,27.8,26.8,21.2
tuki,平成27年9月,2015,9,29.9,27.6,29,33.4,29.2,29.2,26.1,32.1
tuki,平成27年10月,2015,10,27.1,27.4,30.5,28.9,28.2,28,24.6,26.4
tuki,平成27年11月,2015,11,27.1,29.3,29.7,29.8,30,27.8,25.5,24.9
tuki,平成27年12月,2015,12,24.5,26.7,27.9,28.9,25.4,22.8,23.8,22.4
tuki,平成28年1月,2016,1,27.7,30,31.3,33.2,29.8,28.8,26.1,24.6
tuki,平成28年2月,2016,2,32.9,32.4,32.3,33.4,32.1,30.4,28.9,36.6
tuki,平成28年3月,2016,3,30,29.4,31.9,29.7,31.8,31.5,26.6,30.2
tuki,平成28年4月,2016,4,33.6,29.1,32.9,28.1,30.8,29.2,29,39.4
tuki,平成28年5月,2016,5,27.2,28.7,29.2,28.8,28,27.7,26.4,26.2
tuki,平成28年6月,2016,6,24.7,29.4,29.6,29.9,29.5,26.6,27,18.1
tuki,平成28年7月,2016,7,24.1,30.2,24.8,24.7,28.2,25.3,24.8,20.5
tuki,平成28年8月,2016,8,25.8,27.7,27.7,28.2,25.5,29.1,26,23.1
,,,,,,,,,,,
東京都生計分析調査　平成28年8月,,,,,,,,,,,
主要指標４　―全世帯，生計支出７分位階層別―,,,,,,,,,,,
公共的料金負担率〔＝（公共的料金÷消費支出）×１００〕,,,,,,,,,,,
