年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成21年平均,2009,,23.2,26.5,26.6,23.9,23.7,22.1,22,20.9
nen,平成22年平均,2010,,22.2,26.4,23.5,22.1,23.8,21.3,20.8,19.9
nen,平成23年平均,2011,,23.6,25.7,27.4,24.7,23.4,23.3,22.3,21.2
nen,平成24年平均,2012,,23,26.5,25.8,24,23.2,23.4,20.7,20.8
nen,平成25年平均,2013,,22.9,25.9,25.1,24.5,23.7,22.9,20.9,20.3
nen,平成26年平均,2014,,23.7,26.5,24.9,25.3,24.4,22.8,22.5,22
nen,平成27年平均,2015,,24.4,30.1,26.5,25.8,24.7,23.8,22.5,21.6
tuki,平成27年3月,2015,3,23.9,29,28.1,24.3,25,21.8,23,20.6
tuki,平成27年4月,2015,4,19.6,30.6,19.8,25.4,22.8,15.6,19.4,14.9
tuki,平成27年5月,2015,5,23.7,28.4,28.3,27.9,24.3,22.2,21.7,19.5
tuki,平成27年6月,2015,6,25.5,32.8,30.6,29.3,29.6,23.7,17.4,24.9
tuki,平成27年7月,2015,7,26.2,29.4,30.2,28.3,28.4,26.4,23.1,22.4
tuki,平成27年8月,2015,8,26.2,29.8,30.7,27.6,25.6,26.2,26,22.2
tuki,平成27年9月,2015,9,25.5,31.2,30.3,25.8,23,24.3,23.2,24.1
tuki,平成27年10月,2015,10,25.2,28.2,28.9,25.9,28,28.9,17.4,25.3
tuki,平成27年11月,2015,11,24.7,31.1,19.8,28.3,26.4,24.6,22.8,23.9
tuki,平成27年12月,2015,12,28.1,34,29.8,30.4,28.2,23.5,26.4,27.4
tuki,平成28年1月,2016,1,24,27.4,26.9,23,23.1,25.2,21.5,22.9
tuki,平成28年2月,2016,2,24.6,33.5,28.4,28.5,25.7,23.4,26.2,16.7
tuki,平成28年3月,2016,3,23.9,30.8,25.4,26.6,24.3,23.6,21.4,20.8
,,,,,,,,,,,
東京都生計分析調査　平成28年3月,,,,,,,,,,,
主要指標５　―勤労者世帯，勤め先収入７分位階層別―,,,,,,,,,,,
エンゲル係数〔＝（食料費÷消費支出）×１００〕,,,,,,,,,,,
