"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","男性[人]","女性[人]","無回答[人]"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","全体",,"558","231","313","14"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","男性（計）","231","231","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","男性 18～29歳","13","13","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","男性 30～39歳","38","38","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","男性 40～49歳","50","50","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","男性 50～59歳","47","47","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","男性 60～69歳","42","42","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","男性 70歳以上","40","40","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","男性 無回答","1","1","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","女性（計）","313","0","313","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","女性 18～29歳","26","0","26","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","女性 30～39歳","49","0","49","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","女性 40～49歳","78","0","78","0"
