"年月[西暦]","調査項目","設問","選択肢","件数[件]","(全体)[%]","(除不)[%]"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","職員の確保が難しい","82","62.1","63.6"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","職員への教育が難しい","39","29.5","30.2"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","利用者の確保が難しい","42","31.8","32.6"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","提供するサービスの量的拡大が難しい","18","13.6","14.0"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","提供するサービスエリアの拡大が難しい","10","7.6","7.8"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","事務作業量が多い","87","65.9","67.4"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","施設・設備の改善が難しい","18","13.6","14.0"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","必要な情報の入手に支障がある","5","3.8","3.9"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","プライバシー保護・個人情報管理の徹底が難しい","2","1.5","1.6"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","苦情処理対応が難しい","7","5.3","5.4"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","虐待防止の取り組みが難しい","4","3.0","3.1"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","職員の資質向上を図ることが難しい","35","26.5","27.1"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","利用者や家族の制度に対する理解が進んでいない","30","22.7","23.3"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","区役所と連携を図ることが難しい","11","8.3","8.5"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","保健所と連携を図ることが難しい","8","6.1","6.2"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","医療機関と連携を図ることが難しい","17","12.9","13.2"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","その他","10","7.6","7.8"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","特にない","2","1.5","1.6"
"202003","経営全般について","Q17. 貴事業所では、事業運営上で、どのようなことを課題と感じますか。（あてはまるものすべてに〇）","無回答","3","2.3",

"港区保健福祉基礎調査（事業所）・単純集計表・経営全般についてQ17","Ver202003",,,,,
