全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
132071,1,,東京都昭島市,JA全農東京JA東京葬祭センター（源想園昭島葬儀会館）,ジェイエーゼンノウトウキョウジェイエートウキョウソウサイセンターゲンソウエンアキシマソウギカイカン,東京都昭島市中神町3-1-1,,,,0120-594-024,,,,,,,
132071,2,,東京都昭島市,株式会社セレモア（ガーデン会館昭島）,カブシキガイシャセレモアガーデンカイカンアキシマ,東京都昭島市玉川町2-4-12,,,,0120-470-470,,,,,,,
132071,3,,東京都昭島市,株式会社ドリーミー,カブシキガイシャドリーミー,東京都昭島市田中町1-27-15,,,,0120-29-7511,,,,,,,
132071,4,,東京都昭島市,株式会社あさひセレモニー,カブシキガイシャアサヒセレモニー,東京都昭島市玉川町4-1-10,,,,0120-844-644,,,,,,,
132071,5,,東京都昭島市,株式会社フォーギブネス,カブシキガイシャフォーギブネス,東京都昭島市玉川町1-3-1-111,,,,0120-779-279,,,,,,,
132071,6,,東京都昭島市,株式会社東京サービスセンター（セレモニーホール昭島）,カブシキガイシャトウキョウサービスセンターセレモニーホールアキシマ,東京都昭島市宮沢町1-7-2,,,,0120-4995-89,,,,,,,
132071,7,,東京都昭島市,株式会社クオーレ,カブシキガイシャクオーレ,東京都立川市一番町1-41-11,,,,0120-88-9922,,,,,,,
132071,8,,東京都昭島市,株式会社村尾組（そうしんホール昭島）,カブシキガイシャムラオグミソウシンホールアキシマ,東京都昭島市武蔵野3-5-1,,,,0120-0-45464,,,,,,,
132071,9,,東京都昭島市,株式会社結セレモニー（くじら葬祭）,カブシキガイシャユイセレモニークジラソウサイ,東京都昭島市福島町3-23-28,,,,0120-79-9778,,,,,,,

