都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,画像_詳細,最終確認日
131041,1 ,東京都,新宿区,聖徳記念絵画館,セイトクキネンカイガカン,,,国指定重要文化財（建造物）,建造物,,東京都新宿区霞ヶ丘1-1,,35.678727,139.717628,03-3401-5179,,1,棟,,明治神宮,2011-06-20,月火水木金土日,09:00,17:00,年末年始（12月30日～1月20日）のみ10:00から17:00,,,日本における美術館建築の初期のもので、明治神宮外苑造成事業の一つとして、大正15年（1926）に竣工した。,,"構造・形式　鉄筋コンクリート造　銅板葺き　1階建（地下1階）
建築年代　大正15年（1926）
明治神宮外苑の北正面に位置し、明治天皇の事績を描いた絵画を展示する美術館である。この絵画館は、明治神宮外苑造成事業の一つとして、大正15年（1926）に竣工した。絵画館の設計は、大正7年（1918）に一般から懸賞募集し、一等当選の小林政紹の図案をもとに明治神宮造営局が決定した。
　建物の中央にはドーム屋根を、左右に絵画室を配置した構成で、外観は花崗岩を使用し、内部には大理石やモザイクタイルを用いた堂々として厳粛さを感じさせる建物である。
　聖徳記念絵画館は、日本における美術館建築の初期のもので、直線を強調した記念性の高い重厚な外観意匠、ドームのシェル構造や絵画室の採光などに当時の最新技術が取り入れられているなど、日本の建築技術の発展をたどる上でも重要な建築物である。
",,http://www.meijijingugaien.jp/art-culture/seitoku-gallery/,,,2021-06-25
131041,2,東京都,新宿区,早稲田大学大隈記念講堂,ワセダダイガクオオクマキネンコウドウ,,,国指定重要文化財（建造物）,建造物,,東京都新宿区戸塚町1-104,,35.708932,139.721583,03-3208-9644,,1,棟,,早稲田大学,2007-12-04,月火水木金土日,,,,,,創立者である大隈重信に対する記念事業として、昭和2年（1927）に竣工した。,,"構造・様式　鉄骨鉄筋コンクリート造　3階建（地下1階）　時計台付き
建築年代　昭和2年（1927）
　早稲田大学大隈記念講堂は、早稲田大学創立45周年に、創立者である大隈重信に対する記念事業として建築され、昭和2年（1927）10月15日に竣工した。早稲田大学建築学科の佐藤功一教授と佐藤武夫助教授が設計し、同教授の内藤多仲が構造を担当した。塔の高さは、大隈重信の「人生125歳説」にちなみ125尺（約38m）となっている。
　早稲田大学大隈記念講堂は、早稲田のシンボル的存在であり、ロマネスク様式を基調としてゴシック様式を加味し、外壁は腰回りに石材、軒蛇腹及び窓廻りに黄色のテラカッタ（タイル）を張り、清楚で明朗な感じを与えている。我が国近代の折衷主義建築の優れた建築物であり、早稲田大学建築学科で長く教鞭をとり、多くの建築家を育てた佐藤功一の代表作としても重要である。
　平成19年（2007）の大学の創立125周年の記念事業の一環として、外観はほぼ変えずに外壁と内部の改装工事が行われた。
",,,,,2021-06-25
131041,3,東京都,新宿区,学習院旧正門,ガクシュウインキュウセイモン,,,国指定重要文化財（建造物）,建造物,,東京都新宿区戸山3-20-1,,35.707235,139.709094,03-3203-1901,,1,棟,,学習院,1973-06-02,月火水木金土日,,,,,,明治10年（1877）に、当時神田錦町にあった華族学校（学習院）の正門として建てられた鋳鉄製の門である。,,"構造・形式　鋳鉄製柱門　左右脇門及び袖壁附属
寸法　本柱間5.54m 本柱高4.5m 本扉幅2.27m 本柱脇柱間1.7m 脇柱高4.0m 脇扉幅1.7m 脇柱袖塀間2.25m
　明治10年（1877）に当時神田錦町（現在の千代田区）にあった華族学校（学習院）の正門として建てられた鋳鉄製の門である。
　左右に脇柱と袖塀をもち、柱は透かしの唐草文様を鋳出した4枚の板を接合した方柱で、中は中空となっており、頂部に宝珠型の飾りをかぶせる。扉は洋風扉の形をとるが、上部を中心に唐草文様、蕨手文様を配するなど、全体に日本調の意匠を生かしている。
　埼玉県川口市で鋳造されたもので、当時は大変珍しかった純国産品である。
　明治19年（1886）には校舎の火災により、一時鐘ヶ淵紡績に引き取られたが、昭和3年（1928）目白学習院本院の正門として戻り、昭和24年（1949）現在の学習院女子大学に移された。
",,,,,2021-06-25
131041,4,東京都,新宿区,太宗寺の銅造地蔵菩薩坐像　附旧像内納入品,タイソウジノドウゾウジゾウボサツザゾウ　ツケタリキュウドウナイノウニュウヒン,,,東京都指定有形文化財（彫刻）,美術工芸品,,東京都新宿区新宿2-9-2,,35.689334,139.709616,03-3356-7731,,1,躯,,太宗寺,1970-08-03,月火水木金土日,,,,,,江戸に出入りする六つの街道筋に置かれた江戸六地蔵の一つとして、正徳2年（1712）に造立された。,,"高さ267.0cm　
銅造
制作時期　正徳2年（1712）
　右手に錫杖、左手に宝珠を持つ丈六の地蔵菩薩坐像である。江戸に出入りする六つの街道筋に置かれた江戸六地蔵の第三番として、深川の地蔵坊正元が発願し、江戸市中から約7万2千人の寄進者を募って造立されたもので、像本体や台座には、寄進者名が刻まれている。鋳造は神田鍋町の鋳物師・太田正儀である。
　なお、像内に収められていた納入品は、一括で附指定となっている。
",,,,,2021-06-25
131041,5,東京都,新宿区,中井御霊神社の本殿・幣殿・拝殿,ナカイゴリョウジンジャノホンデン・ヘイデン・ハイデン,,,新宿区指定有形文化財（建造物）,美術工芸品,,東京都新宿区中井2-29-16,,35.716278,139.679991,03-3950-4138,,3,棟,,中井御御霊神社,2013-03-27,月火水木金土日,,,,,,区内でも数少ない江戸時代及び明治時代の神社建築。中井御霊神社の本殿・幣殿・拝殿からなる複合社殿で、いわゆる権現造りの形式である。,,"構造・形式　権現造り
本殿　三間社流造り　銅板葺き
幣殿　正面一間　銅板葺き
拝殿　正面三間・側面三間　入母屋造り　銅板葺き
建築年代
本殿　享保3年（1718）～文化7年（1810）
幣殿　大正時代
拝殿　明治29年（1896）以前
　区内でも数少ない江戸時代及び明治時代の神社建築。中井御霊神社の本殿・幣殿・拝殿からなる複合社殿で、いわゆる権現造りの形式である。
　本殿は、文化7年（1810）以前、棟札の記録によると享保3年（1718）を下らない時期の建造で、三間社流造り、銅板葺きの造りである。江戸時代の農村にある鎮守社の本殿として、全体的に簡素な佇まいを見せている。拝殿は、古文書の記録より明治29年（1896）以前の建造であることがわかっている。正面三間・側面三間、入母屋造り、銅板葺きの構造。建築彫刻が興隆する時期にふさわしく、技巧的な彫り物が多数用いられている。幣殿は記録等が現存しないが、大正時代の建造であると伝えられている。
　明治時代には社殿全体を曳家するなど、多くの改修・改変を経ているが、保存状態は概ね良好で、総じて質の高い遺構と認められる。簡素な佇まいの社殿と神社の森の面影をとどめる境内など、江戸の近郊農村の鎮守社としての歴史的景観を今に伝える貴重な建造物である。
",,,,,2021-06-25
131041,6,東京都,新宿区,花園神社の唐獅子像,ハナゾノジンジャノカラジシゾウ,,,新宿区指定有形文化財（彫刻）,美術工芸品,,東京都新宿区新宿5-17-3,,35.693554,139.705168,03-3209-5265,,1,対,,花園神社,1984-11-02,月火水木金土日,,,,,,文政4年（1821）に内藤新宿の氏子たちによって寄進された、区内で唯一の銅造の唐獅子で、靖国通り側の参道に雌雄一対で置かれている。,,"総高212.0cm　像高75.0cm　像幅（頭～尾）90.0cm　像奥（体幅）40.0
台座高137.0cm　台座幅119.0cm　台座奥51.0cm
銅造
製作時期　文政4年（1821）
　文政4年（1821）に内藤新宿の氏子たちによって寄進された、区内で唯一の銅造の唐獅子で、靖国通り側の参道に雄（阿形）・雌（吽形）一対で置かれている。
　石造の台座は、上段にしめ縄の浮き彫りが表現され、下段には銅板に銘文が刻まれている。それによるとこの唐獅子は、彫物師佐脇主馬の製作した原型により、鋳物師初代村田整?が鋳造したもので、台座は石工本橋吉兵衛の製作である。また発願者である内藤新宿下町の吉田屋善三郎・尾張屋林蔵・近江屋吉右衛門、援助者の若狭屋太兵衛・東力甚蔵、世話人の嶋名屋五郎兵衛らの名前も記されている。
",,,,,2021-06-25
131041,7,東京都,新宿区,天龍寺の時の鐘,テンリュウジノトキノカネ,,,新宿区指定有形文化財（工芸品）,美術工芸品　,,東京都新宿区新宿4-3-19,,35.688693,139.704159,03-3354-1011,,1,口,,天龍寺,1986-08-01,月火水木金土日,,,,,,明和4年（1767）に、常陸笠間藩主牧野備後守貞長により寄進された梵鐘で、江戸の町に時刻を告げる「時の鐘」として使用された。,,"高さ155.0cm　口径85.5cm
銅造
製作時期　明和4年（1767）
明和4年に「やぐら時計」とともに常陸笠間藩主牧野備後守貞長により寄進された梵鐘で、江戸の町に時刻を告げる「時の鐘」として使用された。
　多摩郡谷保村（現国立市）の鋳物師・関孫兵衛種久の作で、天龍寺には孫兵衛の発行した領収書（代金56両1分、銀13匁）も残っている。
　梵鐘の表面に刻まれた銘文によると、この鐘は元禄13年（1700）に牧野備後守成貞が寄進した初代、寛保2年（1742）に寄進された二代目に続く三代目の鐘で、すべて「時の鐘」として使用されていたことがわかる。このあたりは江戸市中の西の端にあたり、武士が登城する際に時間がかかるため、明け六つの鐘を少し早めについたといわれ、また内藤新宿の遊郭で遊んだ人々を送り出す「追い出しの鐘」としても親しまれた。
",,,,,2021-06-25
131041,8,東京都,新宿区,熊野神社の水鉢,クマノジンジャノミズバチ,,,新宿区指定有形文化財（工芸品）,美術工芸品,,東京都新宿区西新宿2-11-2,,35.690512,139.688292,03-3343-5521,,1,基,,熊野神社,1984-11-02,月火水木金土日,,,,,,文政3年（1820）に淀橋の氏子により奉納された水鉢で、江戸時代後期の狂歌師大田南畝（蜀山人）による銘文が刻まれている。,,"高さ60.0cm　幅150.0cm　奥行64.0cm
石造
造立時期　文政3年（1820）
文政3年（1820）に淀橋の氏子により奉納された水鉢で、江戸時代後期の狂歌師大田南畝（蜀山人、1749～1823）の書による「熊野三山　十二叢祠　洋洋神徳　監於斯池　大田覃（落款）」という銘文が刻まれている。
",,,,,2021-06-25
131041,9,東京都,新宿区,須賀神社の三十六歌仙絵,スガジンジャノサンジュウロッカセンエ,,,新宿区指定有形文化財（絵画）,美術工芸品,,東京都新宿区須賀町5-6,,35.685958,139.72249,03-3351-7023,,36,枚,,須賀神社,1986-03-07,月火水木金土日,,,,,,四谷大番町（大京町）に住む旗本大岡雲峰の絵と、公卿千種有功の書により、天保7年（1836）に完成、奉納された。,,"画面寸法　縦55.0cm　横37.0cm
絹本　着色　額装
製作時期　天保7年（1836）
　四谷の鎮守須賀神社に伝来する三十六歌仙絵で、三十六歌仙を一人一枚の絵に仕立てている。現在は額に入れられ、社殿内に掲げられている。
　当時画家として著名であった四谷大番町（大京町）に住む旗本大岡雲峰（1764～1848）の絵と、和歌や書画で人気を博した公卿千種有功（1797～1854）の書により、天保7年（1836）に完成、奉納されたもので、四谷の総鎮守として信仰を集めた須賀神社の隆盛を物語る文化財である。
",,,,,2021-06-25
131041,10,東京都,新宿区,末広亭,スエヒロテイ,,,新宿区地域文化財,建造物,,東京都新宿区新宿3-6-12,,35.691152,139.705892,03-3351-2974,,1,棟,,末広亭,2011-10-03,月火水木金土日,12:00,21:00,,,,都内に4軒残る落語定席のうち、唯一の木造建築であり、江戸時代の寄席の風情をとどめる建造物である。,,"構造・形式　木造2階建
建築年代　昭和21年（1964）
　末広亭は、昭和21年（1946）3月、建築業を営んでいた北村銀太郎が、戦災で焼失した元の建物・地所を買い取り開業した。都内に4軒を残すだけとなった落語定席の一つであり、現在も落語協会と落語芸術協会が10日ずつ交代で興行を続けている。客席は1階、2階があり、計313席を有する。1階中央には椅子席、上手下手の両方側に桟敷席が設けられている。2階席は雛壇形式の椅子席である。楽屋は1階上手側にある。現在の席亭は3代目北村幾夫。寄席のビル化が進んでいる中で、東京の定席としては唯一の木造建築であり、江戸時代の寄席の風情をとどめる建造物である。
",,http://www.suehirotei.com,,,2021-06-25
