全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
132250,"132250000001",,東京都稲城市,（株）金子式典,,府中市片町2-3-1,,,,(042)361-2155,,,,,,,
132250,"132250000002",,東京都稲城市,（有）和田葬儀社,,調布市下石原1-60-2,,,,0120-095-940,,,,,,,
132250,"132250000003",,東京都稲城市,（有）光陽祭典,,稲城市平尾2-2-5,,,,0120-816-612,,,,,,,
132250,"132250000004",,東京都稲城市,（有）まこと式典,,川崎市麻生区片平6-1-15,,,,0120-789-246,,,,,,,
132250,"132250000005",,東京都稲城市,（株）三和式典,,稲城市大丸1420-1,,,,0120-785-857,,,,,,,
132250,"132250000006",,東京都稲城市,（株）愛礼儀典,,府中市西府町5-6-6,,,,(042)575-3342,,,,,,,
132250,"132250000007",,東京都稲城市,東都式典（有）,,日野市多摩平5-8-1,,,,0120-536-565,,,,,,,
132250,"132250000008",,東京都稲城市,（株）田商事,,川崎市多摩区登戸679-2,,,,0120-580-365,,,,,,,
132250,"132250000009",,東京都稲城市,SKKフューネラルサービス,,多摩市乞田752-1,,,,0120-301-812,,,,,,,
132250,"132250000010",,東京都稲城市,（株）三晃,,府中市緑町2-20-10,,,,0120-693-321,,,,,,,
132250,"132250000011",,東京都稲城市,（株）FTS,,横浜市緑区霧が丘2-12-1,,,,(045)744-9914,,,,,,,
132250,"132250000012",,東京都稲城市,SOGIサポートセンター,,稲城市矢野口929-3,スパークルハイツ105号室,,,0120-255-297,,,,,,,
132250,"132250000013",,東京都稲城市,葬儀の（株）板橋,,横浜市中区山下町90-3,,,,0120-207-676,,,,,,,
132250,"132250000014",,東京都稲城市,（有）東京相互葬祭,,八王子市小宮町747-1,,,,0120-404-910,,,,,,,
132250,"132250000015",,東京都稲城市,（株）多摩葬儀,,多摩市乞田747,K・Kビル1F,,,0120-680-990,,,,,,,
132250,"132250000016",,東京都稲城市,（株）セレモア,,国立市谷保5115,,,,0120-470-470,,,,,,,
132250,"132250000017",,東京都稲城市,（有）すげ典礼,,川崎市多摩区菅1-2-8,,,,0120-946-2830,,,,,,,
132250,"132250000018",,東京都稲城市,（有）アイム,,杉並区和田2-3-14,メゾンK&M201号,,,0120-288-318,,,,,,,
132250,"132250000019",,東京都稲城市,JA東京みなみセレモニーセンター,,稲城市東長沼1915-2,,,,0120-118-774,,,,,,,
132250,"132250000020",,東京都稲城市,（株）公恩社,,町田市小野路町3186-6,,,,0120-044-042,,,,,,,
132250,"132250000021",,東京都稲城市,（株）としまフューネス,,多摩市永山1-17-11,,,,(042)356-4343,,,,,,,
132250,"132250000022",,東京都稲城市,（株）あさひセレモニー,,府中市四谷3-21-8,,,,(042)369-5936,,,,,,,
132250,"132250000023",,東京都稲城市,（有）佐野商店,,川崎市多摩区枡形1-13-1,,,,0120-804-929,,,,,,,
132250,"132250000024",,東京都稲城市,（株）メモリード,,調布市菊野台1-11-1,三ツ木菊野台ビル1F,,,(042)444-4527,,,,,,,
132250,"132250000025",,東京都稲城市,（有）欅式典,,府中市紅葉丘1-34-3,,,,0120-508-615,,,,,,,
132250,"132250000026",,東京都稲城市,（株）奥野式典,,三鷹市野崎2-20-12,,,,0120-3594-76,,,,,,,
132250,"132250000027",,東京都稲城市,（株）稲城葬儀社,,稲城市大丸1032,,,,0120-914-995,,,,,,,
132250,"132250000028",,東京都稲城市,聖和葬儀社,,稲城市若葉台4-19-11,,,,0120-876-556,,,,,,,
132250,"132250000029",,東京都稲城市,（株）花セレモ,,稲城市押立1744-80,,,,0120-178-794,,,,,,,
132250,"132250000030",,東京都稲城市,（株）おぼうさんどっとこむ,,昭島市中神町1135‐47,,,,0120-056-594,,,,,,,
132250,"132250000031",,東京都稲城市,稲城福祉葬祭,,稲城市百村2120-25,,,,(042)401-6090,,,,,,,
132250,"132250000032",,東京都稲城市,おくりびとのお葬式,,稲城市百村1613-4,ファーストヒル101,,,0120-288-725,,,,,,,
132250,"132250000033",,東京都稲城市,マイセレモニー（株）,,稲城市大丸1041-10,,,,(042)370-2133,,,,,,,
132250,"132250000034",,東京都稲城市,（株）セロニアス,,稲城市平尾1-56,1-108,,,0120-172-171,,,,,,,
132250,"132250000035",,東京都稲城市,（株）ゆいまーる,,稲城市大丸354-1,リバーサイド大丸101,,,(0800)800-2292,,,,,,,
