全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132250,132250000017,東京都稲城市,稲城中央公園総合体育館,イナギチュウオウコウエンソウゴウタイイクカン,,,1110,,,132250,,東京都稲城市長峰1-1,東京都,稲城市,長峰一丁目,1番地,,35.631901,139.486028,,,(042)331-7151,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,09:00,21:30,毎月第2・第4月曜日（祝日に当たる場合はその翌日）及び12/29～1/3は休館日,メインアリーナ、ウェルネスアリーナ地下に柔道場と剣道場がある。１階はメインアリーナ、ウェルネスアリーナ、ミーティングルーム２部屋及び弓道場が、２階はレクリエーションルーム、トレーニングルーム、ランニング走路及びちびっこプレイルームがある。,,,,有,,,,,,,有,有,,,,,,http://greenwellness.or.jp/,,,,,有,有,有,有,無,無,無,無,無,無,有,無,有,有,有,無,無,無,無,有,無,有,有,無,無,無,無,有,無,有,有,無,有,無,無,無,無,無,有,無,無,無,無,無,"無",無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,有,有,無,有,有
132250,132250000018,東京都稲城市,稲城中央公園総合グラウンド,イナギチュウオウコウエンソウゴウグラウンド,,,1102,,,132250,,東京都稲城市長峰1-1,東京都,稲城市,長峰一丁目,1番地,,35.633554,139.487399,,,(042)379-2026,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,09:00,17:00,毎月第2・第4月曜日（祝日に当たる場合はその翌日）及び12/29～1/3は休場日,400ｍトラック８コース他、グラウンド中央部の天然芝スペースではサッカー・ラグビー・グラウンドゴルフ等で利用可。,,,,有,,,,,,,有,有,,,,,,http://greenwellness.or.jp/,,,,,有,有,,,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132250,132250000019,東京都稲城市,稲城長峰スポーツ広場,イナギナガミネスポーツヒロバ,,稲城長峰ヴェルディフィールド,1104,,,132250,,東京都稲城市長峰3-10-1,東京都,稲城市,長峰三丁目,10番地の1,,35.631187,139.476583,,,(042)401-3960,,,,,,,東京ヴェルディグループ,月火水木金土日,09:00,21:00,12/29～1/3は休場日,サッカー場（人工芝）（一般用、少年用）、フットサル場（人工芝）（1面）、多目的室（2室）、芝生広場（天然芝）,,,,有,,,,,,,有,有,,,,,,https://www.inaginagamine-sportsfield.jp,,,,,有,有,有,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132250,132250000024,東京都稲城市,オーエンス健康プラザ,オーエンスケンコウプラザ,,,1199,,,132250,,東京都稲城市大丸1171,東京都,稲城市,大丸,1171,,35.646999,139.485644,,,(042)370-2280,,,,,2060801,5010001039404,株式会社オーエンス,月火木金土日,09:00,21:00,毎週水曜日、年末年始及び施設点検日は休み,"１階（スタジオ（2室）、トレーニングジム、売店、キッズルーム、授乳室、多目的室）
２階（室内プール（25m×6コース）、ジャグジー、更衣室、浴室、プール見学ラウンジ）",可,有,無,有,有,無,無,有,無,有,有,有,有,有,無,無,有,https://www.kenkouplaza-inagi.jp,,,施設を利用する際は、利用カードの取得が必要,有,有,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無
132250,132250000026,東京都稲城市,大丸第2公園プール,オオマルダイニコウエンプール,,,1107,,,132250,,東京都稲城市大丸3111番地の1,東京都,稲城市,大丸,3111番地の1,,35.650471,139.49685,,,(042)379-4496,,,,プール開設期間中のみ,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,09:30,17:00,夏季期間のみ営業（電話も夏季のみ）,"屋外
流水プール、25mプール、スライダープール、幼児用プール",,,,有,,,,,,,有,,,,,,,http://greenwellness.or.jp/,,,一般向け駐車場無し,,有,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000029,東京都稲城市,稲城中央公園野球場,イナギチュウオウコウエンヤキュウジョウ,,,1103,,,132250,,東京都稲城市向陽台四丁目1番地の1,東京都,稲城市,向陽台四丁目,1番地の1,,35.636609,139.486018,,,,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,08:45,18:45,毎月第2・第4月曜日（祝日に当たる場合はその翌日）及び12/29～3/31は休館日,本部室、審判室有,,,,,,,,,,,有,,,,,,,http://greenwellness.or.jp/,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000030,東京都稲城市,多摩川緑地公園野球場,タマガワリョクチコウエンヤキュウジョウ,,,1103,,,132250,,東京都稲城市矢野口3750番地,東京都,稲城市,矢野口,3750番地,,35.644845,139.52177,,,,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,06:00,18:00,12/29～1/3は休場日,,,,,,,,,,,,,,,,,,,http://greenwellness.or.jp/,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000031,東京都稲城市,稲城北緑地公園テニスコート,イナギキタリョクチコウエンテニスコート,,,1116,,,132250,,東京都稲城市東長沼2997番地,東京都,稲城市,東長沼,2996番地,,35.649576,139.504744,,,,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,06:00,18:00,12/29～1/3は休場日,砂入り人工芝コート　6面,,,,,,,,,,,有,,,,,,,http://greenwellness.or.jp/,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000032,東京都稲城市,大丸公園テニスコート,ダイマルコウエンテニスコート,,,1116,,,132250,,東京都稲城市大丸1097番地,東京都,稲城市,大丸,1097番地,,35.646854,139.487675,,,,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,08:00,18:00,12/29～1/3は休場日,砂入り人工芝コート　2面,,,,,,,,,,,有,,,,,,,http://greenwellness.or.jp/,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000033,東京都稲城市,城山公園テニスコート,シロヤマコウエンテニスコート,,,1116,,,132250,,東京都稲城市向陽台四丁目6番地,東京都,稲城市,向陽台四丁目,6番地,,35.6417,139.489282,,,,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,07:00,21:00,12/29～1/3は休場日,砂入り人工芝コート　2面,,,,,,,,,,,有,,,,,,,http://greenwellness.or.jp/,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
