全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
132250,132250000001,東京都稲城市,2022,04,1140,3573,1403,16,6,48,68,338,319,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000002,東京都稲城市,2022,05,1057,3253,1486,23,11,49,54,269,254,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000003,東京都稲城市,2022,06,1247,3885,1673,17,12,58,52,247,259,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000004,東京都稲城市,2022,07,945,3417,1429,30,8,59,56,267,261,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000005,東京都稲城市,2022,08,1187,3423,1418,21,13,66,54,262,274,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000006,東京都稲城市,2022,09,1137,3257,1566,30,5,52,54,255,279,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000007,東京都稲城市,2022,10,1086,3270,1582,30,11,59,74,259,278,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000008,東京都稲城市,2022,11,1161,3302,1417,47,8,72,58,226,246,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000009,東京都稲城市,2022,12,928,3643,1470,20,12,55,91,262,230,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000010,東京都稲城市,2023,01,1167,3677,1682,32,5,50,92,220,247,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000011,東京都稲城市,2023,02,1156,3420,1724,24,11,36,59,232,258,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000012,東京都稲城市,2023,03,1337,4639,1914,39,16,60,74,548,569,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000013,東京都稲城市,2023,04,1080,3696,1679,13,6,52,52,411,273,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000014,東京都稲城市,2023,05,1134,3415,1861,19,16,51,39,300,279,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000015,東京都稲城市,2023,06,1178,3659,1817,21,6,67,48,244,243,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000016,東京都稲城市,2023,07,1137,3938,1668,22,9,60,53,265,243,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000017,東京都稲城市,2023,08,1265,3456,1505,34,1,47,56,222,281,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000018,東京都稲城市,2023,09,1172,3490,1700,29,6,50,53,196,233,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
132250,132250000019,東京都稲城市,2023,10,1318,3640,1770,20,3,60,67,253,254,証明書は公用請求・無料交付等を含む、戸籍証明書には除籍等を含む、住民票には広域交付・戸籍の附票等を含む
