"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","日常生活全般について","Q20-1. あなたの心配事や愚痴（ぐち）を聞いてくれる人はいますか。（あてはまるものすべてに○）","配偶者","623","37.2","37.9"
"202003","日常生活全般について","Q20-1. あなたの心配事や愚痴（ぐち）を聞いてくれる人はいますか。（あてはまるものすべてに○）","同居の子ども","248","14.8","15.1"
"202003","日常生活全般について","Q20-1. あなたの心配事や愚痴（ぐち）を聞いてくれる人はいますか。（あてはまるものすべてに○）","別居の子ども","531","31.7","32.3"
"202003","日常生活全般について","Q20-1. あなたの心配事や愚痴（ぐち）を聞いてくれる人はいますか。（あてはまるものすべてに○）","兄弟姉妹・親戚・親・孫","458","27.3","27.8"
"202003","日常生活全般について","Q20-1. あなたの心配事や愚痴（ぐち）を聞いてくれる人はいますか。（あてはまるものすべてに○）","近隣","161","9.6","9.8"
"202003","日常生活全般について","Q20-1. あなたの心配事や愚痴（ぐち）を聞いてくれる人はいますか。（あてはまるものすべてに○）","友人","870","51.9","52.9"
"202003","日常生活全般について","Q20-1. あなたの心配事や愚痴（ぐち）を聞いてくれる人はいますか。（あてはまるものすべてに○）","その他","94","5.6","5.7"
"202003","日常生活全般について","Q20-1. あなたの心配事や愚痴（ぐち）を聞いてくれる人はいますか。（あてはまるものすべてに○）","そのような人はいない","114","6.8","6.9"
"202003","日常生活全般について","Q20-1. あなたの心配事や愚痴（ぐち）を聞いてくれる人はいますか。（あてはまるものすべてに○）","無回答","30","1.8",

"港区保健福祉基礎調査（高齢者）・単純集計表・日常生活全般についてQ20-1","Ver202003",,,,,
