"年月日","0歳男[人]","0歳女[人]","1歳男[人]","1歳女[人]","2歳男[人]","2歳女[人]","3歳男[人]","3歳女[人]","4歳男[人]","4歳女[人]","5歳男[人]","5歳女[人]","6歳男[人]","6歳女[人]","7歳男[人]","7歳女[人]","8歳男[人]","8歳女[人]","9歳男[人]","9歳女[人]","10歳男[人]","10歳女[人]","11歳男[人]","11歳女[人]","12歳男[人]","12歳女[人]","13歳男[人]","13歳女[人]","14歳男[人]","14歳女[人]","15歳男[人]","15歳女[人]","16歳男[人]","16歳女[人]","17歳男[人]","17歳女[人]","18歳男[人]","18歳女[人]","19歳男[人]","19歳女[人]","20歳男[人]","20歳女[人]","21歳男[人]","21歳女[人]","22歳男[人]","22歳女[人]","23歳男[人]","23歳女[人]","24歳男[人]","24歳女[人]","25歳男[人]","25歳女[人]","26歳男[人]","26歳女[人]","27歳男[人]","27歳女[人]","28歳男[人]","28歳女[人]","29歳男[人]","29歳女[人]","30歳男[人]","30歳女[人]","31歳男[人]","31歳女[人]","32歳男[人]","32歳女[人]","33歳男[人]","33歳女[人]","34歳男[人]","34歳女[人]","35歳男[人]","35歳女[人]","36歳男[人]","36歳女[人]","37歳男[人]","37歳女[人]","38歳男[人]","38歳女[人]","39歳男[人]","39歳女[人]","40歳男[人]","40歳女[人]","41歳男[人]","41歳女[人]","42歳男[人]","42歳女[人]","43歳男[人]","43歳女[人]","44歳男[人]","44歳女[人]","45歳男[人]","45歳女[人]","46歳男[人]","46歳女[人]","47歳男[人]","47歳女[人]","48歳男[人]","48歳女[人]","49歳男[人]","49歳女[人]","50歳男[人]","50歳女[人]","51歳男[人]","51歳女[人]","52歳男[人]","52歳女[人]","53歳男[人]","53歳女[人]","54歳男[人]","54歳女[人]","55歳男[人]","55歳女[人]","56歳男[人]","56歳女[人]","57歳男[人]","57歳女[人]","58歳男[人]","58歳女[人]","59歳男[人]","59歳女[人]","60歳男[人]","60歳女[人]","61歳男[人]","61歳女[人]","62歳男[人]","62歳女[人]","63歳男[人]","63歳女[人]","64歳男[人]","64歳女[人]","65歳男[人]","65歳女[人]","66歳男[人]","66歳女[人]","67歳男[人]","67歳女[人]","68歳男[人]","68歳女[人]","69歳男[人]","69歳女[人]","70歳男[人]","70歳女[人]","71歳男[人]","71歳女[人]","72歳男[人]","72歳女[人]","73歳男[人]","73歳女[人]","74歳男[人]","74歳女[人]","75歳男[人]","75歳女[人]","76歳男[人]","76歳女[人]","77歳男[人]","77歳女[人]","78歳男[人]","78歳女[人]","79歳男[人]","79歳女[人]","80歳男[人]","80歳女[人]","81歳男[人]","81歳女[人]","82歳男[人]","82歳女[人]","83歳男[人]","83歳女[人]","84歳男[人]","84歳女[人]","85歳男[人]","85歳女[人]","86歳男[人]","86歳女[人]","87歳男[人]","87歳女[人]","88歳男[人]","88歳女[人]","89歳男[人]","89歳女[人]","90歳男[人]","90歳女[人]","91歳男[人]","91歳女[人]","92歳男[人]","92歳女[人]","93歳男[人]","93歳女[人]","94歳男[人]","94歳女[人]","95～99歳男[人]","95～99歳女[人]","100歳以上男[人]","100歳以上女[人]"
201601,1477,1436,1484,1440,1255,1299,1264,1306,1176,1087,1151,1101,1032,999,1064,960,1009,919,893,915,773,789,823,779,765,759,759,704,700,698,719,675,645,668,683,664,624,669,702,699,743,697,825,870,844,935,1006,1122,1219,1309,1332,1473,1550,1527,1642,1745,1761,1839,1876,2080,2004,2224,2134,2354,2178,2376,2261,2460,2228,2526,2267,2512,2353,2713,2424,2680,2400,2651,2459,2660,2356,2758,2520,2711,2513,2852,2408,2718,2357,2711,2319,2535,2311,2415,2283,2311,2271,2378,1729,1787,2077,2192,1970,1888,1717,1738,1535,1734,1480,1516,1480,1509,1334,1367,1310,1299,1159,1157,1132,1176,1035,1148,1007,1121,940,1064,1013,1112,1064,1196,1108,1284,1266,1530,1300,1484,1334,1537,903,1079,766,901,833,1082,840,1127,813,1127,834,1066,713,1049,593,872,576,832,615,892,579,865,578,929,483,763,479,763,428,779,344,682,361,613,256,571,247,556,188,474,169,411,138,405,127,331,79,294,53,248,55,195,96,442,14,90
201602,1486,1414,1497,1474,1264,1307,1289,1294,1185,1120,1145,1097,1047,1019,1058,966,1003,922,916,917,777,796,826,787,772,762,770,711,695,700,700,676,671,673,684,664,619,665,678,719,750,682,811,888,854,917,1014,1145,1197,1302,1330,1482,1545,1556,1668,1750,1776,1831,1861,2092,2045,2222,2124,2342,2177,2406,2244,2439,2262,2504,2250,2545,2374,2709,2459,2700,2400,2635,2468,2683,2332,2781,2511,2694,2547,2851,2408,2758,2383,2690,2309,2577,2299,2395,2274,2345,2284,2338,1786,1861,2060,2145,1958,1915,1761,1762,1540,1708,1467,1551,1498,1521,1336,1364,1315,1294,1169,1169,1146,1164,1020,1138,1030,1159,946,1038,992,1089,1052,1170,1100,1305,1245,1489,1283,1493,1345,1526,963,1148,754,901,810,1056,853,1148,803,1075,843,1095,731,1039,594,894,568,817,610,883,590,892,579,940,498,756,470,752,428,786,356,691,356,611,275,575,242,568,182,474,178,413,140,403,131,322,80,306,52,256,58,189,95,453,15,91
201603,1559,1454,1494,1474,1276,1293,1272,1306,1203,1150,1142,1114,1073,1019,1058,949,1002,933,925,913,800,822,801,787,795,772,762,698,700,696,686,695,703,671,680,660,620,689,690,712,740,692,812,869,851,912,1035,1157,1183,1311,1334,1489,1524,1569,1667,1737,1800,1872,1877,2078,2037,2257,2142,2316,2194,2460,2271,2479,2295,2496,2246,2529,2368,2716,2464,2717,2419,2652,2444,2675,2355,2789,2505,2715,2570,2861,2381,2723,2406,2694,2301,2602,2316,2400,2299,2360,2246,2325,1872,1930,2019,2106,1978,1962,1773,1749,1558,1727,1492,1562,1496,1509,1332,1391,1330,1287,1171,1182,1141,1171,1047,1156,1017,1152,953,1035,980,1072,1051,1189,1071,1280,1211,1470,1304,1477,1370,1563,994,1192,753,881,808,1032,854,1168,787,1055,836,1103,763,1051,594,908,572,802,603,886,585,887,568,935,527,773,449,751,440,776,369,697,337,621,284,565,229,567,189,480,187,405,129,401,141,329,80,305,50,255,60,188,95,459,14,92
201604,1561,1455,1479,1471,1304,1313,1266,1290,1191,1153,1166,1129,1079,1018,1049,937,1028,958,908,933,825,798,799,803,797,771,765,711,694,683,696,691,693,689,689,645,654,736,725,704,755,725,829,892,952,1056,1084,1213,1284,1323,1359,1508,1511,1607,1744,1717,1765,1874,1860,2086,2031,2256,2138,2328,2178,2462,2294,2475,2297,2500,2219,2543,2368,2710,2469,2681,2438,2685,2399,2620,2376,2785,2480,2750,2578,2826,2399,2762,2386,2701,2304,2617,2304,2414,2313,2329,2189,2322,1955,2018,1999,2066,1964,1969,1800,1774,1581,1720,1489,1597,1507,1511,1352,1406,1332,1275,1162,1206,1138,1177,1062,1147,1026,1149,938,1042,987,1075,1051,1179,1069,1259,1204,1454,1288,1457,1361,1574,1049,1282,733,865,801,991,850,1180,795,1043,829,1109,758,1043,616,918,573,787,597,903,573,891,570,911,523,799,465,741,427,768,380,725,326,608,304,583,230,569,195,490,185,400,138,414,135,323,85,302,50,258,58,186,100,473,15,96
201605,1542,1441,1495,1463,1302,1332,1261,1289,1211,1170,1181,1127,1062,1005,1048,973,1033,948,914,926,847,819,778,774,807,800,776,693,695,696,680,705,697,671,681,655,695,776,720,714,772,727,831,906,994,1059,1075,1206,1273,1347,1379,1505,1508,1622,1758,1734,1769,1909,1856,2060,2037,2280,2136,2320,2154,2461,2291,2489,2282,2482,2239,2548,2352,2736,2460,2639,2428,2711,2423,2621,2369,2762,2484,2762,2564,2806,2422,2795,2385,2676,2318,2622,2292,2449,2307,2325,2217,2359,2006,2055,1981,2006,1942,1997,1813,1755,1612,1733,1488,1630,1519,1497,1348,1423,1336,1279,1197,1228,1137,1171,1060,1171,1034,1158,930,1038,993,1073,1044,1166,1064,1247,1181,1433,1310,1475,1359,1576,1084,1353,720,835,793,980,871,1174,776,1062,838,1111,764,1061,610,909,579,795,604,892,574,892,568,906,531,818,461,740,431,765,387,731,326,604,308,589,229,560,196,491,185,415,132,403,134,329,91,312,50,254,55,192,105,469,14,93
201606,1526,1456,1533,1481,1298,1327,1246,1297,1230,1167,1175,1141,1074,1008,1041,980,1049,941,924,929,851,831,786,780,796,791,780,709,699,700,687,701,704,655,666,661,700,784,725,718,749,716,844,890,965,1084,1061,1213,1285,1330,1353,1514,1518,1665,1778,1721,1749,1899,1842,2084,2060,2298,2108,2328,2139,2429,2338,2524,2284,2488,2213,2546,2369,2722,2428,2627,2435,2707,2437,2642,2414,2763,2462,2750,2529,2780,2449,2803,2419,2691,2316,2657,2274,2454,2345,2366,2203,2320,2071,2125,1948,1944,1938,2026,1863,1774,1616,1732,1500,1639,1479,1490,1389,1447,1320,1273,1227,1240,1155,1171,1060,1166,1032,1151,929,1036,987,1073,1039,1169,1062,1246,1171,1403,1308,1492,1328,1553,1131,1416,725,813,779,967,880,1182,759,1064,837,1106,776,1065,626,928,566,780,599,892,572,878,571,911,525,836,462,719,436,779,378,731,333,610,303,589,227,559,205,496,183,404,129,406,130,335,98,291,50,263,54,194,104,472,13,91
201607,1537,1447,1544,1492,1323,1350,1251,1284,1222,1189,1185,1112,1075,1044,1043,981,1040,942,947,927,830,834,789,781,805,779,763,712,713,709,677,675,705,652,651,665,709,767,711,716,751,716,844,884,943,1062,1048,1219,1273,1342,1356,1488,1509,1662,1769,1737,1757,1882,1848,2065,2021,2303,2087,2316,2142,2411,2334,2514,2297,2472,2228,2533,2336,2732,2469,2634,2391,2697,2426,2627,2457,2783,2463,2742,2520,2785,2451,2804,2436,2683,2295,2685,2261,2428,2367,2400,2211,2301,2096,2169,1925,1906,1944,2059,1875,1781,1627,1720,1516,1646,1465,1502,1393,1460,1334,1289,1239,1243,1141,1178,1076,1151,1019,1157,935,1041,986,1065,1039,1179,1062,1216,1172,1387,1270,1503,1328,1525,1174,1464,715,834,784,958,887,1165,741,1069,841,1125,791,1058,635,931,563,800,582,865,572,884,563,914,537,843,453,721,435,759,398,746,321,618,307,588,227,552,197,512,186,400,134,404,130,345,98,292,50,255,51,197,106,472,13,89
201608,1561,1422,1509,1482,1362,1362,1244,1274,1228,1209,1192,1096,1072,1058,1048,978,1056,952,937,917,843,850,800,776,791,793,757,692,722,726,680,668,672,655,663,649,702,757,712,713,739,725,831,865,938,1061,1052,1210,1263,1354,1354,1504,1503,1659,1749,1751,1742,1858,1837,2070,1977,2287,2109,2316,2115,2401,2315,2509,2285,2462,2218,2536,2349,2686,2410,2639,2406,2697,2416,2637,2480,2793,2441,2707,2502,2800,2484,2801,2442,2699,2291,2704,2270,2442,2331,2404,2228,2287,2128,2211,1896,1878,1951,2061,1893,1804,1659,1734,1502,1631,1478,1516,1398,1459,1346,1299,1248,1259,1127,1190,1083,1138,1040,1141,930,1064,979,1064,1021,1169,1058,1200,1159,1374,1269,1528,1325,1471,1207,1501,737,860,780,957,876,1153,742,1073,841,1120,805,1069,645,947,545,799,571,871,593,874,564,906,538,862,456,719,433,747,399,759,312,616,307,586,237,546,199,523,186,412,137,383,127,367,103,280,53,261,48,195,109,475,14,91
201609,1553,1438,1484,1463,1391,1395,1238,1251,1237,1237,1189,1098,1087,1098,1058,956,1044,981,964,902,853,878,796,776,811,795,749,692,728,725,676,667,697,655,653,668,687,747,726,717,726,721,826,851,927,1067,1063,1182,1262,1345,1399,1509,1492,1649,1718,1727,1742,1910,1844,2063,1991,2263,2075,2315,2133,2385,2295,2500,2290,2493,2244,2578,2322,2635,2424,2651,2360,2701,2443,2653,2511,2760,2424,2737,2469,2789,2526,2796,2421,2704,2329,2708,2264,2462,2319,2407,2243,2282,2165,2283,1867,1837,1939,2090,1927,1802,1673,1752,1513,1652,1475,1516,1403,1472,1356,1328,1245,1264,1141,1182,1097,1124,1026,1147,941,1069,982,1066,1018,1167,1053,1201,1144,1361,1268,1528,1324,1459,1221,1491,744,918,795,939,854,1149,765,1077,831,1124,807,1067,662,955,546,805,572,875,590,857,566,913,527,866,457,709,435,763,398,746,317,620,301,581,242,547,197,527,188,410,142,390,124,375,106,274,50,257,50,199,109,477,15,91
201610,1566,1440,1485,1451,1417,1397,1241,1272,1229,1252,1197,1115,1100,1089,1069,978,1044,993,972,913,877,889,767,770,824,786,761,716,736,711,670,668,704,651,652,679,697,724,723,742,724,734,832,830,925,1034,1060,1193,1265,1330,1419,1503,1482,1669,1705,1702,1773,1938,1835,2051,1992,2247,2069,2328,2133,2387,2271,2481,2295,2502,2231,2586,2324,2616,2434,2695,2366,2685,2425,2657,2522,2741,2402,2761,2482,2775,2528,2819,2386,2722,2362,2693,2293,2472,2325,2408,2223,2282,2187,2331,1835,1803,1973,2130,1943,1814,1695,1747,1536,1680,1451,1514,1414,1454,1373,1349,1241,1269,1144,1182,1101,1131,1036,1124,948,1085,955,1057,1015,1154,1061,1185,1120,1351,1264,1523,1303,1450,1245,1503,783,952,768,936,839,1144,787,1076,819,1141,817,1038,669,985,534,818,588,869,582,849,579,888,531,899,450,717,436,759,403,735,312,625,310,579,239,558,206,526,189,424,141,381,121,370,108,272,53,267,50,194,112,479,16,95
