項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7622,-,1418,-,512,-,448,-
0,0,0,0,0,調査世帯数,742,-,579,-,98,-,36,-,29,-
0,0,0,0,0,世帯人員,2.96,-,2.97,-,2.97,-,2.44,-,3.38,-
0,0,0,0,0,有業人員,1.28,-,1.26,-,1.51,-,0.88,-,1.42,-
0,0,0,0,0,世帯主平均年齢,58.7,-,61.5,-,47.8,-,62.1,-,41.5,-
2,2,0,0,0,生計支出,315864,-,317424,-,314391,-,249690,-,369638,-
2,3,0,0,0,消費支出,314946,100,317424,100,314391,100,249690,100,349130,100
2,4,1,0,0,食料,81289,25.8,85129,26.8,69004,21.9,59655,23.9,79579,22.8
2,5,1,1,0,穀類,6339,2,6538,2.1,5518,1.8,5374,2.2,6652,1.9
2,6,1,1,1,米類,1664,0.5,1777,0.6,1227,0.4,1360,0.5,1467,0.4
2,6,1,1,2,パン,2801,0.9,2837,0.9,2633,0.8,2420,1,3162,0.9
2,6,1,1,3,麺類,1405,0.4,1429,0.5,1322,0.4,1154,0.5,1534,0.4
2,6,1,1,4,他の穀類,469,0.1,495,0.2,335,0.1,440,0.2,489,0.1
2,5,1,2,0,魚介類,6634,2.1,7251,2.3,4354,1.4,4583,1.8,5710,1.6
2,6,1,2,1,生鮮魚介,4019,1.3,4409,1.4,2463,0.8,2862,1.1,3641,1
2,6,1,2,2,塩干魚介,1191,0.4,1313,0.4,854,0.3,664,0.3,780,0.2
2,6,1,2,3,魚肉練製品,604,0.2,642,0.2,452,0.1,494,0.2,576,0.2
2,6,1,2,4,他の魚介加工品,820,0.3,887,0.3,585,0.2,563,0.2,713,0.2
2,5,1,3,0,肉類,7352,2.3,7772,2.4,6098,1.9,4878,2,6999,2
2,6,1,3,1,生鮮肉,6013,1.9,6396,2,4792,1.5,3907,1.6,5773,1.7
2,6,1,3,2,加工肉,1339,0.4,1376,0.4,1305,0.4,970,0.4,1226,0.4
2,5,1,4,0,乳卵類,4128,1.3,4327,1.4,3289,1,3502,1.4,4119,1.2
2,6,1,4,1,牛乳,1375,0.4,1462,0.5,900,0.3,1280,0.5,1490,0.4
2,6,1,4,2,乳製品,1962,0.6,2045,0.6,1680,0.5,1539,0.6,1921,0.6
2,6,1,4,3,卵,792,0.3,819,0.3,709,0.2,683,0.3,707,0.2
2,5,1,5,0,野菜・海藻,9615,3.1,10310,3.2,6900,2.2,7942,3.2,8310,2.4
2,6,1,5,1,生鮮野菜,6507,2.1,6961,2.2,4777,1.5,5428,2.2,5510,1.6
2,6,1,5,2,乾物・海藻,736,0.2,817,0.3,437,0.1,479,0.2,595,0.2
2,6,1,5,3,大豆加工品,1221,0.4,1294,0.4,939,0.3,918,0.4,1225,0.4
2,6,1,5,4,他の野菜・海藻加工品,1150,0.4,1238,0.4,747,0.2,1117,0.4,981,0.3
2,5,1,6,0,果物,3208,1,3492,1.1,2057,0.7,2875,1.2,2403,0.7
2,6,1,6,1,生鮮果物,2883,0.9,3122,1,1898,0.6,2650,1.1,2184,0.6
2,6,1,6,2,果物加工品,325,0.1,369,0.1,159,0.1,225,0.1,219,0.1
2,5,1,7,0,油脂・調味料,3669,1.2,3844,1.2,3229,1,2483,1,3434,1
2,6,1,7,1,油脂,403,0.1,437,0.1,304,0.1,236,0.1,335,0.1
2,6,1,7,2,調味料,3265,1,3407,1.1,2924,0.9,2247,0.9,3098,0.9
2,5,1,8,0,菓子類,5524,1.8,5723,1.8,4702,1.5,3848,1.5,6658,1.9
2,5,1,9,0,調理食品,10062,3.2,10517,3.3,9293,3,8077,3.2,7006,2
2,6,1,9,1,主食的調理食品,4363,1.4,4522,1.4,4288,1.4,3575,1.4,2792,0.8
2,6,1,9,2,他の調理食品,5699,1.8,5995,1.9,5005,1.6,4502,1.8,4215,1.2
2,5,1,10,0,飲料,4003,1.3,3980,1.3,4203,1.3,3529,1.4,4301,1.2
2,6,1,10,1,茶類,949,0.3,1005,0.3,774,0.2,644,0.3,901,0.3
2,6,1,10,2,コーヒー・ココア,920,0.3,858,0.3,1184,0.4,1207,0.5,815,0.2
2,6,1,10,3,他の飲料,2134,0.7,2117,0.7,2245,0.7,1679,0.7,2586,0.7
2,5,1,11,0,酒類,3448,1.1,3525,1.1,2971,0.9,2375,1,4868,1.4
2,5,1,12,0,外食,17308,5.5,17850,5.6,16392,5.2,10189,4.1,19118,5.5
2,6,1,12,1,一般外食,16516,5.2,17220,5.4,15087,4.8,9921,4,16593,4.8
2,6,1,12,2,学校給食,792,0.3,630,0.2,1305,0.4,268,0.1,2525,0.7
2,4,2,0,0,住居,28243,9,11006,3.5,103882,33,59339,23.8,46581,13.3
2,5,2,1,0,家賃地代,19698,6.3,1094,0.3,102680,32.7,58892,23.6,28778,8.2
2,5,2,2,0,設備修繕・維持,8545,2.7,9912,3.1,1202,0.4,447,0.2,17803,5.1
2,6,2,2,1,設備材料,1529,0.5,1992,0.6,67,0,35,0,-,-
2,6,2,2,2,工事その他のサービス,7016,2.2,7920,2.5,1135,0.4,413,0.2,17803,5.1
2,4,3,0,0,光熱・水道,16883,5.4,18290,5.8,13040,4.1,11810,4.7,10897,3.1
2,5,3,1,0,電気代,7318,2.3,8034,2.5,5444,1.7,4339,1.7,4476,1.3
2,5,3,2,0,ガス代,4483,1.4,4631,1.5,3907,1.2,4551,1.8,3718,1.1
2,5,3,3,0,他の光熱,223,0.1,270,0.1,71,0,52,0,102,0
2,5,3,4,0,上下水道料,4859,1.5,5356,1.7,3618,1.2,2868,1.1,2600,0.7
2,4,4,0,0,家具・家事用品,12022,3.8,11038,3.5,9177,2.9,6918,2.8,43625,12.5
2,5,4,1,0,家庭用耐久財,4511,1.4,3944,1.2,3262,1,2457,1,20467,5.9
2,6,4,1,1,家事用耐久財,2219,0.7,1475,0.5,2831,0.9,2019,0.8,13169,3.8
2,6,4,1,2,冷暖房用器具,2113,0.7,2349,0.7,431,0.1,438,0.2,5350,1.5
2,6,4,1,3,一般家具,179,0.1,120,0,-,-,-,-,1948,0.6
2,5,4,2,0,室内装備・装飾品,869,0.3,1038,0.3,278,0.1,27,0,817,0.2
2,5,4,3,0,寝具類,1338,0.4,900,0.3,187,0.1,467,0.2,13435,3.8
2,5,4,4,0,家事雑貨,1943,0.6,2134,0.7,1414,0.4,1212,0.5,1190,0.3
2,5,4,5,0,家事用消耗品,2450,0.8,2427,0.8,2560,0.8,2440,1,2503,0.7
2,5,4,6,0,家事サービス,912,0.3,595,0.2,1476,0.5,314,0.1,5214,1.5
2,4,5,0,0,被服及び履物,16022,5.1,17221,5.4,11355,3.6,12072,4.8,14911,4.3
2,5,5,1,0,和服,292,0.1,373,0.1,50,0,-,-,-,-
2,5,5,2,0,洋服,7940,2.5,8304,2.6,6519,2.1,6936,2.8,7394,2.1
2,6,5,2,1,男子用洋服,2721,0.9,2704,0.9,2658,0.8,3746,1.5,2034,0.6
2,6,5,2,2,婦人用洋服,4339,1.4,4906,1.5,2005,0.6,2981,1.2,3632,1
2,6,5,2,3,子供用洋服,880,0.3,694,0.2,1856,0.6,209,0.1,1728,0.5
2,5,5,3,0,シャツ・セーター類,2525,0.8,2842,0.9,1282,0.4,1909,0.8,1771,0.5
2,6,5,3,1,男子用シャツ・セーター類,761,0.2,873,0.3,458,0.1,525,0.2,96,0
2,6,5,3,2,婦人用シャツ・セーター類,1603,0.5,1809,0.6,751,0.2,1350,0.5,1086,0.3
2,6,5,3,3,子供用シャツ・セーター類,161,0.1,160,0.1,73,0,34,0,589,0.2
2,5,5,4,0,下着類,1106,0.4,1173,0.4,710,0.2,874,0.4,1477,0.4
2,6,5,4,1,男子用下着類,388,0.1,432,0.1,172,0.1,445,0.2,258,0.1
2,6,5,4,2,婦人用下着類,576,0.2,593,0.2,409,0.1,425,0.2,988,0.3
2,6,5,4,3,子供用下着類,142,0,149,0,129,0,4,0,231,0.1
2,5,5,5,0,生地・糸類,158,0.1,192,0.1,51,0,26,0,79,0
2,5,5,6,0,他の被服,1327,0.4,1339,0.4,1198,0.4,1476,0.6,1351,0.4
2,5,5,7,0,履物類,1739,0.6,1998,0.6,819,0.3,613,0.2,1519,0.4
2,5,5,8,0,被服関連サービス,936,0.3,1000,0.3,725,0.2,238,0.1,1321,0.4
2,4,6,0,0,保健医療,17585,5.6,20319,6.4,8866,2.8,7777,3.1,9876,2.8
2,5,6,1,0,医薬品,2441,0.8,2738,0.9,1322,0.4,2540,1,819,0.2
2,5,6,2,0,健康保持用摂取品,1309,0.4,1619,0.5,297,0.1,325,0.1,361,0.1
2,5,6,3,0,保健医療用品・器具,2473,0.8,2746,0.9,1359,0.4,1272,0.5,2742,0.8
2,5,6,4,0,保健医療サービス,11362,3.6,13216,4.2,5888,1.9,3640,1.5,5955,1.7
2,4,7,0,0,交通・通信,35707,11.3,36533,11.5,28882,9.2,26690,10.7,53562,15.3
2,5,7,1,0,交通,7640,2.4,7612,2.4,5984,1.9,6376,2.6,14820,4.2
