項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,733,-,-,103,-,107,-,107,-,107,-,109,-,98,-,102,-
0,0,世帯人員,2.95,-,-,2.67,-,2.81,-,2.87,-,2.79,-,3.23,-,3.19,-,3.11,-
0,0,有業人員,1.31,-,-,1.19,-,1.17,-,1.28,-,1.16,-,1.52,-,1.5,-,1.32,-
0,0,世帯主平均年齢,59.1,-,-,62.2,-,58.9,-,59.5,-,60.5,-,58.3,-,56.3,-,58.1,-
0,0,消費支出,316474,-,5.1,110638,-,169789,-,212747,-,258814,-,306000,-,389797,-,765477,-
0,0,公共的料金,80631,25.5,4.1,31262,28.3,50997,30,57758,27.1,72342,28,82258,26.9,108180,27.8,161097,21
1,0,公共料金等,56242,17.8,3.5,24032,21.7,37406,22,43678,20.5,57965,22.4,58239,19,70158,18,101873,13.3
1,1,米,1732,0.5,-17,1202,1.1,1360,0.8,1656,0.8,1688,0.7,1888,0.6,2445,0.6,1886,0.2
1,1,食塩,58,0,-17.1,52,0,62,0,43,0,87,0,48,0,44,0,66,0
1,1,学校給食,902,0.3,-25.3,324,0.3,511,0.3,735,0.3,921,0.4,939,0.3,1369,0.4,1512,0.2
1,1,公営家賃,2939,0.9,142.7,800,0.7,1643,1,3102,1.5,6352,2.5,2740,0.9,5376,1.4,546,0.1
1,1,電気代,8175,2.6,-8.6,5301,4.8,6769,4,7699,3.6,8743,3.4,8344,2.7,9620,2.5,10720,1.4
1,1,都市ガス,5445,1.7,-6.9,3349,3,5181,3.1,5119,2.4,5585,2.2,6128,2,5853,1.5,6874,0.9
1,1,上下水道料,5751,1.8,11,3525,3.2,5129,3,3932,1.8,6084,2.4,7305,2.4,7350,1.9,6894,0.9
1,1,医科診療代,3433,1.1,16.9,1318,1.2,2579,1.5,3230,1.5,3229,1.2,4139,1.4,3690,0.9,5821,0.8
1,1,歯科診療代,1704,0.5,-12.3,414,0.4,490,0.3,993,0.5,1123,0.4,1310,0.4,3389,0.9,4200,0.5
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1708,0.5,2.7,-,-,286,0.2,431,0.2,1662,0.6,-,-,-,-,9559,1.2
1,1,鉄道運賃,2548,0.8,-10.8,1030,0.9,1305,0.8,1016,0.5,1493,0.6,2511,0.8,4208,1.1,6252,0.8
1,1,鉄道通学定期代,130,0,78.1,-,-,-,-,252,0.1,76,0,118,0,252,0.1,211,0
1,1,鉄道通勤定期代,982,0.3,-15.8,112,0.1,323,0.2,-,-,1481,0.6,936,0.3,1675,0.4,2335,0.3
1,1,バス代,253,0.1,-28.1,62,0.1,105,0.1,157,0.1,352,0.1,198,0.1,381,0.1,512,0.1
1,1,バス通学定期代,29,0,-27.5,-,-,62,0,26,0,-,-,26,0,91,0,-,-
1,1,バス通勤定期代,49,0,4.3,126,0.1,182,0.1,-,-,8,0,28,0,-,-,-,-
1,1,タクシー代,687,0.2,-14.1,152,0.1,211,0.1,202,0.1,853,0.3,496,0.2,1138,0.3,1750,0.2
1,1,航空運賃,2594,0.8,192.1,-,-,-,-,-,-,348,0.1,1073,0.4,1623,0.4,15084,2
1,1,郵便料,163,0.1,-1.8,41,0,148,0.1,110,0.1,121,0,323,0.1,198,0.1,201,0
1,1,固定電話通信料,2571,0.8,-1.7,1682,1.5,2290,1.3,2443,1.1,2688,1,3072,1,2733,0.7,3082,0.4
1,1,移動電話通信料,9150,2.9,12.9,2489,2.2,5340,3.1,8633,4.1,9007,3.5,10660,3.5,11656,3,16215,2.1
1,1,ＮＨＫ放送受信料,1551,0.5,-5.7,511,0.5,832,0.5,1450,0.7,2637,1,2279,0.7,1859,0.5,1278,0.2
1,1,ケーブルテレビ放送受信料,1302,0.4,-0.2,577,0.5,1008,0.6,791,0.4,1423,0.5,1502,0.5,1307,0.3,2495,0.3
1,1,他の放送受信料,148,0,-9.8,32,0,288,0.2,92,0,134,0.1,144,0,243,0.1,101,0
1,1,国公立小学校,265,0.1,-54.4,122,0.1,382,0.2,152,0.1,301,0.1,73,0,364,0.1,454,0.1
1,1,国公立中学校,561,0.2,-51.6,236,0.2,128,0.1,909,0.4,96,0,741,0.2,1021,0.3,798,0.1
1,1,国公立高校,575,0.2,146.8,-,-,346,0.2,66,0,667,0.3,249,0.1,245,0.1,2442,0.3
1,1,国公立大学,28,0,-94.1,-,-,-,-,-,-,-,-,192,0.1,-,-,-,-
1,1,たばこ,808,0.3,38.4,575,0.5,443,0.3,441,0.2,805,0.3,780,0.3,2028,0.5,585,0.1
2,0,準公共料金等,24389,7.7,5.5,7230,6.5,13591,8,14080,6.6,14377,5.6,24018,7.8,38022,9.8,59224,7.7
2,1,牛乳,1571,0.5,10.9,1099,1,1313,0.8,1603,0.8,1445,0.6,1915,0.6,1900,0.5,1722,0.2
2,1,灯油,23,0,360,9,0,24,0,67,0,-,-,-,-,64,0,-,-
2,1,プロパンガス,442,0.1,6.8,411,0.4,650,0.4,185,0.1,564,0.2,336,0.1,578,0.1,365,0
2,1,理髪料,431,0.1,-0.9,208,0.2,334,0.2,441,0.2,260,0.1,481,0.2,398,0.1,890,0.1
2,1,パーマネント代,447,0.1,-22.5,13,0,457,0.3,440,0.2,377,0.1,614,0.2,507,0.1,715,0.1
2,1,洗濯代,1016,0.3,-11.2,175,0.2,728,0.4,582,0.3,824,0.3,1038,0.3,1538,0.4,2219,0.3
2,1,新聞,3004,0.9,5.9,1701,1.5,2782,1.6,3128,1.5,3178,1.2,3412,1.1,2746,0.7,4065,0.5
2,1,私立小学校,81,0,32.8,-,-,-,-,-,-,-,-,-,-,-,-,567,0.1
2,1,私立中学校,592,0.2,37.7,-,-,-,-,48,0,-,-,735,0.2,1908,0.5,1451,0.2
2,1,私立高校,1237,0.4,-12,792,0.7,591,0.3,58,0,274,0.1,471,0.2,2564,0.7,3900,0.5
