区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,743,-,-,105,-,109,-,108,-,106,-,104,-,106,-,105,-
0,0,世帯人員,3,-,-,2.61,-,2.72,-,2.96,-,3.05,-,3.2,-,3.28,-,3.14,-
0,0,有業人員,1.32,-,-,1.14,-,1.18,-,1.19,-,1.32,-,1.51,-,1.55,-,1.37,-
0,0,世帯主平均年齢,58.6,-,-,63.3,-,64.5,-,58.3,-,58,-,56,-,53.5,-,56.7,-
0,0,消費支出,286575,100,8,99442,100,155936,100,199452,100,237325,100,280415,100,359171,100,671745,100
1,0,商品,158506,55.3,-,75244,75.7,105841,67.9,123532,61.9,138008,58.2,159541,56.9,178172,49.6,328040,48.8
1,1,耐久財,19567,6.8,18.1,1339,1.3,1882,1.2,2744,1.4,4116,1.7,7121,2.5,10293,2.9,109136,16.2
1,2,半耐久財,22660,7.9,-,5674,5.7,8732,5.6,13293,6.7,13840,5.8,19386,6.9,30271,8.4,67209,10
1,3,非耐久財,116279,40.6,-,68231,68.6,95227,61.1,107495,53.9,120052,50.6,133035,47.4,137607,38.3,151695,22.6
1,0,サービス,128069,44.7,-,24197,24.3,50095,32.1,75920,38.1,99317,41.8,120874,43.1,181000,50.4,343705,51.2
2,0,食料,81370,28.4,9.4,47243,47.5,60821,39,68067,34.1,78003,32.9,88920,31.7,105112,29.3,121015,18
2,3,非耐久財,63589,22.2,5.5,39953,40.2,52263,33.5,57513,28.8,64533,27.2,71663,25.6,77850,21.7,81057,12.1
2,4,サービス,17781,6.2,26.1,7290,7.3,8558,5.5,10553,5.3,13470,5.7,17256,6.2,27262,7.6,39957,5.9
2,0,住居,23548,8.2,-5.7,1628,1.6,11388,7.3,16997,8.5,20795,8.8,21238,7.6,34043,9.5,58474,8.7
2,1,耐久財,1287,0.4,-68.5,-,-,-,-,56,0,-,-,517,0.2,1302,0.4,7115,1.1
2,2,半耐久財,169,0.1,-42.5,33,0,92,0.1,227,0.1,17,0,109,0,448,0.1,260,0
2,4,サービス,22091,7.7,7.3,1595,1.6,11296,7.2,16713,8.4,20778,8.8,20612,7.4,32292,9,51099,7.6
2,0,光熱・水道（非耐久財）,33790,11.8,5.5,20095,20.2,30914,19.8,33206,16.6,37229,15.7,37734,13.5,36182,10.1,40983,6.1
2,0,家具・家事用品,10281,3.6,-4.2,2468,2.5,4996,3.2,6570,3.3,7248,3.1,9136,3.3,10879,3,30559,4.5
2,1,耐久財,3181,1.1,-39.6,46,0,972,0.6,1506,0.8,1424,0.6,2865,1,2647,0.7,12758,1.9
2,2,半耐久財,3847,1.3,42.5,1080,1.1,2139,1.4,2736,1.4,2229,0.9,2518,0.9,4145,1.2,12045,1.8
2,3,非耐久財,2163,0.8,-3.9,1236,1.2,1588,1,2024,1,2346,1,2184,0.8,3073,0.9,2683,0.4
2,4,サービス,1090,0.4,109.6,106,0.1,297,0.2,304,0.2,1249,0.5,1569,0.6,1014,0.3,3073,0.5
2,0,被服及び履物,12752,4.4,12.3,3844,3.9,4785,3.1,6845,3.4,8571,3.6,11160,4,16939,4.7,37000,5.5
2,2,半耐久財,12126,4.2,12.7,3639,3.7,4505,2.9,6533,3.3,8247,3.5,10540,3.8,16288,4.5,35015,5.2
2,4,サービス,626,0.2,5.2,205,0.2,280,0.2,311,0.2,324,0.1,620,0.2,651,0.2,1985,0.3
2,0,保健医療,13738,4.8,-4.8,4965,5,6373,4.1,9443,4.7,11013,4.6,17710,6.3,20593,5.7,25967,3.9
2,1,耐久財,643,0.2,-27.6,1131,1.1,57,0,140,0.1,285,0.1,1324,0.5,403,0.1,1161,0.2
2,2,半耐久財,198,0.1,-59.4,37,0,34,0,560,0.3,80,0,149,0.1,262,0.1,267,0
2,3,非耐久財,4598,1.6,-0.2,1789,1.8,2671,1.7,4419,2.2,4313,1.8,5872,2.1,5793,1.6,7291,1.1
2,4,サービス,8299,2.9,-1.8,2008,2,3611,2.3,4325,2.2,6334,2.7,10365,3.7,14135,3.9,17248,2.6
2,0,交通・通信,41250,14.4,34.4,7218,7.3,12724,8.2,21068,10.6,22257,9.4,34587,12.3,40397,11.2,149981,22.3
2,1,耐久財,11870,4.1,190.9,123,0.1,-,-,648,0.3,787,0.3,791,0.3,3790,1.1,76726,11.4
2,2,半耐久財,1193,0.4,6.1,15,0,355,0.2,192,0.1,468,0.2,990,0.4,526,0.1,5785,0.9
2,3,非耐久財,1803,0.6,-10,752,0.8,973,0.6,1668,0.8,1655,0.7,2358,0.8,2107,0.6,3091,0.5
2,4,サービス,26384,9.2,12.4,6329,6.4,11397,7.3,18560,9.3,19346,8.2,30449,10.9,33974,9.5,64378,9.6
2,0,教育,14588,5.1,19.8,105,0.1,127,0.1,3995,2,5156,2.2,6887,2.5,15093,4.2,70522,10.5
2,3,非耐久財,127,0,5,-,-,-,-,12,0,375,0.2,109,0,43,0,344,0.1
2,4,サービス,14461,5,19.9,105,0.1,127,0.1,3983,2,4781,2,6778,2.4,15050,4.2,70178,10.4
2,0,教養娯楽,35251,12.3,22.2,6659,6.7,13908,8.9,20419,10.2,28695,12.1,32601,11.6,49415,13.8,94668,14.1
2,1,耐久財,2181,0.8,19.6,19,0,738,0.5,236,0.1,1478,0.6,1236,0.4,1608,0.4,9911,1.5
2,2,半耐久財,3142,1.1,-,474,0.5,1006,0.6,2555,1.3,2152,0.9,2841,1,4972,1.4,7966,1.2
2,3,非耐久財,5519,1.9,-,3017,3,4196,2.7,4593,2.3,5443,2.3,6743,2.4,6347,1.8,8263,1.2
2,4,サービス,24408,8.5,-,3148,3.2,7968,5.1,13036,6.5,19622,8.3,21782,7.8,36488,10.2,68527,10.2
2,0,諸雑費,20007,7,-22.4,5217,5.2,9901,6.3,12842,6.4,18360,7.7,20441,7.3,30518,8.5,42578,6.3
