項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,743,-,-,105,-,109,-,108,-,106,-,104,-,106,-,105,-
0,0,世帯人員,3,-,-,2.61,-,2.72,-,2.96,-,3.05,-,3.2,-,3.28,-,3.14,-
0,0,有業人員,1.32,-,-,1.14,-,1.18,-,1.19,-,1.32,-,1.51,-,1.55,-,1.37,-
0,0,世帯主平均年齢,58.6,-,-,63.3,-,64.5,-,58.3,-,58,-,56,-,53.5,-,56.7,-
0,0,消費支出,313155,-,8.8,101561,-,161294,-,211790,-,255779,-,303823,-,395284,-,759664,-
0,0,公共的料金,95541,30.5,11.7,34438,33.9,62400,38.7,79014,37.3,89920,35.2,102575,33.8,121617,30.8,178044,23.4
1,0,公共料金等,65464,20.9,9.1,29321,28.9,48846,30.3,57038,26.9,64201,25.1,76009,25,82426,20.9,99962,13.2
1,1,米,1712,0.5,-14,1340,1.3,1792,1.1,1661,0.8,1667,0.7,1990,0.7,1780,0.5,1751,0.2
1,1,食塩,42,0,50,24,0,23,0,83,0,32,0,38,0,24,0,70,0
1,1,学校給食,914,0.3,11.6,470,0.5,284,0.2,280,0.1,1072,0.4,1410,0.5,1971,0.5,905,0.1
1,1,公営家賃,1465,0.5,4,485,0.5,3298,2,1870,0.9,2510,1,1805,0.6,-,-,271,0
1,1,電気代,15934,5.1,10.6,10365,10.2,13843,8.6,14929,7,16810,6.6,19043,6.3,16658,4.2,19808,2.6
1,1,都市ガス,10857,3.5,8.4,5926,5.8,10146,6.3,10331,4.9,12078,4.7,11168,3.7,12320,3.1,13964,1.8
1,1,上下水道料,5780,1.8,3.4,2614,2.6,5253,3.3,6356,3,6996,2.7,6445,2.1,6492,1.6,6261,0.8
1,1,医科診療代,3114,1,8.7,1562,1.5,2203,1.4,3035,1.4,4350,1.7,2652,0.9,3883,1,4086,0.5
1,1,歯科診療代,1879,0.6,-27.9,225,0.2,558,0.3,685,0.3,863,0.3,1051,0.3,2754,0.7,6995,0.9
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1970,0.6,32.7,-,-,-,-,-,-,428,0.2,4921,1.6,5464,1.4,2969,0.4
1,1,鉄道運賃,2785,0.9,23,345,0.3,1102,0.7,1267,0.6,1304,0.5,2577,0.8,4321,1.1,8555,1.1
1,1,鉄道通学定期代,152,0,72.7,-,-,-,-,42,0,95,0,114,0,280,0.1,531,0.1
1,1,鉄道通勤定期代,1583,0.5,36.2,138,0.1,792,0.5,346,0.2,610,0.2,2069,0.7,2374,0.6,4736,0.6
1,1,バス代,327,0.1,33.5,155,0.2,119,0.1,283,0.1,174,0.1,215,0.1,460,0.1,878,0.1
1,1,バス通学定期代,67,0,204.5,-,-,-,-,-,-,23,0,-,-,141,0,307,0
1,1,バス通勤定期代,14,0,133.3,-,-,-,-,6,0,62,0,-,-,-,-,31,0
1,1,タクシー代,946,0.3,60.9,163,0.2,246,0.2,696,0.3,392,0.2,473,0.2,951,0.2,3693,0.5
1,1,航空運賃,541,0.2,19.2,-,-,-,-,-,-,1109,0.4,385,0.1,333,0.1,1946,0.3
1,1,郵便料,215,0.1,31.1,143,0.1,70,0,144,0.1,208,0.1,284,0.1,303,0.1,350,0
1,1,固定電話通信料,2490,0.8,4.5,1399,1.4,2158,1.3,2651,1.3,2240,0.9,3063,1,3433,0.9,2480,0.3
1,1,移動電話通信料,8899,2.8,16.2,2911,2.9,4346,2.7,8721,4.1,7271,2.8,11682,3.8,13821,3.5,13487,1.8
1,1,ＮＨＫ放送受信料,1348,0.4,4.3,303,0.3,1021,0.6,1300,0.6,1667,0.7,1364,0.4,1539,0.4,2229,0.3
1,1,ケーブルテレビ放送受信料,1095,0.3,8.1,423,0.4,919,0.6,995,0.5,1145,0.4,1173,0.4,1394,0.4,1607,0.2
1,1,他の放送受信料,184,0.1,7.6,13,0,64,0,329,0.2,94,0,369,0.1,60,0,354,0
1,1,国公立小学校,125,0,25,5,0,-,-,115,0.1,234,0.1,59,0,207,0.1,256,0
1,1,国公立中学校,87,0,-24.3,-,-,-,-,79,0,35,0,215,0.1,114,0,166,0
1,1,国公立高校,63,0,...,-,-,-,-,-,-,-,-,-,-,27,0,411,0.1
1,1,国公立大学,60,0,...,-,-,-,-,-,-,-,-,-,-,423,0.1,-,-
1,1,たばこ,815,0.3,-22.3,312,0.3,611,0.4,835,0.4,733,0.3,1444,0.5,900,0.2,865,0.1
2,0,準公共料金等,30077,9.6,17.7,5117,5,13554,8.4,21976,10.4,25719,10.1,26565,8.7,39192,9.9,78082,10.3
2,1,牛乳,1209,0.4,2.7,688,0.7,1068,0.7,1146,0.5,1210,0.5,1347,0.4,1482,0.4,1519,0.2
2,1,灯油,816,0.3,-37.5,707,0.7,1118,0.7,949,0.4,1049,0.4,776,0.3,517,0.1,596,0.1
2,1,プロパンガス,388,0.1,-42.5,455,0.4,538,0.3,628,0.3,284,0.1,300,0.1,175,0,336,0
2,1,理髪料,346,0.1,3.3,137,0.1,241,0.1,123,0.1,465,0.2,352,0.1,332,0.1,765,0.1
2,1,パーマネント代,514,0.2,21.5,367,0.4,727,0.5,307,0.1,421,0.2,489,0.2,370,0.1,915,0.1
2,1,洗濯代,490,0.2,15,100,0.1,231,0.1,250,0.1,271,0.1,470,0.2,476,0.1,1626,0.2
2,1,新聞,2746,0.9,-1.7,1768,1.7,2555,1.6,2692,1.3,3175,1.2,2946,1,2732,0.7,3340,0.4
2,1,私立小学校,991,0.3,...,-,-,-,-,-,-,-,-,-,-,42,0,6873,0.9
2,1,私立中学校,2195,0.7,66.8,-,-,-,-,-,-,-,-,-,-,1997,0.5,13331,1.8
2,1,私立高校,2462,0.8,67.5,-,-,-,-,13,0,-,-,795,0.3,2829,0.7,13561,1.8
