項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,741,-,-,102,-,113,-,113,-,105,-,104,-,104,-,100,-
0,0,世帯人員,3.01,-,-,2.48,-,2.81,-,2.87,-,3.11,-,3.28,-,3.27,-,3.22,-
0,0,有業人員,1.32,-,-,1.1,-,1.06,-,1.15,-,1.49,-,1.44,-,1.55,-,1.46,-
0,0,世帯主平均年齢,58.3,-,-,65,-,61.4,-,59.5,-,56.6,-,56.8,-,53.8,-,55.3,-
0,0,消費支出,346966,-,10,105289,-,176135,-,231903,-,284574,-,340788,-,438736,-,845323,-
0,0,公共的料金,97880,28.2,9.2,35273,33.5,66019,37.5,82116,35.4,96791,34,91573,26.9,128332,29.3,183979,21.8
1,0,公共料金等,65511,18.9,7,29131,27.7,47322,26.9,56305,24.3,63774,22.4,73159,21.5,82148,18.7,106204,12.6
1,1,米,1671,0.5,-16.7,999,0.9,1947,1.1,1783,0.8,1751,0.6,1730,0.5,1720,0.4,1762,0.2
1,1,食塩,43,0,7.5,8,0,30,0,59,0,30,0,57,0,59,0,55,0
1,1,学校給食,956,0.3,28.2,129,0.1,375,0.2,392,0.2,1577,0.6,1237,0.4,1344,0.3,1628,0.2
1,1,公営家賃,926,0.3,-57.1,-,-,2493,1.4,1587,0.7,1312,0.5,504,0.1,582,0.1,-,-
1,1,電気代,14820,4.3,15.6,10453,9.9,14111,8,13945,6,15110,5.3,16359,4.8,15946,3.6,17762,2.1
1,1,都市ガス,9966,2.9,10.9,5029,4.8,8266,4.7,9368,4,10504,3.7,12057,3.5,12502,2.8,11999,1.4
1,1,上下水道料,5297,1.5,9.5,2210,2.1,4167,2.4,5064,2.2,6387,2.2,6818,2,6994,1.6,5432,0.6
1,1,医科診療代,3179,0.9,5.8,1906,1.8,2371,1.3,2932,1.3,2637,0.9,3447,1,4994,1.1,3964,0.5
1,1,歯科診療代,1856,0.5,-0.9,477,0.5,426,0.2,1857,0.8,1662,0.6,1276,0.4,1085,0.2,6152,0.7
1,1,出産入院料,1150,0.3,...,-,-,-,-,-,-,-,-,-,-,-,-,7968,0.9
1,1,他の入院料,1357,0.4,-13.5,-,-,-,-,254,0.1,123,0,1689,0.5,3008,0.7,4393,0.5
1,1,鉄道運賃,3641,1,33.5,625,0.6,1040,0.6,1798,0.8,2455,0.9,3819,1.1,4432,1,11226,1.3
1,1,鉄道通学定期代,698,0.2,57.9,-,-,136,0.1,-,-,520,0.2,944,0.3,1538,0.4,1736,0.2
1,1,鉄道通勤定期代,1864,0.5,0.4,-,-,1150,0.7,1336,0.6,943,0.3,1662,0.5,4798,1.1,3150,0.4
