項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,755,-,-,105,-,109,-,104,-,115,-,111,-,105,-,106,-
0,世帯人員,2.9,-,-,2.54,-,2.9,-,2.73,-,2.96,-,2.9,-,3.03,-,3.26,-
0,有業人員,1.26,-,-,1.06,-,1.26,-,1.26,-,1.29,-,1.35,-,1.22,-,1.39,-
0,世帯主平均年齢,59.7,-,-,65.1,-,60.5,-,61.3,-,59,-,57.2,-,58.8,-,56,-
0,消費支出,301474,100,-8.6,105648,100,166898,100,210412,100,248928,100,298546,100,381032,100,696747,100
2,基礎的支出,167007,55.4,-,80546,76.2,117841,70.6,142918,67.9,153746,61.8,168067,56.3,199538,52.4,305623,43.9
3,選択的支出,134467,44.6,-,25102,23.8,49057,29.4,67494,32.1,95182,38.2,130480,43.7,181494,47.6,391124,56.1
1,食料,86933,28.8,2.9,51852,49.1,70548,42.3,75668,36,82716,33.2,90876,30.4,110088,28.9,126534,18.2
2,基礎的支出,67639,22.4,-,45656,43.2,59293,35.5,61724,29.3,65769,26.4,69418,23.3,83479,21.9,88008,12.6
3,選択的支出,19293,6.4,-,6195,5.9,11256,6.7,13943,6.6,16947,6.8,21458,7.2,26609,7,38525,5.5
1,住居,22685,7.5,-1.1,2368,2.2,11729,7,20590,9.8,19576,7.9,30565,10.2,23952,6.3,49809,7.1
2,基礎的支出,21085,7,-,2130,2,9974,6,18774,8.9,18955,7.6,27774,9.3,22169,5.8,47623,6.8
3,選択的支出,1600,0.5,-,239,0.2,1756,1.1,1816,0.9,621,0.2,2791,0.9,1783,0.5,2187,0.3
1,光熱・水道,18563,6.2,-8.4,11055,10.5,15999,9.6,21173,10.1,18785,7.5,17256,5.8,23246,6.1,22416,3.2
2,基礎的支出,18563,6.2,-8.4,11055,10.5,15999,9.6,21173,10.1,18785,7.5,17256,5.8,23246,6.1,22416,3.2
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,9424,3.1,-20.2,3354,3.2,5043,3,4282,2,8158,3.3,9120,3.1,11667,3.1,24259,3.5
2,基礎的支出,6362,2.1,-,2807,2.7,4317,2.6,3739,1.8,5828,2.3,5343,1.8,8185,2.1,14277,2
3,選択的支出,3062,1,-,547,0.5,726,0.4,543,0.3,2330,0.9,3777,1.3,3483,0.9,9981,1.4
1,被服及び履物,13920,4.6,10.6,3459,3.3,6570,3.9,7091,3.4,11644,4.7,13264,4.4,22783,6,32533,4.7
2,基礎的支出,642,0.2,-,274,0.3,386,0.2,447,0.2,486,0.2,604,0.2,903,0.2,1393,0.2
3,選択的支出,13277,4.4,-,3185,3,6183,3.7,6643,3.2,11158,4.5,12660,4.2,21879,5.7,31140,4.5
1,保健医療,15170,5,-4.4,5204,4.9,7654,4.6,8802,4.2,11049,4.4,14907,5,19010,5,39436,5.7
2,基礎的支出,12938,4.3,-,4928,4.7,6656,4,7887,3.7,10043,4,10422,3.5,14463,3.8,36058,5.2
3,選択的支出,2232,0.7,-,277,0.3,999,0.6,916,0.4,1006,0.4,4485,1.5,4548,1.2,3378,0.5
1,交通・通信,33618,11.2,-37,8529,8.1,14686,8.8,19287,9.2,24295,9.8,30952,10.4,50190,13.2,87127,12.5
2,基礎的支出,9944,3.3,-,3858,3.7,5699,3.4,7304,3.5,9965,4,8201,2.7,17195,4.5,17362,2.5
3,選択的支出,23673,7.9,-,4671,4.4,8988,5.4,11983,5.7,14330,5.8,22751,7.6,32994,8.7,69765,10
1,教育,20656,6.9,20.5,373,0.4,1813,1.1,4087,1.9,6679,2.7,8335,2.8,14477,3.8,108449,15.6
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,20656,6.9,20.5,373,0.4,1813,1.1,4087,1.9,6679,2.7,8335,2.8,14477,3.8,108449,15.6
1,教養娯楽,36139,12,-10.6,8267,7.8,14915,8.9,20923,9.9,28395,11.4,38440,12.9,48803,12.8,92911,13.3
2,基礎的支出,7098,2.4,-,3810,3.6,4590,2.8,6402,3,6076,2.4,7701,2.6,8686,2.3,12390,1.8
3,選択的支出,29042,9.6,-,4457,4.2,10325,6.2,14521,6.9,22320,9,30739,10.3,40118,10.5,80520,11.6
1,その他の消費支出,44366,14.7,-13.2,11187,10.6,17939,10.7,28509,13.5,37631,15.1,44832,15,56815,14.9,113273,16.3
2,基礎的支出,22736,7.5,-,6029,5.7,10928,6.5,15468,7.4,17840,7.2,21348,7.2,21212,5.6,66095,9.5
3,選択的支出,21631,7.2,-,5157,4.9,7011,4.2,13040,6.2,19791,8,23484,7.9,35603,9.3,47178,6.8
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年9月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
