項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,611,-,550,-,966,-,880,-,1041,-,770,-,920,-,4261,-,2029,-
0,0,0,0,0,調査世帯数,749,-,45,-,43,-,74,-,71,-,71,-,57,-,67,-,321,-,153,-
0,0,0,0,0,世帯人員,2.93,-,3.25,-,3.53,-,3.62,-,3.41,-,3.5,-,3.23,-,2.98,-,2.34,-,2.21,-
0,0,0,0,0,有業人員,1.26,-,1.58,-,1.31,-,1.33,-,1.5,-,1.75,-,1.94,-,1.81,-,0.78,-,0.62,-
0,0,0,0,0,世帯主平均年齢,59.3,-,31.1,-,36.8,-,41.9,-,46.7,-,51.6,-,56.8,-,62,-,74.4,-,80.3,-
2,2,0,0,0,生計支出,316285,-,234196,-,275844,-,283412,-,336204,-,338241,-,393431,-,504685,-,276626,-,274646,-
2,3,0,0,0,消費支出,316285,100,234196,100,275844,100,283412,100,336204,100,338241,100,393431,100,504685,100,276626,100,274646,100
2,4,1,0,0,食料,82934,26.2,59967,25.6,64436,23.4,81534,28.8,97996,29.1,84240,24.9,97140,24.7,100926,20,79051,28.6,73064,26.6
2,5,1,1,0,穀類,6500,2.1,3971,1.7,4584,1.7,6547,2.3,6926,2.1,7401,2.2,8348,2.1,7025,1.4,6344,2.3,5690,2.1
2,6,1,1,1,米類,1977,0.6,495,0.2,689,0.2,1133,0.4,2294,0.7,1861,0.6,2261,0.6,2457,0.5,2355,0.9,2065,0.8
2,6,1,1,2,パン,2783,0.9,1929,0.8,2551,0.9,3470,1.2,2660,0.8,3444,1,3869,1,2578,0.5,2491,0.9,2236,0.8
2,6,1,1,3,麺類,1356,0.4,1140,0.5,861,0.3,1527,0.5,1570,0.5,1679,0.5,1874,0.5,1613,0.3,1140,0.4,1050,0.4
2,6,1,1,4,他の穀類,384,0.1,406,0.2,482,0.2,418,0.1,402,0.1,417,0.1,344,0.1,378,0.1,358,0.1,339,0.1
2,5,1,2,0,魚介類,6472,2,2760,1.2,2767,1,3728,1.3,5477,1.6,6163,1.8,6543,1.7,8235,1.6,7992,2.9,7682,2.8
2,6,1,2,1,生鮮魚介,3822,1.2,1597,0.7,1632,0.6,2202,0.8,3321,1,3977,1.2,3945,1,4655,0.9,4654,1.7,4319,1.6
2,6,1,2,2,塩干魚介,1117,0.4,481,0.2,548,0.2,575,0.2,1017,0.3,1004,0.3,982,0.2,1569,0.3,1380,0.5,1469,0.5
2,6,1,2,3,魚肉練製品,611,0.2,200,0.1,266,0.1,398,0.1,395,0.1,518,0.2,669,0.2,800,0.2,777,0.3,735,0.3
2,6,1,2,4,他の魚介加工品,923,0.3,482,0.2,321,0.1,552,0.2,744,0.2,664,0.2,948,0.2,1211,0.2,1181,0.4,1160,0.4
2,5,1,3,0,肉類,7236,2.3,6079,2.6,5767,2.1,7235,2.6,8420,2.5,9124,2.7,9172,2.3,8217,1.6,6325,2.3,5397,2
2,6,1,3,1,生鮮肉,5852,1.9,4936,2.1,4614,1.7,5530,2,6940,2.1,7515,2.2,7577,1.9,6612,1.3,5110,1.8,4346,1.6
2,6,1,3,2,加工肉,1384,0.4,1143,0.5,1153,0.4,1706,0.6,1480,0.4,1609,0.5,1595,0.4,1606,0.3,1215,0.4,1050,0.4
2,5,1,4,0,乳卵類,4388,1.4,3251,1.4,3985,1.4,4973,1.8,4263,1.3,4186,1.2,4717,1.2,5051,1,4342,1.6,4268,1.6
2,6,1,4,1,牛乳,1518,0.5,1221,0.5,1237,0.4,1685,0.6,1459,0.4,1169,0.3,1642,0.4,1581,0.3,1621,0.6,1647,0.6
2,6,1,4,2,乳製品,2077,0.7,1475,0.6,2118,0.8,2437,0.9,1997,0.6,2214,0.7,2165,0.6,2537,0.5,1944,0.7,1912,0.7
2,6,1,4,3,卵,793,0.3,555,0.2,630,0.2,851,0.3,807,0.2,803,0.2,911,0.2,932,0.2,777,0.3,709,0.3
2,5,1,5,0,野菜・海藻,11227,3.5,6197,2.6,6836,2.5,8403,3,10747,3.2,10198,3,13137,3.3,12808,2.5,12820,4.6,12444,4.5
2,6,1,5,1,生鮮野菜,7928,2.5,4615,2,5322,1.9,6061,2.1,7689,2.3,7498,2.2,9220,2.3,8872,1.8,8880,3.2,8717,3.2
2,6,1,5,2,乾物・海藻,816,0.3,357,0.2,373,0.1,682,0.2,912,0.3,595,0.2,1146,0.3,803,0.2,947,0.3,847,0.3
2,6,1,5,3,大豆加工品,1238,0.4,672,0.3,680,0.2,1060,0.4,1212,0.4,1183,0.3,1415,0.4,1465,0.3,1369,0.5,1329,0.5
2,6,1,5,4,他の野菜・海藻加工品,1245,0.4,552,0.2,461,0.2,600,0.2,934,0.3,923,0.3,1356,0.3,1667,0.3,1624,0.6,1551,0.6
2,5,1,6,0,果物,3653,1.2,1212,0.5,2129,0.8,2741,1,2750,0.8,2640,0.8,3251,0.8,4707,0.9,4687,1.7,4383,1.6
2,6,1,6,1,生鮮果物,3360,1.1,1175,0.5,1991,0.7,2515,0.9,2513,0.7,2400,0.7,2953,0.8,4243,0.8,4333,1.6,4168,1.5
2,6,1,6,2,果物加工品,294,0.1,37,0,138,0.1,226,0.1,236,0.1,240,0.1,298,0.1,465,0.1,354,0.1,215,0.1
2,5,1,7,0,油脂・調味料,3700,1.2,2694,1.2,2694,1,3441,1.2,4157,1.2,4035,1.2,4693,1.2,4247,0.8,3558,1.3,3395,1.2
2,6,1,7,1,油脂,492,0.2,207,0.1,399,0.1,455,0.2,405,0.1,603,0.2,714,0.2,415,0.1,521,0.2,462,0.2
2,6,1,7,2,調味料,3207,1,2487,1.1,2295,0.8,2986,1.1,3753,1.1,3432,1,3979,1,3832,0.8,3037,1.1,2934,1.1
