項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8827,-,2747,-,2254,-,7253,-,6573,-,1173,-
0,0,0,0,0,調査世帯数,229,-,-,202,-,63,-,52,-,166,-,150,-,27,-
0,0,0,0,0,世帯人員,2.45,-,-,2.45,-,2.2,-,2.21,-,2.54,-,2.54,-,2.42,-
0,0,0,0,0,有業人員,0.41,-,-,0.41,-,0.33,-,0.37,-,0.45,-,0.42,-,0.45,-
0,0,0,0,0,世帯主平均年齢,73.8,-,-,74.1,-,74.3,-,74.2,-,73.6,-,74,-,71.6,-
1,0,0,0,0,受取,463542,-,-3.7,477297,-,338886,-,355777,-,510757,-,518965,-,360048,-
1,1,0,0,0,実収入,39036,100,-13.3,39407,100,16941,100,19868,100,47404,100,46107,100,36241,100
1,2,0,0,0,経常収入,33662,86.2,-4.1,33626,85.3,12374,73,14580,73.4,41726,88,40157,87.1,33935,93.6
1,3,0,0,0,勤め先収入,13188,33.8,-23.5,12467,31.6,6659,39.3,7615,38.3,15661,33,14130,30.6,18616,51.4
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,3579,9.2,38.6,2349,6,1648,9.7,2009,10.1,4311,9.1,2466,5.3,12833,35.4
1,6,0,0,0,うち女,3579,9.2,38.6,2349,6,1648,9.7,2009,10.1,4311,9.1,2466,5.3,12833,35.4
1,4,0,0,0,他の世帯員収入,9609,24.6,-34.5,10117,25.7,5011,29.6,5607,28.2,11350,23.9,11664,25.3,5783,16
1,3,0,0,0,事業・内職収入,7913,20.3,4.6,7593,19.3,89,0.5,108,0.5,10876,22.9,10159,22,10319,28.5
1,4,0,0,0,家賃収入,3652,9.4,24.1,4137,10.5,-,-,-,-,5035,10.6,5556,12.1,-,-
1,4,0,0,0,他の事業収入,964,2.5,5.5,-,-,-,-,-,-,1329,2.8,-,-,8220,22.7
1,4,0,0,0,内職収入,3296,8.4,-11.1,3456,8.8,89,0.5,108,0.5,4511,9.5,4603,10,2099,5.8
1,3,0,0,0,他の経常収入,12562,32.2,21.9,13567,34.4,5625,33.2,6857,34.5,15189,32,15867,34.4,5000,13.8
