項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,742,-,-,99,-,113,-,106,-,107,-,110,-,105,-,102,-
0,0,世帯人員,2.96,-,-,2.65,-,2.86,-,2.94,-,3.09,-,2.96,-,3.1,-,3.11,-
0,0,有業人員,1.28,-,-,1.1,-,1.28,-,1.24,-,1.31,-,1.32,-,1.38,-,1.36,-
0,0,世帯主平均年齢,58.7,-,-,63.4,-,60.8,-,57.5,-,58.1,-,57.8,-,57,-,56,-
0,0,消費支出,314946,-,2.9,105101,-,170389,-,215769,-,260800,-,314513,-,392057,-,744132,-
0,0,公共的料金,85276,27.1,6.8,30830,29.3,50569,29.7,64307,29.8,78172,30,87319,27.8,99950,25.5,185385,24.9
1,0,公共料金等,54321,17.2,-0.8,24415,23.2,36294,21.3,42308,19.6,49421,18.9,61294,19.5,64385,16.4,101865,13.7
1,1,米,1682,0.5,-12.2,1072,1,1371,0.8,2349,1.1,1818,0.7,1874,0.6,1958,0.5,1326,0.2
1,1,食塩,38,0,-15.6,33,0,19,0,40,0,38,0,47,0,39,0,53,0
1,1,学校給食,792,0.3,-24.7,328,0.3,394,0.2,808,0.4,1035,0.4,605,0.2,1265,0.3,1107,0.1
1,1,公営家賃,3015,1,228.8,935,0.9,2605,1.5,1507,0.7,2907,1.1,988,0.3,3596,0.9,8556,1.1
1,1,電気代,7318,2.3,-21.3,4786,4.6,6393,3.8,6511,3,8360,3.2,8188,2.6,8357,2.1,8618,1.2
1,1,都市ガス,4232,1.3,-21.9,3310,3.1,3505,2.1,4289,2,4862,1.9,4597,1.5,4354,1.1,4707,0.6
1,1,上下水道料,4859,1.5,1.4,3166,3,3442,2,5799,2.7,5074,1.9,5451,1.7,4798,1.2,6274,0.8
1,1,医科診療代,3508,1.1,5.4,2372,2.3,3358,2,3407,1.6,2460,0.9,6704,2.1,2826,0.7,3409,0.5
1,1,歯科診療代,4284,1.4,95.4,338,0.3,868,0.5,1138,0.5,942,0.4,3173,1,1631,0.4,21874,2.9
1,1,出産入院料,399,0.1,...,-,-,-,-,-,-,-,-,2787,0.9,-,-,-,-
1,1,他の入院料,771,0.2,-74.3,-,-,485,0.3,-,-,290,0.1,2735,0.9,1709,0.4,158,0
1,1,鉄道運賃,3467,1.1,-0.5,389,0.4,931,0.5,995,0.5,3152,1.2,3283,1,4672,1.2,10828,1.5
1,1,鉄道通学定期代,216,0.1,56.5,350,0.3,-,-,329,0.2,37,0,242,0.1,293,0.1,260,0
1,1,鉄道通勤定期代,1276,0.4,-17,294,0.3,833,0.5,472,0.2,798,0.3,1193,0.4,2547,0.6,2777,0.4
1,1,バス代,355,0.1,3.5,19,0,120,0.1,192,0.1,737,0.3,203,0.1,319,0.1,902,0.1
1,1,バス通学定期代,23,0,-64.1,-,-,-,-,-,-,-,-,23,0,140,0,-,-
1,1,バス通勤定期代,125,0,50.6,13,0,-,-,-,-,33,0,-,-,326,0.1,501,0.1
1,1,タクシー代,561,0.2,-36.8,289,0.3,262,0.2,626,0.3,684,0.3,412,0.1,458,0.1,1198,0.2
1,1,航空運賃,1033,0.3,138.6,-,-,-,-,-,-,342,0.1,609,0.2,1993,0.5,4275,0.6
1,1,郵便料,1179,0.4,-17.6,475,0.5,711,0.4,1159,0.5,1138,0.4,1722,0.5,1271,0.3,1776,0.2
1,1,固定電話通信料,2379,0.8,6.1,2080,2,1679,1,2157,1,2717,1,2980,0.9,2526,0.6,2519,0.3
1,1,移動電話通信料,9469,3,16.2,2065,2,6321,3.7,6960,3.2,8907,3.4,10751,3.4,15213,3.9,15980,2.1
1,1,ＮＨＫ放送受信料,834,0.3,-33.3,754,0.7,407,0.2,1258,0.6,629,0.2,785,0.2,1226,0.3,774,0.1
1,1,ケーブルテレビ放送受信料,1111,0.4,-0.4,452,0.4,800,0.5,1144,0.5,1327,0.5,937,0.3,1376,0.4,1738,0.2
1,1,他の放送受信料,131,0,-22.5,84,0.1,87,0.1,96,0,162,0.1,202,0.1,156,0,132,0
1,1,国公立小学校,225,0.1,-9.3,14,0,26,0,209,0.1,425,0.2,173,0.1,354,0.1,373,0.1
1,1,国公立中学校,163,0.1,-35.3,49,0,227,0.1,242,0.1,127,0,145,0,223,0.1,124,0
1,1,国公立高校,30,0,-18.9,-,-,-,-,-,-,6,0,7,0,46,0,150,0
1,1,国公立大学,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,たばこ,844,0.3,28.1,747,0.7,1450,0.9,620,0.3,413,0.2,480,0.2,717,0.2,1477,0.2
2,0,準公共料金等,30955,9.8,23.2,6415,6.1,14274,8.4,21999,10.2,28751,11,26025,8.3,35565,9.1,83520,11.2
2,1,牛乳,1375,0.4,5.6,988,0.9,1525,0.9,1120,0.5,1166,0.4,1430,0.5,1546,0.4,1841,0.2
2,1,灯油,201,0.1,-61.3,97,0.1,207,0.1,155,0.1,108,0,273,0.1,454,0.1,108,0
2,1,プロパンガス,251,0.1,-21.1,213,0.2,307,0.2,183,0.1,284,0.1,301,0.1,201,0.1,269,0
2,1,理髪料,383,0.1,-3.5,113,0.1,371,0.2,307,0.1,440,0.2,470,0.1,309,0.1,673,0.1
2,1,パーマネント代,340,0.1,-2,362,0.3,349,0.2,-,-,323,0.1,430,0.1,108,0,813,0.1
2,1,洗濯代,652,0.2,-24,78,0.1,303,0.2,359,0.2,479,0.2,871,0.3,641,0.2,1826,0.2
2,1,新聞,2769,0.9,-7.3,2255,2.1,2465,1.4,2415,1.1,2556,1,3117,1,3046,0.8,3521,0.5
2,1,私立小学校,7,0,-99.2,-,-,-,-,-,-,-,-,-,-,51,0,-,-
2,1,私立中学校,836,0.3,224,-,-,-,-,-,-,352,0.1,3127,1,890,0.2,1467,0.2
2,1,私立高校,563,0.2,-37.2,-,-,-,-,71,0,1837,0.7,12,0,1346,0.3,685,0.1
2,1,私立大学,5666,1.8,425.6,-,-,70,0,-,-,17,0,-,-,17,0,39546,5.3
2,1,幼児教育費用,3022,1,12.9,352,0.3,1920,1.1,1777,0.8,2454,0.9,3855,1.2,2995,0.8,7779,1
2,1,民営家賃,14110,4.5,18.4,1721,1.6,5614,3.3,15613,7.2,16583,6.4,10199,3.2,23961,6.1,24991,3.4
2,1,地代,781,0.2,18.7,238,0.2,1143,0.7,-,-,2155,0.8,1941,0.6,-,-,-,-
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年11月,,,,,,,,,,,,,,,,,,,
