項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,960,-,1303,-,1777,-,1531,-,1370,-,1373,-,1042,-,644,-
0,0,0,0,0,調査世帯数,379,-,40,-,48,-,70,-,59,-,48,-,51,-,38,-,25,-
0,0,0,0,0,世帯人員,3.36,-,3.26,-,3.41,-,3.67,-,3.6,-,3.49,-,3.14,-,3.2,-,2.46,-
0,0,0,0,0,有業人員,1.62,-,1.36,-,1.4,-,1.41,-,1.65,-,1.49,-,1.85,-,2.35,-,1.57,-
0,0,0,0,0,世帯主平均年齢,48.3,-,31.1,-,37.1,-,42.1,-,46.9,-,51.9,-,57.2,-,62,-,69.2,-
1,0,0,0,0,受取,1064126,-,938506,-,913989,-,1296337,-,1109902,-,1233110,-,1142314,-,785463,-,730494,-
1,1,0,0,0,実収入,500360,100,496061,100,486819,100,529178,100,547887,100,636962,100,525015,100,343624,100,252162,100
1,2,0,0,0,経常収入,486302,97.2,464949,93.7,481551,98.9,502782,95,525072,95.8,630092,98.9,518376,98.7,342596,99.7,248446,98.5
1,3,0,0,0,勤め先収入,475841,95.1,448767,90.5,479048,98.4,490042,92.6,517545,94.5,622814,97.8,510388,97.2,321988,93.7,234099,92.8
1,4,0,0,0,世帯主収入,425859,85.1,401586,81,430389,88.4,442417,83.6,452002,82.5,574611,90.2,454445,86.6,272508,79.3,215866,85.6
1,6,0,0,0,うち男,412761,82.5,385542,77.7,430389,88.4,420107,79.4,442593,80.8,574611,90.2,444338,84.6,231873,67.5,207628,82.3
