項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1161,-,1024,-,1708,-,1573,-,1545,-,1003,-,1072,-,914,-
0,0,0,0,0,調査世帯数,377,-,43,-,41,-,65,-,65,-,54,-,37,-,39,-,33,-
0,0,0,0,0,世帯人員,3.28,-,3.23,-,3.5,-,3.52,-,3.39,-,3.6,-,3.23,-,2.98,-,2.35,-
0,0,0,0,0,有業人員,1.6,-,1.59,-,1.33,-,1.31,-,1.49,-,1.8,-,1.82,-,2.08,-,1.5,-
0,0,0,0,0,世帯主平均年齢,48.4,-,31.1,-,36.7,-,41.8,-,46.7,-,51.4,-,56.4,-,61.8,-,69.2,-
1,0,0,0,0,受取,998668,-,802004,-,845199,-,1024200,-,1094024,-,1004195,-,1171471,-,1115834,-,872168,-
1,1,0,0,0,実収入,518855,100,449971,100,460603,100,583175,100,572680,100,542345,100,581833,100,434513,100,448912,100
1,2,0,0,0,経常収入,517011,99.6,448256,99.6,457837,99.4,580652,99.6,569658,99.5,541972,99.9,579887,99.7,433367,99.7,448036,99.8
1,3,0,0,0,勤め先収入,465293,89.7,406386,90.3,404267,87.8,555721,95.3,535132,93.4,514109,94.8,565065,97.1,375614,86.4,232501,51.8
1,4,0,0,0,世帯主収入,412375,79.5,326652,72.6,374777,81.4,507015,86.9,479199,83.7,460953,85,491279,84.4,326469,75.1,203584,45.4
1,6,0,0,0,うち男,403694,77.8,317800,70.6,364957,79.2,497025,85.2,466221,81.4,456268,84.1,480830,82.6,320504,73.8,198243,44.2
1,5,0,0,0,定期収入,404272,77.9,317130,70.5,370502,80.4,501660,86,463769,81,456476,84.2,484826,83.3,310704,71.5,201527,44.9
1,5,0,0,0,臨時収入,6359,1.2,9522,2.1,4275,0.9,5355,0.9,4349,0.8,4478,0.8,6453,1.1,15766,3.6,2057,0.5
1,5,0,0,0,賞与,1743,0.3,-,-,-,-,-,-,11081,1.9,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,50458,9.7,79734,17.7,29490,6.4,48706,8.4,54604,9.5,51801,9.6,61334,10.5,46288,10.7,23576,5.3
1,6,0,0,0,うち女,47717,9.2,75016,16.7,29490,6.4,35870,6.2,54604,9.5,51801,9.6,61334,10.5,46288,10.7,23576,5.3
1,4,0,0,0,他の世帯員収入,2461,0.5,-,-,-,-,-,-,1330,0.2,1354,0.2,12452,2.1,2857,0.7,5341,1.2
1,3,0,0,0,事業・内職収入,2707,0.5,2405,0.5,1395,0.3,-,-,2415,0.4,-,-,2418,0.4,11801,2.7,4349,1
1,4,0,0,0,家賃収入,1826,0.4,-,-,-,-,-,-,-,-,-,-,2418,0.4,11060,2.5,4349,1
1,4,0,0,0,他の事業収入,649,0.1,2405,0.5,1395,0.3,-,-,1441,0.3,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,233,0,-,-,-,-,-,-,975,0.2,-,-,-,-,741,0.2,-,-
1,3,0,0,0,他の経常収入,49010,9.4,39465,8.8,52175,11.3,24931,4.3,32110,5.6,27863,5.1,12403,2.1,45952,10.6,211186,47
1,4,0,0,0,財産収入,322,0.1,-,-,-,-,-,-,-,-,1728,0.3,169,0,-,-,413,0.1
1,4,0,0,0,社会保障給付,48688,9.4,39465,8.8,52175,11.3,24931,4.3,32110,5.6,26136,4.8,12234,2.1,45952,10.6,210773,47
1,5,0,0,0,公的年金給付,29787,5.7,4052,0.9,-,-,-,-,14031,2.5,16394,3,9410,1.6,40831,9.4,210697,46.9
1,5,0,0,0,他の社会保障給付,18901,3.6,35413,7.9,52175,11.3,24931,4.3,18079,3.2,9741,1.8,2824,0.5,5121,1.2,76,0
1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,1845,0.4,1715,0.4,2766,0.6,2522,0.4,3022,0.5,373,0.1,1947,0.3,1146,0.3,876,0.2
1,3,0,0,0,受贈金,789,0.2,1001,0.2,1215,0.3,1663,0.3,285,0,12,0,890,0.2,876,0.2,381,0.1
1,3,0,0,0,他の特別収入,1055,0.2,714,0.2,1552,0.3,859,0.1,2737,0.5,361,0.1,1056,0.2,270,0.1,495,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),410548,-,301291,-,317439,-,375591,-,439035,-,399142,-,516560,-,594298,-,357332,-
1,2,0,0,0,預貯金引出,344219,-,268644,-,260127,-,311789,-,369647,-,347405,-,403944,-,508512,-,287598,-
1,2,0,0,0,保険金,7071,-,-,-,17507,-,-,-,-,-,377,-,15675,-,11755,-,26129,-
1,3,0,0,0,個人・企業年金保険金,3707,-,-,-,-,-,-,-,-,-,377,-,-,-,11755,-,26129,-
1,3,0,0,0,他の保険金,3364,-,-,-,17507,-,-,-,-,-,-,-,15675,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,1418,-,-,-,1307,-,1761,-,268,-,-,-,9387,-,2,-,-,-
1,2,0,0,0,一括払購入借入金,57483,-,30996,-,38498,-,61898,-,69120,-,50722,-,87172,-,73996,-,43595,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,358,-,1651,-,-,-,144,-,-,-,638,-,382,-,33,-,11,-
1,1,0,0,0,繰入金,69264,-,50741,-,67157,-,65434,-,82308,-,62708,-,73077,-,87023,-,65925,-
2,0,0,0,0,支払,998668,-,802004,-,845199,-,1024200,-,1094024,-,1004195,-,1171471,-,1115834,-,872168,-
2,1,0,0,0,実支出,428339,-,295063,-,339240,-,390340,-,448642,-,441688,-,564635,-,614984,-,342464,-
2,2,0,0,0,生計支出,336083,-,235136,-,271891,-,274278,-,338706,-,336226,-,452073,-,530312,-,291860,-
2,3,0,0,0,消費支出,336083,100,235136,100,271891,100,274278,100,338706,100,336226,100,452073,100,530312,100,291860,100
2,4,1,0,0,食料,84723,25.2,59994,25.5,63785,23.5,79660,29,99390,29.3,85686,25.5,96924,21.4,102112,19.3,88397,30.3
2,5,1,1,0,穀類,6367,1.9,3898,1.7,4713,1.7,6205,2.3,7221,2.1,7701,2.3,7688,1.7,6415,1.2,6428,2.2
2,6,1,1,1,米類,1590,0.5,518,0.2,736,0.3,1110,0.4,2483,0.7,2002,0.6,1990,0.4,1890,0.4,1781,0.6
2,6,1,1,2,パン,2911,0.9,1895,0.8,2599,1,3322,1.2,2738,0.8,3505,1,3597,0.8,2454,0.5,2864,1
2,6,1,1,3,麺類,1459,0.4,1108,0.5,870,0.3,1378,0.5,1598,0.5,1765,0.5,1706,0.4,1771,0.3,1323,0.5
2,6,1,1,4,他の穀類,406,0.1,378,0.2,507,0.2,394,0.1,402,0.1,429,0.1,395,0.1,301,0.1,460,0.2
2,5,1,2,0,魚介類,5417,1.6,2837,1.2,2738,1,3791,1.4,5557,1.6,6381,1.9,5716,1.3,8462,1.6,8963,3.1
2,6,1,2,1,生鮮魚介,3291,1,1630,0.7,1669,0.6,2243,0.8,3345,1,4222,1.3,3177,0.7,4853,0.9,5808,2
2,6,1,2,2,塩干魚介,889,0.3,495,0.2,508,0.2,600,0.2,1032,0.3,974,0.3,886,0.2,1461,0.3,1294,0.4
2,6,1,2,3,魚肉練製品,472,0.1,208,0.1,230,0.1,370,0.1,409,0.1,566,0.2,702,0.2,832,0.2,544,0.2
2,6,1,2,4,他の魚介加工品,765,0.2,504,0.2,332,0.1,578,0.2,771,0.2,619,0.2,950,0.2,1317,0.2,1317,0.5
2,5,1,3,0,肉類,7534,2.2,5787,2.5,5569,2,6572,2.4,8402,2.5,9174,2.7,8970,2,7982,1.5,7388,2.5
2,6,1,3,1,生鮮肉,6127,1.8,4637,2,4456,1.6,4926,1.8,6927,2,7711,2.3,7621,1.7,6294,1.2,6245,2.1
2,6,1,3,2,加工肉,1407,0.4,1149,0.5,1113,0.4,1646,0.6,1475,0.4,1464,0.4,1349,0.3,1687,0.3,1143,0.4
2,5,1,4,0,乳卵類,4349,1.3,3132,1.3,4039,1.5,4964,1.8,4496,1.3,4077,1.2,4527,1,4831,0.9,4534,1.6
2,6,1,4,1,牛乳,1433,0.4,1141,0.5,1280,0.5,1630,0.6,1589,0.5,998,0.3,1463,0.3,1719,0.3,1709,0.6
2,6,1,4,2,乳製品,2135,0.6,1458,0.6,2144,0.8,2508,0.9,2072,0.6,2242,0.7,2092,0.5,2257,0.4,2115,0.7
2,6,1,4,3,卵,781,0.2,533,0.2,615,0.2,826,0.3,835,0.2,837,0.2,973,0.2,856,0.2,710,0.2
2,5,1,5,0,野菜・海藻,9901,2.9,6274,2.7,6854,2.5,8101,3,10967,3.2,10369,3.1,11641,2.6,12731,2.4,13429,4.6
2,6,1,5,1,生鮮野菜,7118,2.1,4692,2,5338,2,5786,2.1,7807,2.3,7561,2.2,8525,1.9,8729,1.6,9320,3.2
2,6,1,5,2,乾物・海藻,709,0.2,320,0.1,375,0.1,655,0.2,954,0.3,643,0.2,825,0.2,777,0.1,1160,0.4
2,6,1,5,3,大豆加工品,1129,0.3,691,0.3,687,0.3,1091,0.4,1243,0.4,1150,0.3,1251,0.3,1522,0.3,1419,0.5
