区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,733,-,-,103,-,107,-,107,-,107,-,109,-,98,-,102,-
0,0,世帯人員,2.95,-,-,2.67,-,2.81,-,2.87,-,2.79,-,3.23,-,3.19,-,3.11,-
0,0,有業人員,1.31,-,-,1.19,-,1.17,-,1.28,-,1.16,-,1.52,-,1.5,-,1.32,-
0,0,世帯主平均年齢,59.1,-,-,62.2,-,58.9,-,59.5,-,60.5,-,58.3,-,56.3,-,58.1,-
0,0,消費支出,289457,100,3.1,106514,100,160896,100,200691,100,236846,100,281181,100,353372,100,684888,100
1,0,商品,150455,52,-,74805,70.2,102646,63.8,126504,63,137711,58.1,159123,56.6,175100,49.6,276581,40.4
1,1,耐久財,15459,5.3,1.7,886,0.8,1119,0.7,4076,2,7171,3,8869,3.2,13505,3.8,72446,10.6
1,2,半耐久財,25110,8.7,-,6477,6.1,12004,7.5,17765,8.9,20009,8.4,25662,9.1,31771,9,61915,9
1,3,非耐久財,109885,38,-,67442,63.3,89522,55.6,104664,52.2,110530,46.7,124592,44.3,129825,36.7,142220,20.8
1,0,サービス,139002,48,-,31709,29.8,58250,36.2,74186,37,99135,41.9,122058,43.4,178272,50.4,408307,59.6
2,0,食料,87213,30.1,3.4,51847,48.7,66420,41.3,80418,40.1,82455,34.8,96441,34.3,105467,29.8,127140,18.6
2,3,非耐久財,69079,23.9,3.4,44826,42.1,56246,35,66540,33.2,67691,28.6,79203,28.2,81634,23.1,87201,12.7
2,4,サービス,18134,6.3,3.6,7021,6.6,10174,6.3,13878,6.9,14764,6.2,17238,6.1,23833,6.7,39939,5.8
2,0,住居,30862,10.7,33.2,4612,4.3,10737,6.7,9751,4.9,16019,6.8,22509,8,39993,11.3,112115,16.4
2,1,耐久財,5262,1.8,604.4,31,0,-,-,274,0.1,954,0.4,1118,0.4,1877,0.5,32526,4.7
2,2,半耐久財,154,0.1,-84.6,22,0,223,0.1,143,0.1,172,0.1,145,0.1,285,0.1,88,0
2,4,サービス,25445,8.8,18.7,4558,4.3,10514,6.5,9334,4.7,14893,6.3,21246,7.6,37831,10.7,79502,11.6
2,0,光熱・水道（非耐久財）,19841,6.9,-2.7,12595,11.8,17754,11,17002,8.5,20976,8.9,22114,7.9,23476,6.6,24871,3.6
2,0,家具・家事用品,11531,4,-7.6,3983,3.7,5028,3.1,6918,3.4,8849,3.7,9577,3.4,16032,4.5,30262,4.4
2,1,耐久財,4505,1.6,15,565,0.5,585,0.4,1438,0.7,2799,1.2,1971,0.7,8906,2.5,15241,2.2
2,2,半耐久財,3213,1.1,-24.6,1103,1,1984,1.2,1916,1,2248,0.9,3846,1.4,3011,0.9,8358,1.2
2,3,非耐久財,2907,1,-2.5,1972,1.9,2239,1.4,3024,1.5,2872,1.2,3335,1.2,3371,1,3535,0.5
2,4,サービス,905,0.3,-31.2,343,0.3,220,0.1,540,0.3,930,0.4,425,0.2,744,0.2,3128,0.5
2,0,被服及び履物,15841,5.5,-9,4222,4,7713,4.8,10807,5.4,13970,5.9,14464,5.1,22521,6.4,37087,5.4
2,2,半耐久財,14566,5,-9.4,3991,3.7,6973,4.3,10125,5,13118,5.5,13116,4.7,20865,5.9,33681,4.9
2,4,サービス,1276,0.4,-5.1,231,0.2,741,0.5,682,0.3,852,0.4,1348,0.5,1656,0.5,3406,0.5
2,0,保健医療,13787,4.8,-1.1,4461,4.2,7853,4.9,11089,5.5,13900,5.9,12765,4.5,15367,4.3,30991,4.5
2,1,耐久財,905,0.3,-0.5,70,0.1,122,0.1,1146,0.6,1134,0.5,1212,0.4,1001,0.3,1647,0.2
2,2,半耐久財,156,0.1,-46,5,0,57,0,33,0,276,0.1,137,0,149,0,431,0.1
2,3,非耐久財,4795,1.7,9.5,2264,2.1,3646,2.3,4984,2.5,5699,2.4,4748,1.7,5623,1.6,6585,1
2,4,サービス,7931,2.7,-5.2,2123,2,4028,2.5,4926,2.5,6791,2.9,6668,2.4,8593,2.4,22328,3.3
2,0,交通・通信,34241,11.8,-2.7,7304,6.9,14745,9.2,21181,10.6,26164,11,32512,11.6,38293,10.8,99220,14.5
2,1,耐久財,3297,1.1,-46.9,-,-,-,-,665,0.3,1326,0.6,736,0.3,406,0.1,19915,2.9
2,2,半耐久財,929,0.3,12.3,100,0.1,138,0.1,198,0.1,569,0.2,937,0.3,594,0.2,3959,0.6
2,3,非耐久財,1902,0.7,-30.4,447,0.4,1200,0.7,2406,1.2,2371,1,2168,0.8,1870,0.5,2841,0.4
2,4,サービス,28112,9.7,10.6,6756,6.3,13408,8.3,17911,8.9,21897,9.2,28671,10.2,35422,10,72505,10.6
2,0,教育,12004,4.1,16.2,1576,1.5,3544,2.2,3775,1.9,4259,1.8,7329,2.6,17530,5,45911,6.7
2,3,非耐久財,75,0,-35.3,-,-,80,0,183,0.1,21,0,102,0,97,0,39,0
2,4,サービス,11929,4.1,16.8,1576,1.5,3464,2.2,3592,1.8,4238,1.8,7228,2.6,17433,4.9,45872,6.7
2,0,教養娯楽,38237,13.2,-3.7,9553,9,13308,8.3,21650,10.8,25881,10.9,39173,13.9,45325,12.8,112494,16.4
2,1,耐久財,1163,0.4,-62.7,82,0.1,301,0.2,456,0.2,560,0.2,3465,1.2,985,0.3,2270,0.3
2,2,半耐久財,3622,1.3,-,911,0.9,1726,1.1,2578,1.3,2846,1.2,5930,2.1,3783,1.1,7553,1.1
2,3,非耐久財,5925,2,-,3030,2.8,4269,2.7,6325,3.2,5788,2.4,6987,2.5,6202,1.8,8857,1.3
2,4,サービス,27527,9.5,-,5530,5.2,7012,4.4,12291,6.1,16687,7,22792,8.1,34356,9.7,93814,13.7
2,0,諸雑費,25898,8.9,9,6360,6,13795,8.6,18100,9,24371,10.3,24295,8.6,29368,8.3,64798,9.5
