区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,755,-,-,105,-,109,-,104,-,115,-,111,-,105,-,106,-
0,0,世帯人員,2.9,-,-,2.54,-,2.9,-,2.73,-,2.96,-,2.9,-,3.03,-,3.26,-
0,0,有業人員,1.26,-,-,1.06,-,1.26,-,1.26,-,1.29,-,1.35,-,1.22,-,1.39,-
0,0,世帯主平均年齢,59.7,-,-,65.1,-,60.5,-,61.3,-,59,-,57.2,-,58.8,-,56,-
0,0,消費支出,282206,100,-7.9,103029,100,161192,100,197329,100,231428,100,278404,100,357569,100,644576,100
1,0,商品,142703,50.6,-,75404,73.2,102562,63.6,115113,58.3,131096,56.6,136776,49.1,184137,51.5,253276,39.3
1,1,耐久財,12315,4.4,-58.7,1154,1.1,1321,0.8,2297,1.2,4283,1.9,7999,2.9,9726,2.7,59209,9.2
1,2,半耐久財,22372,7.9,-,5958,5.8,10456,6.5,11066,5.6,19578,8.5,21334,7.7,36944,10.3,51119,7.9
1,3,非耐久財,108016,38.3,-,68292,66.3,90786,56.3,101749,51.6,107236,46.3,107443,38.6,137467,38.4,142948,22.2
1,0,サービス,139503,49.4,-,27626,26.8,58630,36.4,82216,41.7,100332,43.4,141628,50.9,173432,48.5,391300,60.7
2,0,食料,86933,30.8,2.9,51852,50.3,70548,43.8,75668,38.3,82716,35.7,90876,32.6,110088,30.8,126534,19.6
2,3,非耐久財,68479,24.3,1.3,45985,44.6,59553,36.9,62939,31.9,67152,29,69280,24.9,84901,23.7,89425,13.9
2,4,サービス,18453,6.5,9.2,5867,5.7,10995,6.8,12729,6.5,15565,6.7,21596,7.8,25187,7,37109,5.8
2,0,住居,22685,8,-1.1,2368,2.3,11729,7.3,20590,10.4,19576,8.5,30565,11,23952,6.7,49809,7.7
2,1,耐久財,2775,1,10.8,133,0.1,-,-,88,0,-,-,174,0.1,883,0.2,18085,2.8
2,2,半耐久財,132,0,-62.6,35,0,85,0.1,127,0.1,98,0,151,0.1,135,0,290,0
2,4,サービス,19779,7,-1.4,2199,2.1,11644,7.2,20375,10.3,19478,8.4,30241,10.9,22935,6.4,31434,4.9
2,0,光熱・水道（非耐久財）,18563,6.6,-8.4,11055,10.7,15999,9.9,21173,10.7,18785,8.1,17256,6.2,23246,6.5,22416,3.5
2,0,家具・家事用品,9424,3.3,-20.2,3354,3.3,5043,3.1,4282,2.2,8158,3.5,9120,3.3,11667,3.3,24259,3.8
2,1,耐久財,2954,1,-32.3,539,0.5,215,0.1,521,0.3,2270,1,2937,1.1,3922,1.1,10237,1.6
2,2,半耐久財,2778,1,-25.8,963,0.9,1812,1.1,1408,0.7,2923,1.3,3248,1.2,3594,1,5478,0.8
2,3,非耐久財,2529,0.9,-2.7,1671,1.6,2079,1.3,2071,1,2624,1.1,2396,0.9,3336,0.9,3521,0.5
2,4,サービス,1162,0.4,6.2,181,0.2,938,0.6,282,0.1,341,0.1,539,0.2,816,0.2,5023,0.8
2,0,被服及び履物,13920,4.9,10.6,3459,3.4,6570,4.1,7091,3.6,11644,5,13264,4.8,22783,6.4,32533,5
2,2,半耐久財,13216,4.7,12.6,3312,3.2,6168,3.8,6838,3.5,11170,4.8,12587,4.5,21480,6,30865,4.8
2,4,サービス,704,0.2,-17.6,147,0.1,402,0.2,253,0.1,474,0.2,676,0.2,1302,0.4,1669,0.3
2,0,保健医療,15170,5.4,-4.4,5204,5.1,7654,4.7,8802,4.5,11049,4.8,14907,5.4,19010,5.3,39436,6.1
2,1,耐久財,952,0.3,26.3,204,0.2,672,0.4,686,0.3,505,0.2,919,0.3,2675,0.7,1001,0.2
2,2,半耐久財,451,0.2,22.2,10,0,141,0.1,35,0,65,0,180,0.1,325,0.1,2394,0.4
2,3,非耐久財,4662,1.7,-0.5,2014,2,3547,2.2,3903,2,4796,2.1,5037,1.8,6876,1.9,6445,1
2,4,サービス,9106,3.2,-9.5,2976,2.9,3294,2,4178,2.1,5682,2.5,8771,3.2,9134,2.6,29597,4.6
2,0,交通・通信,33618,11.9,-37,8529,8.3,14686,9.1,19287,9.8,24295,10.5,30952,11.1,50190,14,87127,13.5
2,1,耐久財,4007,1.4,-78.1,113,0.1,240,0.1,-,-,489,0.2,1644,0.6,876,0.2,24593,3.8
2,2,半耐久財,701,0.2,-69.5,267,0.3,253,0.2,150,0.1,486,0.2,847,0.3,1625,0.5,1278,0.2
2,3,非耐久財,2077,0.7,-23.8,670,0.7,1252,0.8,1001,0.5,2622,1.1,2000,0.7,3796,1.1,3190,0.5
2,4,サービス,26832,9.5,-10.4,7478,7.3,12940,8,18136,9.2,20698,8.9,26461,9.5,43892,12.3,58066,9
2,0,教育,20656,7.3,20.5,373,0.4,1813,1.1,4087,2.1,6679,2.9,8335,3,14477,4,108449,16.8
2,3,非耐久財,141,0,36.9,-,-,116,0.1,22,0,-,-,44,0,201,0.1,602,0.1
2,4,サービス,20515,7.3,20.4,373,0.4,1697,1.1,4066,2.1,6679,2.9,8291,3,14277,4,107847,16.7
2,0,教養娯楽,36139,12.8,-10.6,8267,8,14915,9.3,20923,10.6,28395,12.3,38440,13.8,48803,13.6,92911,14.4
2,1,耐久財,1197,0.4,-22,-,-,50,0,590,0.3,352,0.2,2032,0.7,1188,0.3,4149,0.6
2,2,半耐久財,3055,1.1,-,967,0.9,1196,0.7,1696,0.9,3002,1.3,2761,1,5433,1.5,6316,1
2,3,非耐久財,6702,2.4,-,3976,3.9,5427,3.4,6649,3.4,6391,2.8,6530,2.3,8340,2.3,9584,1.5
2,4,サービス,25185,8.9,-,3324,3.2,8242,5.1,11988,6.1,18651,8.1,27117,9.7,33843,9.5,72861,11.3
2,0,諸雑費,25099,8.9,-9.3,8568,8.3,12233,7.6,15425,7.8,20131,8.7,24690,8.9,33352,9.3,61102,9.5
2,1,耐久財,430,0.2,-81.2,164,0.2,143,0.1,412,0.2,668,0.3,293,0.1,183,0.1,1144,0.2
2,2,半耐久財,2038,0.7,-40.5,404,0.4,800,0.5,811,0.4,1834,0.8,1560,0.6,4351,1.2,4498,0.7
2,3,非耐久財,4864,1.7,2.6,2921,2.8,2812,1.7,3991,2,4866,2.1,4901,1.8,6772,1.9,7765,1.2
2,4,サービス,17767,6.3,3.2,5079,4.9,8477,5.3,10210,5.2,12764,5.5,17936,6.4,22046,6.2,47695,7.4
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年9月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）財・サービス別結果は、品目分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等・消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
