項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,736,-,-,103,-,114,-,103,-,111,-,103,-,101,-,101,-
0,世帯人員,2.97,-,-,2.41,-,2.83,-,2.86,-,3.07,-,3.08,-,3.33,-,3.18,-
0,有業人員,1.3,-,-,1.15,-,1.04,-,1.11,-,1.4,-,1.41,-,1.63,-,1.38,-
0,世帯主平均年齢,59,-,-,67.5,-,61.8,-,57.9,-,57.7,-,58.7,-,54.2,-,55.6,-
0,消費支出,346563,100,9.8,117650,100,182579,100,222807,100,269824,100,328077,100,423325,100,879239,100
2,基礎的支出,176232,50.9,-,90804,77.2,122966,67.3,147055,66,159020,58.9,190471,58.1,211482,50,310960,35.4
3,選択的支出,170331,49.1,-,26846,22.8,59613,32.7,75752,34,110804,41.1,137606,41.9,211843,50,568278,64.6
1,食料,91687,26.5,4.4,54269,46.1,68696,37.6,79581,35.7,89266,33.1,94754,28.9,117591,27.8,137201,15.6
2,基礎的支出,68949,19.9,-,47261,40.2,56283,30.8,63018,28.3,69427,25.7,72253,22,83129,19.6,91024,10.4
3,選択的支出,22738,6.6,-,7008,6,12412,6.8,16562,7.4,19839,7.4,22501,6.9,34462,8.1,46177,5.3
1,住居,20834,6,4.4,4458,3.8,13066,7.2,14827,6.7,14124,5.2,24598,7.5,29669,7,44904,5.1
2,基礎的支出,19304,5.6,-,4458,3.8,12797,7,13724,6.2,13466,5,23595,7.2,25919,6.1,41008,4.7
3,選択的支出,1530,0.4,-,-,-,269,0.1,1103,0.5,658,0.2,1003,0.3,3750,0.9,3895,0.4
1,光熱・水道,23766,6.9,4.5,16589,14.1,21009,11.5,24773,11.1,24457,9.1,24773,7.6,27245,6.4,27431,3.1
2,基礎的支出,23766,6.9,4.5,16589,14.1,21009,11.5,24773,11.1,24457,9.1,24773,7.6,27245,6.4,27431,3.1
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,12732,3.7,-3.8,4087,3.5,5349,2.9,9163,4.1,8808,3.3,10252,3.1,16972,4,34387,3.9
2,基礎的支出,9481,2.7,-,3505,3,4301,2.4,6972,3.1,7114,2.6,6836,2.1,11755,2.8,25811,2.9
3,選択的支出,3251,0.9,-,582,0.5,1048,0.6,2191,1,1693,0.6,3416,1,5218,1.2,8576,1
1,被服及び履物,18258,5.3,4.5,2680,2.3,8893,4.9,10300,4.6,16016,5.9,21020,6.4,29039,6.9,39678,4.5
2,基礎的支出,1255,0.4,-,350,0.3,761,0.4,1235,0.6,1012,0.4,1807,0.6,1930,0.5,1678,0.2
3,選択的支出,17004,4.9,-,2330,2,8133,4.5,9065,4.1,15004,5.6,19214,5.9,27108,6.4,38000,4.3
1,保健医療,12763,3.7,7.5,4812,4.1,7215,4,9004,4,9540,3.5,18417,5.6,19276,4.6,20997,2.4
2,基礎的支出,10253,3,-,4584,3.9,6278,3.4,8158,3.7,8519,3.2,15964,4.9,13677,3.2,14554,1.7
3,選択的支出,2510,0.7,-,228,0.2,937,0.5,846,0.4,1021,0.4,2453,0.7,5600,1.3,6443,0.7
1,交通・通信,46920,13.5,33.3,7876,6.7,15806,8.7,21461,9.6,26074,9.7,31765,9.7,47404,11.2,177654,20.2
2,基礎的支出,11050,3.2,-,3378,2.9,6893,3.8,8980,4,8616,3.2,11819,3.6,13458,3.2,24124,2.7
3,選択的支出,35870,10.4,-,4499,3.8,8913,4.9,12480,5.6,17458,6.5,19946,6.1,33946,8,153530,17.5
1,教育,22982,6.6,19.9,277,0.2,3133,1.7,5054,2.3,7101,2.6,10386,3.2,19648,4.6,115043,13.1
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,22982,6.6,19.9,277,0.2,3133,1.7,5054,2.3,7101,2.6,10386,3.2,19648,4.6,115043,13.1
1,教養娯楽,41470,12,-3.7,9697,8.2,19605,10.7,19736,8.9,29746,11,36437,11.1,55658,13.1,119036,13.5
2,基礎的支出,6918,2,-,4136,3.5,4974,2.7,5327,2.4,5902,2.2,7322,2.2,10965,2.6,9753,1.1
3,選択的支出,34552,10,-,5561,4.7,14631,8,14408,6.5,23844,8.8,29115,8.9,44692,10.6,109283,12.4
1,その他の消費支出,55151,15.9,22.4,12904,11,19807,10.8,28909,13,44691,16.6,55674,17,60822,14.4,162908,18.5
2,基礎的支出,25256,7.3,-,6543,5.6,9670,5.3,14867,6.7,20507,7.6,26102,8,23403,5.5,75577,8.6
3,選択的支出,29895,8.6,-,6360,5.4,10137,5.6,14043,6.3,24184,9,29572,9,37419,8.8,87331,9.9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年5月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
