項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8876,-,2363,-,1874,-,7637,-,7002,-,1124,-
0,0,0,0,0,調査世帯数,231,-,-,207,-,51,-,41,-,180,-,166,-,24,-
0,0,0,0,0,世帯人員,2.36,-,-,2.39,-,2.24,-,2.31,-,2.4,-,2.41,-,2.16,-
0,0,0,0,0,有業人員,0.47,-,-,0.47,-,0.33,-,0.38,-,0.51,-,0.49,-,0.46,-
0,0,0,0,0,世帯主平均年齢,73.9,-,-,74.2,-,74.4,-,75,-,73.8,-,74,-,71.5,-
1,0,0,0,0,受取,783699,-,-6.2,794593,-,556898,-,567765,-,853891,-,855315,-,697641,-
1,1,0,0,0,実収入,335302,100,-4,339035,100,265701,100,268225,100,356842,100,357991,100,305811,100
1,2,0,0,0,経常収入,326834,97.5,-5.6,329855,97.3,262067,98.6,263644,98.3,346879,97.2,347580,97.1,302974,99.1
1,3,0,0,0,勤め先収入,36701,10.9,64.8,32996,9.7,3668,1.4,4625,1.7,46924,13.1,40591,11.3,65970,21.6
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,20264,6,486.9,22829,6.7,-,-,-,-,26535,7.4,28940,8.1,-,-
1,6,0,0,0,うち女,20264,6,486.9,22829,6.7,-,-,-,-,26535,7.4,28940,8.1,-,-
1,4,0,0,0,他の世帯員収入,16437,4.9,-12.6,10167,3,3668,1.4,4625,1.7,20389,5.7,11651,3.3,65970,21.6
1,3,0,0,0,事業・内職収入,8904,2.7,5.9,8974,2.6,339,0.1,144,0.1,11554,3.2,11338,3.2,8349,2.7
1,4,0,0,0,家賃収入,5306,1.6,2.2,5978,1.8,-,-,-,-,6948,1.9,7578,2.1,-,-
1,4,0,0,0,他の事業収入,486,0.1,471.8,-,-,-,-,-,-,637,0.2,-,-,4329,1.4
1,4,0,0,0,内職収入,3111,0.9,-0.6,2996,0.9,339,0.1,144,0.1,3969,1.1,3760,1.1,4021,1.3
1,3,0,0,0,他の経常収入,281229,83.9,-10.9,287885,84.9,258060,97.1,258875,96.5,288400,80.8,295651,82.6,228655,74.8
1,4,0,0,0,財産収入,5075,1.5,-75.1,5718,1.7,-,-,-,-,6646,1.9,7248,2,-,-
1,4,0,0,0,社会保障給付,274657,81.9,-6.2,281254,83,256812,96.7,257302,95.9,280180,78.5,287666,80.4,222544,72.8
1,5,0,0,0,公的年金給付,269216,80.3,-7.3,280538,82.7,243520,91.7,257302,95.9,277168,77.7,286758,80.1,179773,58.8
1,5,0,0,0,他の社会保障給付,5441,1.6,134,716,0.2,13292,5,-,-,3012,0.8,908,0.3,42770,14
1,4,0,0,0,仕送り金,1497,0.4,-37.9,913,0.3,1247,0.5,1573,0.6,1574,0.4,736,0.2,6111,2
1,2,0,0,0,特別収入,8467,2.5,185.9,9180,2.7,3633,1.4,4581,1.7,9963,2.8,10411,2.9,2837,0.9
1,3,0,0,0,受贈金,1645,0.5,53,1787,0.5,1746,0.7,2202,0.8,1614,0.5,1676,0.5,525,0.2
1,3,0,0,0,他の特別収入,6822,2,261.7,7393,2.2,1887,0.7,2379,0.9,8349,2.3,8735,2.4,2313,0.8
1,1,0,0,0,実収入以外の受取(繰入金を除く),365387,-,-13.7,367640,-,235350,-,237266,-,405632,-,402541,-,347590,-
1,2,0,0,0,預貯金引出,288359,-,-14.5,286749,-,209551,-,212092,-,312749,-,306735,-,301076,-
1,2,0,0,0,保険金,35472,-,-26.7,37843,-,10535,-,7509,-,43189,-,45963,-,16741,-
1,3,0,0,0,個人・企業年金保険金,35472,-,-25.8,37843,-,10535,-,7509,-,43189,-,45963,-,16741,-
1,3,0,0,0,他の保険金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,1602,-,...,-,-,-,-,-,-,2098,-,-,-,14259,-
1,2,0,0,0,分割払購入借入金,282,-,-74.9,317,-,1151,-,1451,-,13,-,14,-,-,-
1,2,0,0,0,一括払購入借入金,39355,-,7.9,42372,-,13240,-,15114,-,47437,-,49670,-,15514,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,318,-,14,358,-,873,-,1101,-,146,-,160,-,-,-
1,1,0,0,0,繰入金,83010,-,31.8,87918,-,55847,-,62273,-,91417,-,94783,-,44240,-
2,0,0,0,0,支払,783699,-,-6.2,794593,-,556898,-,567765,-,853891,-,855315,-,697641,-
2,1,0,0,0,実支出,349447,-,-3.4,353807,-,240088,-,248048,-,383292,-,382119,-,315003,-
2,2,0,0,0,生計支出,310250,-,-2.7,314168,-,221915,-,228242,-,337588,-,337170,-,279298,-
2,3,0,0,0,消費支出,310250,100,-2.7,314168,100,221915,100,228242,100,337588,100,337170,100,279298,100
2,4,1,0,0,食料,97738,31.5,0.5,100688,32,77301,34.8,83189,36.4,104062,30.8,105372,31.3,74430,26.6
2,5,1,1,0,穀類,8668,2.8,9.1,8757,2.8,6751,3,6949,3,9261,2.7,9241,2.7,7968,2.9
2,6,1,1,1,米類,2334,0.8,13.9,2375,0.8,1474,0.7,1581,0.7,2600,0.8,2588,0.8,2008,0.7
2,6,1,1,2,パン,2681,0.9,1.6,2666,0.8,1731,0.8,1707,0.7,2975,0.9,2923,0.9,2797,1
2,6,1,1,3,麺類,1720,0.6,8.9,1761,0.6,1942,0.9,2059,0.9,1652,0.5,1681,0.5,1399,0.5
2,6,1,1,4,他の穀類,1933,0.6,15.4,1954,0.6,1605,0.7,1602,0.7,2034,0.6,2048,0.6,1765,0.6
2,5,1,2,0,魚介類,13695,4.4,-2.1,14337,4.6,11045,5,12192,5.3,14515,4.3,14911,4.4,8623,3.1
2,6,1,2,1,生鮮魚介,7162,2.3,-5.1,7540,2.4,6286,2.8,7047,3.1,7434,2.2,7672,2.3,4176,1.5
2,6,1,2,2,塩干魚介,2203,0.7,5.4,2306,0.7,1832,0.8,2082,0.9,2318,0.7,2367,0.7,1389,0.5
2,6,1,2,3,魚肉練製品,2324,0.7,3.4,2405,0.8,1479,0.7,1538,0.7,2585,0.8,2637,0.8,1683,0.6
2,6,1,2,4,他の魚介加工品,2005,0.6,-4.8,2085,0.7,1448,0.7,1525,0.7,2178,0.6,2235,0.7,1375,0.5
2,5,1,3,0,肉類,8625,2.8,-2.3,8876,2.8,7338,3.3,8097,3.5,9024,2.7,9085,2.7,6645,2.4
2,6,1,3,1,生鮮肉,7090,2.3,-2.1,7300,2.3,5736,2.6,6346,2.8,7509,2.2,7556,2.2,5432,1.9
2,6,1,3,2,加工肉,1535,0.5,-3,1576,0.5,1602,0.7,1751,0.8,1514,0.4,1529,0.5,1213,0.4
2,5,1,4,0,乳卵類,4441,1.4,4.2,4547,1.4,3473,1.6,3848,1.7,4740,1.4,4734,1.4,3598,1.3
2,6,1,4,1,牛乳,1502,0.5,1.5,1559,0.5,1172,0.5,1246,0.5,1604,0.5,1643,0.5,1047,0.4
2,6,1,4,2,乳製品,2045,0.7,7.9,2082,0.7,1512,0.7,1741,0.8,2210,0.7,2174,0.6,1750,0.6
2,6,1,4,3,卵,894,0.3,0.8,906,0.3,788,0.4,862,0.4,927,0.3,917,0.3,802,0.3
2,5,1,5,0,野菜・海藻,13350,4.3,-1.9,13594,4.3,10030,4.5,10510,4.6,14378,4.3,14419,4.3,11426,4.1
2,6,1,5,1,生鮮野菜,8483,2.7,-3.4,8663,2.8,6412,2.9,6666,2.9,9123,2.7,9198,2.7,7056,2.5
2,6,1,5,2,乾物・海藻,1558,0.5,13.1,1581,0.5,1083,0.5,1183,0.5,1704,0.5,1688,0.5,1372,0.5
2,6,1,5,3,大豆加工品,1422,0.5,-5.8,1465,0.5,1095,0.5,1166,0.5,1523,0.5,1544,0.5,1087,0.4
2,6,1,5,4,他の野菜・海藻加工品,1888,0.6,-2.6,1885,0.6,1438,0.6,1496,0.7,2027,0.6,1989,0.6,1911,0.7
2,5,1,6,0,果物,4654,1.5,4.7,4759,1.5,3257,1.5,3316,1.5,5086,1.5,5145,1.5,3829,1.4
2,6,1,6,1,生鮮果物,4004,1.3,5.8,4083,1.3,2935,1.3,2922,1.3,4335,1.3,4394,1.3,3383,1.2
2,6,1,6,2,果物加工品,650,0.2,-1.5,676,0.2,323,0.1,394,0.2,751,0.2,751,0.2,446,0.2
2,5,1,7,0,油脂・調味料,4573,1.5,-4.7,4653,1.5,3824,1.7,3974,1.7,4805,1.4,4835,1.4,3939,1.4
2,6,1,7,1,油脂,564,0.2,13.9,563,0.2,473,0.2,478,0.2,593,0.2,586,0.2,575,0.2
2,6,1,7,2,調味料,4008,1.3,-6.9,4090,1.3,3351,1.5,3496,1.5,4212,1.2,4249,1.3,3364,1.2
