項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,741,-,-,102,-,113,-,113,-,105,-,104,-,104,-,100,-
0,世帯人員,3.01,-,-,2.48,-,2.81,-,2.87,-,3.11,-,3.28,-,3.27,-,3.22,-
0,有業人員,1.32,-,-,1.1,-,1.06,-,1.15,-,1.49,-,1.44,-,1.55,-,1.46,-
0,世帯主平均年齢,58.3,-,-,65,-,61.4,-,59.5,-,56.6,-,56.8,-,53.8,-,55.3,-
0,消費支出,346966,100,10,105289,100,176135,100,231903,100,284574,100,340788,100,438736,100,845323,100
2,基礎的支出,186059,53.6,-,83771,79.6,129466,73.5,158241,68.2,180341,63.4,199941,58.7,232347,53,316641,37.5
3,選択的支出,160907,46.4,-,21518,20.4,46668,26.5,73662,31.8,104232,36.6,140846,41.3,206389,47,528682,62.5
1,食料,85838,24.7,7.3,46363,44,59876,34,70877,30.6,81203,28.5,98818,29,106646,24.3,136461,16.1
2,基礎的支出,63741,18.4,-,40466,38.4,49173,27.9,57490,24.8,61623,21.7,76217,22.4,74204,16.9,86714,10.3
3,選択的支出,22097,6.4,-,5898,5.6,10703,6.1,13387,5.8,19580,6.9,22601,6.6,32442,7.4,49747,5.9
1,住居,24099,6.9,2.4,2496,2.4,14073,8,20291,8.7,26523,9.3,12103,3.6,41248,9.4,51649,6.1
2,基礎的支出,21440,6.2,-,2378,2.3,13641,7.7,19238,8.3,24462,8.6,10877,3.2,35292,8,43932,5.2
3,選択的支出,2659,0.8,-,118,0.1,432,0.2,1053,0.5,2061,0.7,1227,0.4,5956,1.4,7718,0.9
1,光熱・水道,31374,9,10.8,18924,18,27921,15.9,30407,13.1,33219,11.7,36548,10.7,36371,8.3,36132,4.3
2,基礎的支出,31374,9,10.8,18924,18,27921,15.9,30407,13.1,33219,11.7,36548,10.7,36371,8.3,36132,4.3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,8578,2.5,-21.4,2380,2.3,6198,3.5,5256,2.3,7712,2.7,10456,3.1,11838,2.7,16108,1.9
2,基礎的支出,6095,1.8,-,2078,2,4276,2.4,4233,1.8,5450,1.9,7274,2.1,8801,2,10501,1.2
3,選択的支出,2483,0.7,-,302,0.3,1923,1.1,1023,0.4,2262,0.8,3182,0.9,3037,0.7,5607,0.7
1,被服及び履物,17437,5,-4.6,3425,3.3,4940,2.8,11597,5,12668,4.5,19497,5.7,23416,5.3,46187,5.5
2,基礎的支出,991,0.3,-,291,0.3,378,0.2,534,0.2,1067,0.4,1022,0.3,1506,0.3,2129,0.3
3,選択的支出,16446,4.7,-,3134,3,4562,2.6,11063,4.8,11601,4.1,18475,5.4,21910,5,44058,5.2
1,保健医療,14412,4.2,5.9,4609,4.4,6240,3.5,10997,4.7,10898,3.8,14767,4.3,19190,4.4,33961,4
2,基礎的支出,12746,3.7,-,4394,4.2,5987,3.4,9552,4.1,8791,3.1,13345,3.9,17282,3.9,29679,3.5
3,選択的支出,1666,0.5,-,216,0.2,253,0.1,1445,0.6,2107,0.7,1422,0.4,1908,0.4,4281,0.5
1,交通・通信,46748,13.5,42,7022,6.7,13208,7.5,21684,9.4,27369,9.6,37784,11.1,45100,10.3,173512,20.5
2,基礎的支出,11241,3.2,-,3518,3.3,5720,3.2,7973,3.4,10880,3.8,12921,3.8,14652,3.3,22882,2.7
3,選択的支出,35506,10.2,-,3504,3.3,7489,4.3,13711,5.9,16489,5.8,24863,7.3,30449,6.9,150630,17.8
1,教育,14554,4.2,13.7,489,0.5,2825,1.6,2072,0.9,7970,2.8,6352,1.9,21633,4.9,60018,7.1
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,14554,4.2,13.7,489,0.5,2825,1.6,2072,0.9,7970,2.8,6352,1.9,21633,4.9,60018,7.1
1,教養娯楽,37940,10.9,10.5,7416,7,15726,8.9,20278,8.7,26855,9.4,37167,10.9,51271,11.7,106055,12.5
2,基礎的支出,7239,2.1,-,3489,3.3,6521,3.7,5680,2.4,7495,2.6,7165,2.1,8026,1.8,12226,1.4
3,選択的支出,30700,8.8,-,3927,3.7,9205,5.2,14598,6.3,19360,6.8,30003,8.8,43245,9.9,93829,11.1
1,その他の消費支出,65985,19,8.5,12165,11.6,25126,14.3,38442,16.6,50156,17.6,67294,19.7,82021,18.7,185240,21.9
2,基礎的支出,31190,9,-,8234,7.8,15850,9,23134,10,27353,9.6,34573,10.1,36214,8.3,72446,8.6
3,選択的支出,34795,10,-,3932,3.7,9276,5.3,15309,6.6,22802,8,32721,9.6,45808,10.4,112794,13.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年1月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
