項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,6982,-,1651,-,474,-,893,-
0,0,0,0,0,調査世帯数,377,-,272,-,59,-,17,-,29,-
0,0,0,0,0,世帯人員,3.28,-,3.36,-,3.07,-,2.78,-,3.33,-
0,0,0,0,0,有業人員,1.6,-,1.66,-,1.47,-,1.52,-,1.43,-
0,0,0,0,0,世帯主平均年齢,48.4,-,50.7,-,43,-,49.2,-,40.6,-
1,0,0,0,0,受取,998668,-,1073421,-,817155,-,768020,-,872379,-
1,1,0,0,0,実収入,518855,100,546633,100,469429,100,356227,100,479467,100
1,2,0,0,0,経常収入,517011,99.6,544431,99.6,468384,99.8,354854,99.6,478687,99.8
1,3,0,0,0,勤め先収入,465293,89.7,490970,89.8,424970,90.5,220999,62,468893,97.8
1,4,0,0,0,世帯主収入,412375,79.5,437864,80.1,361141,76.9,191906,53.9,424955,88.6
1,6,0,0,0,うち男,403694,77.8,430079,78.7,349979,74.6,175207,49.2,418128,87.2
1,5,0,0,0,定期収入,404272,77.9,428327,78.4,357177,76.1,190192,53.4,417019,87
1,5,0,0,0,臨時収入,6359,1.2,7040,1.3,3964,0.8,1714,0.5,7936,1.7
1,5,0,0,0,賞与,1743,0.3,2497,0.5,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,50458,9.7,50579,9.3,62351,13.3,19539,5.5,43939,9.2
1,6,0,0,0,うち女,47717,9.2,47438,8.7,62351,13.3,19539,5.5,37802,7.9
1,4,0,0,0,他の世帯員収入,2461,0.5,2527,0.5,1478,0.3,9554,2.7,-,-
1,3,0,0,0,事業・内職収入,2707,0.5,3469,0.6,-,-,901,0.3,2716,0.6
1,4,0,0,0,家賃収入,1826,0.4,2268,0.4,-,-,-,-,2716,0.6
1,4,0,0,0,他の事業収入,649,0.1,929,0.2,-,-,-,-,-,-
1,4,0,0,0,内職収入,233,0,272,0,-,-,901,0.3,-,-
