項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8655,-,2430,-,1757,-,7570,-,6898,-,1345,-
0,0,0,0,0,調査世帯数,237,-,-,205,-,59,-,43,-,178,-,162,-,32,-
0,0,0,0,0,世帯人員,2.37,-,-,2.38,-,2.24,-,2.23,-,2.41,-,2.42,-,2.33,-
0,0,0,0,0,有業人員,0.43,-,-,0.44,-,0.31,-,0.37,-,0.47,-,0.46,-,0.35,-
0,0,0,0,0,世帯主平均年齢,74.4,-,-,74.7,-,74.1,-,74.7,-,74.5,-,74.7,-,72.8,-
1,0,0,0,0,受取,440558,-,-3.2,453748,-,304286,-,332746,-,484290,-,484567,-,355695,-
1,1,0,0,0,実収入,39976,100,-17.1,41156,100,18028,100,16783,100,47020,100,47364,100,32386,100
1,2,0,0,0,経常収入,37968,95,-17.8,39353,95.6,15941,88.4,15836,94.4,45037,95.8,45343,95.7,29055,89.7
1,3,0,0,0,勤め先収入,14490,36.2,-20.9,15305,37.2,4633,25.7,5623,33.5,17653,37.5,17771,37.5,9241,28.5
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,4137,10.3,19.9,4410,10.7,77,0.4,-,-,5440,11.6,5534,11.7,2379,7.3
1,6,0,0,0,うち女,4137,10.3,19.9,4410,10.7,77,0.4,-,-,5440,11.6,5534,11.7,2379,7.3
1,4,0,0,0,他の世帯員収入,10352,25.9,-30.4,10895,26.5,4557,25.3,5623,33.5,12212,26,12238,25.8,6862,21.2
1,3,0,0,0,事業・内職収入,7503,18.8,-10.7,7125,17.3,3157,17.5,4366,26,8898,18.9,7828,16.5,9937,30.7
1,4,0,0,0,家賃収入,2167,5.4,-50.8,2504,6.1,-,-,-,-,2862,6.1,3141,6.6,-,-
1,4,0,0,0,他の事業収入,1539,3.8,428.9,334,0.8,-,-,-,-,2034,4.3,419,0.9,9295,28.7
1,4,0,0,0,内職収入,3797,9.5,2.4,4288,10.4,3157,17.5,4366,26,4002,8.5,4268,9,641,2
1,3,0,0,0,他の経常収入,15975,40,-17.9,16923,41.1,8150,45.2,5847,34.8,18486,39.3,19744,41.7,9877,30.5
1,4,0,0,0,財産収入,2082,5.2,-75.2,2406,5.8,103,0.6,142,0.8,2717,5.8,2982,6.3,-,-
1,4,0,0,0,社会保障給付,10216,25.6,-6.5,10703,26,6263,34.7,3237,19.3,11485,24.4,12604,26.6,7084,21.9
1,5,0,0,0,公的年金給付,8651,21.6,-14.3,9995,24.3,2177,12.1,3011,17.9,10728,22.8,11774,24.9,-,-
1,5,0,0,0,他の社会保障給付,1565,3.9,86.1,708,1.7,4085,22.7,225,1.3,757,1.6,830,1.8,7084,21.9
1,4,0,0,0,仕送り金,3677,9.2,...,3815,9.3,1784,9.9,2467,14.7,4285,9.1,4158,8.8,2793,8.6
1,2,0,0,0,特別収入,2008,5,-2.4,1803,4.4,2087,11.6,947,5.6,1983,4.2,2021,4.3,3331,10.3
1,3,0,0,0,受贈金,799,2,-21.2,819,2,306,1.7,424,2.5,957,2,920,1.9,664,2.1
1,3,0,0,0,他の特別収入,1210,3,15.8,983,2.4,1781,9.9,524,3.1,1027,2.2,1100,2.3,2667,8.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),305743,-,-6,321795,-,206542,-,220080,-,337579,-,347701,-,202476,-
1,2,0,0,0,預貯金引出,250852,-,-11.1,259380,-,174496,-,177073,-,275356,-,280343,-,195991,-
1,2,0,0,0,保険金,12222,-,89.2,14121,-,15745,-,21773,-,11091,-,12172,-,-,-
1,3,0,0,0,個人・企業年金保険金,8754,-,53,10114,-,15745,-,21773,-,6510,-,7145,-,-,-
1,3,0,0,0,他の保険金,3468,-,369.9,4007,-,-,-,-,-,4581,-,5028,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,6,-,-99.2,2,-,-,-,-,-,8,-,2,-,35,-
1,2,0,0,0,一括払購入借入金,42525,-,38.3,48133,-,16300,-,21234,-,50941,-,54984,-,6449,-
1,2,0,0,0,土地家屋売却,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,138,-,305.9,160,-,-,-,-,-,182,-,200,-,-,-
1,1,0,0,0,繰入金,94838,-,16.3,90797,-,79716,-,95882,-,99691,-,89502,-,120834,-
2,0,0,0,0,支払,440558,-,-3.2,453748,-,304286,-,332746,-,484290,-,484567,-,355695,-
2,1,0,0,0,実支出,292988,-,2,302322,-,207584,-,215895,-,320396,-,324335,-,232938,-
2,2,0,0,0,生計支出,271615,-,5,279477,-,194508,-,198398,-,296360,-,300127,-,221039,-
2,3,0,0,0,消費支出,271615,100,12.4,279477,100,194508,100,198398,100,296360,100,300127,100,221039,100
2,4,1,0,0,食料,76212,28.1,4.2,79255,28.4,69351,35.7,74825,37.7,78414,26.5,80383,26.8,56635,25.6
2,5,1,1,0,穀類,6014,2.2,2.5,6007,2.1,6392,3.3,6087,3.1,5893,2,5986,2,6065,2.7
2,6,1,1,1,米類,1945,0.7,2.5,1806,0.6,2444,1.3,2017,1,1785,0.6,1752,0.6,2841,1.3
2,6,1,1,2,パン,2454,0.9,-2.9,2518,0.9,2449,1.3,2461,1.2,2456,0.8,2532,0.8,2044,0.9
2,6,1,1,3,麺類,1312,0.5,8.5,1358,0.5,1256,0.6,1349,0.7,1331,0.4,1360,0.5,1021,0.5
