項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1056,-,1302,-,1750,-,1625,-,1321,-,1321,-,1143,-,482,-
0,0,0,0,0,調査世帯数,367,-,41,-,46,-,64,-,60,-,48,-,48,-,42,-,18,-
0,0,0,0,0,世帯人員,3.35,-,3.32,-,3.43,-,3.59,-,3.5,-,3.51,-,3.2,-,2.97,-,2.63,-
0,0,0,0,0,有業人員,1.64,-,1.52,-,1.4,-,1.39,-,1.61,-,1.68,-,1.88,-,2.14,-,1.7,-
0,0,0,0,0,世帯主平均年齢,47.8,-,30.9,-,37.3,-,42.1,-,46.9,-,51.7,-,57.1,-,62,-,67.7,-
1,0,0,0,0,受取,1070638,-,774686,-,1092912,-,1041659,-,1211721,-,1301534,-,1182260,-,904371,-,744295,-
1,1,0,0,0,実収入,502885,100,403717,100,523449,100,510979,100,590225,100,623419,100,546000,100,333816,100,293363,100
1,2,0,0,0,経常収入,489700,97.4,390234,96.7,504391,96.4,498011,97.5,575021,97.4,608257,97.6,537259,98.4,325575,97.5,284226,96.9
1,3,0,0,0,勤め先収入,477136,94.9,383521,95,502066,95.9,485672,95,561097,95.1,599677,96.2,525902,96.3,305549,91.5,238441,81.3
1,4,0,0,0,世帯主収入,411792,81.9,342254,84.8,450647,86.1,436404,85.4,490504,83.1,472216,75.7,458660,84,246935,74,201533,68.7
1,6,0,0,0,うち男,394102,78.4,326667,80.9,450647,86.1,414960,81.2,477995,81,444130,71.2,452065,82.8,208158,62.4,175730,59.9
1,5,0,0,0,定期収入,404726,80.5,335732,83.2,424209,81,435674,85.3,480342,81.4,471119,75.6,455424,83.4,243416,72.9,197751,67.4
1,5,0,0,0,臨時収入,3194,0.6,3933,1,1792,0.3,729,0.1,10162,1.7,1097,0.2,3236,0.6,99,0,3782,1.3
1,5,0,0,0,賞与,3872,0.8,2589,0.6,24646,4.7,-,-,-,-,-,-,-,-,3420,1,-,-
1,4,0,0,0,世帯主の配偶者の収入,59736,11.9,41267,10.2,51420,9.8,49269,9.6,69696,11.8,122908,19.7,65760,12,28481,8.5,11608,4
1,6,0,0,0,うち女,59338,11.8,37492,9.3,51420,9.8,49269,9.6,69696,11.8,122908,19.7,65760,12,28481,8.5,11608,4
1,4,0,0,0,他の世帯員収入,5607,1.1,-,-,-,-,-,-,897,0.2,4553,0.7,1481,0.3,30132,9,25300,8.6
1,3,0,0,0,事業・内職収入,6748,1.3,-,-,1336,0.3,5043,1,6985,1.2,8497,1.4,4518,0.8,9984,3,35165,12
1,4,0,0,0,家賃収入,2708,0.5,-,-,-,-,3021,0.6,3238,0.5,5866,0.9,3036,0.6,4179,1.3,-,-
1,4,0,0,0,他の事業収入,3480,0.7,-,-,272,0.1,2022,0.4,2164,0.4,2355,0.4,517,0.1,5805,1.7,35165,12
1,4,0,0,0,内職収入,560,0.1,-,-,1064,0.2,-,-,1584,0.3,276,0,964,0.2,-,-,-,-
1,3,0,0,0,他の経常収入,5817,1.2,6713,1.7,989,0.2,7296,1.4,6938,1.2,83,0,6839,1.3,10043,3,10620,3.6
1,4,0,0,0,財産収入,957,0.2,-,-,-,-,30,0,207,0,-,-,6839,1.3,-,-,302,0.1
1,4,0,0,0,社会保障給付,4805,1,6713,1.7,989,0.2,7266,1.4,6395,1.1,83,0,-,-,10043,3,10318,3.5
1,5,0,0,0,公的年金給付,1106,0.2,-,-,-,-,-,-,-,-,-,-,-,-,5318,1.6,10318,3.5
1,5,0,0,0,他の社会保障給付,3699,0.7,6713,1.7,989,0.2,7266,1.4,6395,1.1,83,0,-,-,4724,1.4,-,-
1,4,0,0,0,仕送り金,55,0,-,-,-,-,-,-,336,0.1,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,13185,2.6,13483,3.3,19058,3.6,12968,2.5,15204,2.6,15162,2.4,8742,1.6,8240,2.5,9137,3.1
1,3,0,0,0,受贈金,8493,1.7,8605,2.1,13964,2.7,9626,1.9,11106,1.9,7438,1.2,3695,0.7,6979,2.1,189,0.1
1,3,0,0,0,他の特別収入,4692,0.9,4878,1.2,5095,1,3342,0.7,4098,0.7,7724,1.2,5047,0.9,1261,0.4,8948,3.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),477168,-,281954,-,500726,-,463180,-,496605,-,601096,-,537923,-,471796,-,333280,-
