項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9326,-,3009,-,2773,-,6991,-,6553,-,674,-
0,0,0,0,0,調査世帯数,240,-,-,223,-,71,-,64,-,169,-,159,-,17,-
0,0,0,0,0,世帯人員,2.5,-,-,2.5,-,2.22,-,2.23,-,2.62,-,2.62,-,2.52,-
0,0,0,0,0,有業人員,0.5,-,-,0.49,-,0.34,-,0.34,-,0.56,-,0.55,-,0.61,-
0,0,0,0,0,世帯主平均年齢,73.4,-,-,73.8,-,73.4,-,73.7,-,73.4,-,73.8,-,68.3,-
1,0,0,0,0,受取,457255,-,2.9,461040,-,296294,-,304063,-,526549,-,527470,-,404889,-
1,1,0,0,0,実収入,28642,100,-26.7,27942,100,11020,100,11101,100,36228,100,35068,100,38329,100
1,2,0,0,0,経常収入,24382,85.1,-29.6,23909,85.6,9725,88.2,10178,91.7,30691,84.7,29719,84.7,30923,80.7
1,3,0,0,0,勤め先収入,12952,45.2,-43.8,12297,44,6719,61,6916,62.3,15636,43.2,14574,41.6,22023,57.5
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,3128,10.9,-54.7,2066,7.4,1940,17.6,2105,19,3640,10,2049,5.8,17828,46.5
1,6,0,0,0,うち女,3128,10.9,-54.7,2066,7.4,1940,17.6,2105,19,3640,10,2049,5.8,17828,46.5
1,4,0,0,0,他の世帯員収入,9824,34.3,-39.2,10231,36.6,4779,43.4,4811,43.3,11996,33.1,12525,35.7,4195,10.9
1,3,0,0,0,事業・内職収入,6502,22.7,22.3,6584,23.6,1270,11.5,1378,12.4,8754,24.2,8786,25.1,5368,14
1,4,0,0,0,家賃収入,2753,9.6,2.4,2952,10.6,-,-,-,-,3938,10.9,4201,12,-,-
1,4,0,0,0,他の事業収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,3749,13.1,42.8,3632,13,1270,11.5,1378,12.4,4816,13.3,4585,13.1,5368,14
1,3,0,0,0,他の経常収入,4928,17.2,-21.6,5029,18,1736,15.8,1884,17,6302,17.4,6359,18.1,3533,9.2
1,4,0,0,0,財産収入,1009,3.5,-67.6,1082,3.9,480,4.4,521,4.7,1237,3.4,1319,3.8,-,-
1,4,0,0,0,社会保障給付,2587,9,5.4,2774,9.9,-,-,-,-,3700,10.2,3947,11.3,-,-
1,5,0,0,0,公的年金給付,2587,9,285,2774,9.9,-,-,-,-,3700,10.2,3947,11.3,-,-
1,5,0,0,0,他の社会保障給付,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,仕送り金,1332,4.7,85.8,1173,4.2,1257,11.4,1364,12.3,1365,3.8,1093,3.1,3533,9.2
