項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7847,-,1191,-,504,-,458,-
0,0,0,0,0,調査世帯数,749,-,602,-,81,-,36,-,30,-
0,0,0,0,0,世帯人員,2.93,-,2.92,-,2.98,-,2.51,-,3.31,-
0,0,0,0,0,有業人員,1.26,-,1.24,-,1.43,-,1.02,-,1.44,-
0,0,0,0,0,世帯主平均年齢,59.3,-,62,-,47.9,-,60.8,-,40.9,-
2,2,0,0,0,生計支出,316285,-,322578,-,309341,-,233648,-,317448,-
2,3,0,0,0,消費支出,316285,100,322578,100,309341,100,233648,100,317448,100
2,4,1,0,0,食料,82934,26.2,86155,26.7,69067,22.3,64418,27.6,84189,26.5
2,5,1,1,0,穀類,6500,2.1,6729,2.1,5372,1.7,6212,2.7,5826,1.8
2,6,1,1,1,米類,1977,0.6,2131,0.7,1400,0.5,1886,0.8,934,0.3
2,6,1,1,2,パン,2783,0.9,2831,0.9,2465,0.8,2699,1.2,2880,0.9
2,6,1,1,3,麺類,1356,0.4,1389,0.4,1162,0.4,1179,0.5,1492,0.5
2,6,1,1,4,他の穀類,384,0.1,378,0.1,345,0.1,448,0.2,520,0.2
2,5,1,2,0,魚介類,6472,2,7040,2.2,3962,1.3,5252,2.2,4615,1.5
2,6,1,2,1,生鮮魚介,3822,1.2,4163,1.3,2318,0.7,2906,1.2,2889,0.9
2,6,1,2,2,塩干魚介,1117,0.4,1208,0.4,648,0.2,1078,0.5,830,0.3
2,6,1,2,3,魚肉練製品,611,0.2,661,0.2,394,0.1,575,0.2,352,0.1
2,6,1,2,4,他の魚介加工品,923,0.3,1008,0.3,603,0.2,692,0.3,544,0.2
2,5,1,3,0,肉類,7236,2.3,7513,2.3,6002,1.9,5718,2.4,7383,2.3
2,6,1,3,1,生鮮肉,5852,1.9,6074,1.9,4780,1.5,4679,2,6136,1.9
2,6,1,3,2,加工肉,1384,0.4,1439,0.4,1222,0.4,1039,0.4,1246,0.4
2,5,1,4,0,乳卵類,4388,1.4,4599,1.4,3377,1.1,4009,1.7,3812,1.2
2,6,1,4,1,牛乳,1518,0.5,1626,0.5,929,0.3,1341,0.6,1395,0.4
2,6,1,4,2,乳製品,2077,0.7,2157,0.7,1709,0.6,1983,0.8,1762,0.6
2,6,1,4,3,卵,793,0.3,816,0.3,739,0.2,685,0.3,655,0.2
2,5,1,5,0,野菜・海藻,11227,3.5,11899,3.7,8385,2.7,9424,4,9093,2.9
2,6,1,5,1,生鮮野菜,7928,2.5,8369,2.6,6237,2,6497,2.8,6347,2
2,6,1,5,2,乾物・海藻,816,0.3,875,0.3,427,0.1,847,0.4,780,0.2
2,6,1,5,3,大豆加工品,1238,0.4,1312,0.4,952,0.3,939,0.4,1049,0.3
2,6,1,5,4,他の野菜・海藻加工品,1245,0.4,1344,0.4,768,0.2,1142,0.5,916,0.3
2,5,1,6,0,果物,3653,1.2,3943,1.2,2313,0.7,3245,1.4,2630,0.8
