項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1101,-,1188,-,1577,-,1579,-,1608,-,1372,-,1043,-,533,-
0,0,0,0,0,調査世帯数,365,-,42,-,41,-,59,-,61,-,55,-,49,-,37,-,21,-
0,0,0,0,0,世帯人員,3.36,-,3.3,-,3.34,-,3.54,-,3.67,-,3.59,-,3.11,-,3.16,-,2.38,-
0,0,0,0,0,有業人員,1.69,-,1.4,-,1.44,-,1.47,-,1.66,-,1.69,-,2,-,2.25,-,1.69,-
0,0,0,0,0,世帯主平均年齢,48.2,-,30.8,-,37,-,41.9,-,46.8,-,52,-,57.1,-,62.4,-,70.4,-
1,0,0,0,0,受取,1019219,-,856891,-,940050,-,1062279,-,1070987,-,1306989,-,1144908,-,690241,-,702244,-
1,1,0,0,0,実収入,482508,100,466300,100,493187,100,492254,100,492592,100,614141,100,527748,100,295424,100,285971,100
1,2,0,0,0,経常収入,476657,98.8,450789,96.7,488356,99,491425,99.8,486758,98.8,601934,98,524440,99.4,294694,99.8,285509,99.8
1,3,0,0,0,勤め先収入,469226,97.2,443614,95.1,487223,98.8,484267,98.4,485218,98.5,592083,96.4,510820,96.8,291989,98.8,259226,90.6
1,4,0,0,0,世帯主収入,410535,85.1,387686,83.1,416170,84.4,421351,85.6,432314,87.8,522719,85.1,452395,85.7,235579,79.7,244797,85.6
1,6,0,0,0,うち男,398352,82.6,371606,79.7,396514,80.4,395520,80.3,426023,86.5,518745,84.5,442966,83.9,226841,76.8,241643,84.5
1,5,0,0,0,定期収入,400854,83.1,369799,79.3,407748,82.7,410886,83.5,421232,85.5,502854,81.9,452136,85.7,234784,79.5,244797,85.6
1,5,0,0,0,臨時収入,3115,0.6,1505,0.3,2316,0.5,10465,2.1,3132,0.6,2558,0.4,260,0,794,0.3,-,-
1,5,0,0,0,賞与,6566,1.4,16382,3.5,6105,1.2,-,-,7950,1.6,17307,2.8,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,54207,11.2,55928,12,71053,14.4,62916,12.8,52194,10.6,68011,11.1,47312,9,33407,11.3,10117,3.5
1,6,0,0,0,うち女,53088,11,51724,11.1,65530,13.3,62916,12.8,52194,10.6,68011,11.1,47312,9,33407,11.3,10117,3.5
1,4,0,0,0,他の世帯員収入,4483,0.9,-,-,-,-,-,-,710,0.1,1353,0.2,11113,2.1,23004,7.8,4312,1.5
1,3,0,0,0,事業・内職収入,4431,0.9,-,-,1132,0.2,2963,0.6,1541,0.3,7675,1.2,11792,2.2,2481,0.8,8926,3.1
1,4,0,0,0,家賃収入,1053,0.2,-,-,-,-,-,-,-,-,4940,0.8,-,-,2481,0.8,-,-
1,4,0,0,0,他の事業収入,2917,0.6,-,-,-,-,2963,0.6,-,-,2213,0.4,11792,2.2,-,-,8926,3.1
1,4,0,0,0,内職収入,462,0.1,-,-,1132,0.2,-,-,1541,0.3,521,0.1,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,3000,0.6,7175,1.5,-,-,4194,0.9,-,-,2176,0.4,1828,0.3,223,0.1,17356,6.1
1,4,0,0,0,財産収入,341,0.1,-,-,-,-,-,-,-,-,1937,0.3,-,-,-,-,560,0.2
1,4,0,0,0,社会保障給付,2366,0.5,7175,1.5,-,-,3602,0.7,-,-,239,0,507,0.1,44,0,16796,5.9
1,5,0,0,0,公的年金給付,895,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16796,5.9
1,5,0,0,0,他の社会保障給付,1471,0.3,7175,1.5,-,-,3602,0.7,-,-,239,0,507,0.1,44,0,-,-
1,4,0,0,0,仕送り金,293,0.1,-,-,-,-,592,0.1,-,-,-,-,1321,0.3,179,0.1,-,-
1,2,0,0,0,特別収入,5851,1.2,15511,3.3,4831,1,829,0.2,5834,1.2,12207,2,3308,0.6,730,0.2,462,0.2
