項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,733,-,-,103,-,107,-,107,-,107,-,109,-,98,-,102,-
0,世帯人員,2.95,-,-,2.67,-,2.81,-,2.87,-,2.79,-,3.23,-,3.19,-,3.11,-
0,有業人員,1.31,-,-,1.19,-,1.17,-,1.28,-,1.16,-,1.52,-,1.5,-,1.32,-
0,世帯主平均年齢,59.1,-,-,62.2,-,58.9,-,59.5,-,60.5,-,58.3,-,56.3,-,58.1,-
0,消費支出,316474,100,5.1,110638,100,169789,100,212747,100,258814,100,306000,100,389797,100,765477,100
2,基礎的支出,177805,56.2,-,80203,72.5,113237,66.7,135647,63.8,164248,63.5,178487,58.3,213040,54.7,358786,46.9
3,選択的支出,138669,43.8,-,30435,27.5,56552,33.3,77100,36.2,94566,36.5,127513,41.7,176757,45.3,406692,53.1
1,食料,87213,27.6,3.4,51847,46.9,66420,39.1,80418,37.8,82455,31.9,96441,31.5,105467,27.1,127140,16.6
2,基礎的支出,67443,21.3,-,44014,39.8,54723,32.2,63743,30,65988,25.5,76458,25,80904,20.8,86061,11.2
3,選択的支出,19770,6.2,-,7832,7.1,11697,6.9,16675,7.8,16467,6.4,19983,6.5,24563,6.3,41079,5.4
1,住居,30862,9.8,33.2,4612,4.2,10737,6.3,9751,4.6,16019,6.2,22509,7.4,39993,10.3,112115,14.6
2,基礎的支出,27762,8.8,-,4325,3.9,7946,4.7,9515,4.5,15962,6.2,18649,6.1,34359,8.8,103330,13.5
3,選択的支出,3100,1,-,288,0.3,2791,1.6,235,0.1,58,0,3860,1.3,5634,1.4,8785,1.1
1,光熱・水道,19841,6.3,-2.7,12595,11.4,17754,10.5,17002,8,20976,8.1,22114,7.2,23476,6,24871,3.2
2,基礎的支出,19841,6.3,-2.7,12595,11.4,17754,10.5,17002,8,20976,8.1,22114,7.2,23476,6,24871,3.2
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11531,3.6,-7.6,3983,3.6,5028,3,6918,3.3,8849,3.4,9577,3.1,16032,4.1,30262,4
2,基礎的支出,8603,2.7,-,3131,2.8,4052,2.4,5276,2.5,5635,2.2,7115,2.3,13950,3.6,21016,2.7
3,選択的支出,2928,0.9,-,852,0.8,976,0.6,1642,0.8,3214,1.2,2462,0.8,2082,0.5,9246,1.2
1,被服及び履物,15841,5,-9,4222,3.8,7713,4.5,10807,5.1,13970,5.4,14464,4.7,22521,5.8,37087,4.8
2,基礎的支出,1072,0.3,-,300,0.3,639,0.4,1189,0.6,962,0.4,1075,0.4,1463,0.4,1869,0.2
3,選択的支出,14770,4.7,-,3922,3.5,7074,4.2,9618,4.5,13009,5,13390,4.4,21058,5.4,35218,4.6
1,保健医療,13787,4.4,-1.1,4461,4,7853,4.6,11089,5.2,13900,5.4,12765,4.2,15367,3.9,30991,4
2,基礎的支出,12096,3.8,-,4230,3.8,7237,4.3,9703,4.6,12365,4.8,10842,3.5,13340,3.4,26884,3.5
3,選択的支出,1691,0.5,-,232,0.2,615,0.4,1386,0.7,1535,0.6,1923,0.6,2027,0.5,4106,0.5
1,交通・通信,34241,10.8,-2.7,7304,6.6,14745,8.7,21181,10,26164,10.1,32512,10.6,38293,9.8,99220,13
2,基礎的支出,11298,3.6,-,3360,3,6581,3.9,9720,4.6,10763,4.2,11859,3.9,14876,3.8,21860,2.9
3,選択的支出,22943,7.2,-,3944,3.6,8164,4.8,11461,5.4,15401,6,20653,6.7,23417,6,77360,10.1
1,教育,12004,3.8,16.2,1576,1.4,3544,2.1,3775,1.8,4259,1.6,7329,2.4,17530,4.5,45911,6
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,12004,3.8,16.2,1576,1.4,3544,2.1,3775,1.8,4259,1.6,7329,2.4,17530,4.5,45911,6
1,教養娯楽,38237,12.1,-3.7,9553,8.6,13308,7.8,21650,10.2,25881,10,39173,12.8,45325,11.6,112494,14.7
2,基礎的支出,7323,2.3,-,3285,3,5391,3.2,6989,3.3,8244,3.2,9433,3.1,7086,1.8,10793,1.4
3,選択的支出,30914,9.8,-,6269,5.7,7917,4.7,14661,6.9,17637,6.8,29740,9.7,38239,9.8,101701,13.3
1,その他の消費支出,52916,16.7,20,10484,9.5,22688,13.4,30156,14.2,46340,17.9,49114,16.1,65793,16.9,145387,19
2,基礎的支出,22367,7.1,-,4964,4.5,8914,5.3,12510,5.9,23354,9,20942,6.8,23587,6.1,62102,8.1
3,選択的支出,30549,9.7,-,5521,5,13773,8.1,17647,8.3,22986,8.9,28172,9.2,42207,10.8,83285,10.9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年6月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
