項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8971,-,2115,-,1588,-,7885,-,7382,-,1029,-
0,0,0,0,0,調査世帯数,247,-,-,224,-,48,-,37,-,199,-,187,-,23,-
0,0,0,0,0,世帯人員,2.36,-,-,2.38,-,2.28,-,2.37,-,2.38,-,2.38,-,2.17,-
0,0,0,0,0,有業人員,0.46,-,-,0.46,-,0.39,-,0.46,-,0.48,-,0.46,-,0.43,-
0,0,0,0,0,世帯主平均年齢,74.2,-,-,74.5,-,73.8,-,74.4,-,74.3,-,74.5,-,71.8,-
1,0,0,0,0,受取,742723,-,-8.3,769555,-,491715,-,512295,-,810070,-,824903,-,508863,-
1,1,0,0,0,実収入,314566,100,-13.2,326842,100,236711,100,250612,100,335455,100,343242,100,207576,100
1,2,0,0,0,経常収入,311684,99.1,-13,323952,99.1,233737,98.7,246650,98.4,332598,99.1,340583,99.2,204762,98.6
1,3,0,0,0,勤め先収入,19641,6.2,46.1,20201,6.2,816,0.3,695,0.3,24692,7.4,24398,7.1,14764,7.1
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,8658,2.8,278.7,9582,2.9,294,0.1,-,-,10902,3.2,11644,3.4,604,0.3
1,6,0,0,0,うち女,8658,2.8,278.7,9582,2.9,294,0.1,-,-,10902,3.2,11644,3.4,604,0.3
1,4,0,0,0,他の世帯員収入,10983,3.5,-1.6,10619,3.2,522,0.2,695,0.3,13790,4.1,12754,3.7,14160,6.8
1,3,0,0,0,事業・内職収入,6540,2.1,-42.6,6915,2.1,1338,0.6,1525,0.6,7936,2.4,8074,2.4,3273,1.6
1,4,0,0,0,家賃収入,3511,1.1,-50,3914,1.2,-,-,-,-,4453,1.3,4756,1.4,-,-
1,4,0,0,0,他の事業収入,339,0.1,-72.7,378,0.1,-,-,-,-,430,0.1,459,0.1,-,-
1,4,0,0,0,内職収入,2690,0.9,-14.3,2623,0.8,1338,0.6,1525,0.6,3052,0.9,2859,0.8,3273,1.6
1,3,0,0,0,他の経常収入,285503,90.8,-14.4,296836,90.8,231583,97.8,244430,97.5,299970,89.4,308111,89.8,186726,90
1,4,0,0,0,財産収入,1632,0.5,-26.7,1819,0.6,-,-,-,-,2069,0.6,2210,0.6,-,-
1,4,0,0,0,社会保障給付,281267,89.4,-14.5,292114,89.4,231060,97.6,243735,97.3,294738,87.9,302523,88.1,186726,90
1,5,0,0,0,公的年金給付,278922,88.7,-14.4,291765,89.3,225652,95.3,243735,97.3,293215,87.4,302098,88,166991,80.4
1,5,0,0,0,他の社会保障給付,2345,0.7,-28.1,350,0.1,5409,2.3,-,-,1523,0.5,425,0.1,19735,9.5
1,4,0,0,0,仕送り金,2604,0.8,17.9,2903,0.9,522,0.2,695,0.3,3163,0.9,3378,1,-,-
1,2,0,0,0,特別収入,2882,0.9,-29.5,2890,0.9,2974,1.3,3962,1.6,2857,0.9,2659,0.8,2814,1.4
1,3,0,0,0,受贈金,1066,0.3,-22.1,1189,0.4,2611,1.1,3477,1.4,652,0.2,696,0.2,-,-
1,3,0,0,0,他の特別収入,1816,0.6,-33.2,1701,0.5,364,0.2,484,0.2,2205,0.7,1963,0.6,2814,1.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),344789,-,2.5,354154,-,200219,-,199687,-,383577,-,387386,-,263165,-
1,2,0,0,0,預貯金引出,260821,-,-2.9,266456,-,171130,-,171991,-,284886,-,286780,-,211709,-
1,2,0,0,0,保険金,41584,-,15.3,44135,-,11360,-,8553,-,49693,-,51790,-,19351,-
1,3,0,0,0,個人・企業年金保険金,38270,-,8.6,40441,-,11360,-,8553,-,45490,-,47301,-,19351,-
1,3,0,0,0,他の保険金,3314,-,299.3,3694,-,-,-,-,-,4203,-,4489,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,1546,-,...,-,-,-,-,-,-,1961,-,-,-,15024,-
1,2,0,0,0,分割払購入借入金,1336,-,530.2,890,-,3064,-,697,-,872,-,932,-,5221,-
1,2,0,0,0,一括払購入借入金,39273,-,26.9,42418,-,13723,-,17192,-,46128,-,47845,-,11859,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,229,-,-63.4,255,-,942,-,1254,-,38,-,40,-,-,-
1,1,0,0,0,繰入金,83368,-,-24.7,88560,-,54785,-,61996,-,91037,-,94275,-,38122,-
2,0,0,0,0,支払,742723,-,-8.3,769555,-,491715,-,512295,-,810070,-,824903,-,508863,-
