区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,741,-,-,102,-,113,-,113,-,105,-,104,-,104,-,100,-
0,0,世帯人員,3.01,-,-,2.48,-,2.81,-,2.87,-,3.11,-,3.28,-,3.27,-,3.22,-
0,0,有業人員,1.32,-,-,1.1,-,1.06,-,1.15,-,1.49,-,1.44,-,1.55,-,1.46,-
0,0,世帯主平均年齢,58.3,-,-,65,-,61.4,-,59.5,-,56.6,-,56.8,-,53.8,-,55.3,-
0,0,消費支出,309842,100,10.4,99376,100,164640,100,210829,100,254234,100,298046,100,396529,100,740075,100
1,0,商品,170531,55,-,73511,74,104449,63.4,126073,59.8,141101,55.5,178013,59.7,199898,50.4,368235,49.8
1,1,耐久財,24140,7.8,84.4,267,0.3,2096,1.3,5621,2.7,3932,1.5,10101,3.4,15794,4,129880,17.5
1,2,半耐久財,29449,9.5,-,5297,5.3,9320,5.7,15919,7.6,21473,8.4,31131,10.4,43676,11,78769,10.6
1,3,非耐久財,116942,37.7,-,67947,68.4,93032,56.5,104533,49.6,115696,45.5,136781,45.9,140428,35.4,159585,21.6
1,0,サービス,139311,45,-,25865,26,60191,36.6,84756,40.2,113133,44.5,120033,40.3,196631,49.6,371840,50.2
2,0,食料,85838,27.7,7.3,46363,46.7,59876,36.4,70877,33.6,81203,31.9,98818,33.2,106646,26.9,136461,18.4
2,3,非耐久財,65139,21,6.9,41121,41.4,50603,30.7,58433,27.7,63668,25,77704,26.1,76612,19.3,87538,11.8
2,4,サービス,20699,6.7,8.6,5243,5.3,9273,5.6,12444,5.9,17535,6.9,21114,7.1,30034,7.6,48923,6.6
2,0,住居,24099,7.8,2.4,2496,2.5,14073,8.5,20291,9.6,26523,10.4,12103,4.1,41248,10.4,51649,7
2,1,耐久財,1438,0.5,10.9,-,-,-,-,108,0.1,-,-,1176,0.4,6265,1.6,2526,0.3
2,2,半耐久財,181,0.1,-27.9,32,0,22,0,48,0,305,0.1,304,0.1,259,0.1,297,0
2,4,サービス,22480,7.3,2.3,2463,2.5,14052,8.5,20136,9.6,26218,10.3,10623,3.6,34724,8.8,48826,6.6
2,0,光熱・水道（非耐久財）,31374,10.1,10.8,18924,19,27921,17,30407,14.4,33219,13.1,36548,12.3,36371,9.2,36132,4.9
2,0,家具・家事用品,8578,2.8,-21.4,2380,2.4,6198,3.8,5256,2.5,7712,3,10456,3.5,11838,3,16108,2.2
2,1,耐久財,2127,0.7,-56.4,39,0,1061,0.6,957,0.5,1397,0.5,2618,0.9,3775,1,5006,0.7
