区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,749,-,-,104,-,104,-,111,-,107,-,108,-,115,-,100,-
0,0,世帯人員,2.93,-,-,2.63,-,2.8,-,2.87,-,3,-,2.99,-,3.15,-,3.05,-
0,0,有業人員,1.26,-,-,1.21,-,1.22,-,1.18,-,1.24,-,1.35,-,1.32,-,1.3,-
0,0,世帯主平均年齢,59.3,-,-,62.5,-,61.7,-,60.1,-,56.7,-,56.3,-,57.2,-,60.5,-
0,0,消費支出,285802,100,-3.5,107244,100,156952,100,197718,100,241922,100,288089,100,357358,100,648874,100
1,0,商品,146806,51.4,-,79186,73.8,105419,67.2,117818,59.6,131874,54.5,154800,53.7,176835,49.5,260794,40.2
1,1,耐久財,12066,4.2,12.3,518,0.5,4127,2.6,3243,1.6,4643,1.9,8930,3.1,8900,2.5,53960,8.3
1,2,半耐久財,26134,9.1,-,6591,6.1,10747,6.8,17433,8.8,19366,8,30229,10.5,39071,10.9,59224,9.1
1,3,非耐久財,108605,38,-,72077,67.2,90545,57.7,97141,49.1,107865,44.6,115641,40.1,128864,36.1,147609,22.7
1,0,サービス,138997,48.6,-,28058,26.2,51534,32.8,79900,40.4,110048,45.5,133290,46.3,180523,50.5,388080,59.8
2,0,食料,87253,30.5,1.5,54123,50.5,66759,42.5,75758,38.3,86676,35.8,97083,33.7,108713,30.4,121185,18.7
2,3,非耐久財,69571,24.3,0.8,48580,45.3,57727,36.8,63829,32.3,69599,28.8,75856,26.3,82292,23,88816,13.7
2,4,サービス,17683,6.2,4.5,5543,5.2,9032,5.8,11929,6,17076,7.1,21226,7.4,26421,7.4,32369,5
2,0,住居,23180,8.1,-22.6,1967,1.8,8516,5.4,15809,8,20200,8.3,30514,10.6,20600,5.8,64338,9.9
2,1,耐久財,1332,0.5,-67,-,-,151,0.1,3,0,3,0,862,0.3,102,0,8188,1.3
2,2,半耐久財,166,0.1,-33.1,23,0,108,0.1,119,0.1,148,0.1,196,0.1,136,0,433,0.1
2,4,サービス,21681,7.6,-15.5,1945,1.8,8257,5.3,15688,7.9,20048,8.3,29456,10.2,20362,5.7,55717,8.6
2,0,光熱・水道（非耐久財）,17308,6.1,-17,12373,11.5,17766,11.3,15470,7.8,17333,7.2,17140,5.9,18353,5.1,22670,3.5
2,0,家具・家事用品,12682,4.4,14.3,3224,3,6348,4,7713,3.9,7256,3,11080,3.8,13961,3.9,39076,6
2,1,耐久財,6107,2.1,94.1,225,0.2,2101,1.3,1373,0.7,2097,0.9,3499,1.2,4114,1.2,29268,4.5
2,2,半耐久財,3245,1.1,-17.2,1248,1.2,1603,1,3755,1.9,2237,0.9,3749,1.3,4771,1.3,5329,0.8
2,3,非耐久財,2610,0.9,-1.9,1696,1.6,1766,1.1,2186,1.1,2617,1.1,2699,0.9,3772,1.1,3522,0.5
2,4,サービス,720,0.3,-47.4,55,0.1,878,0.6,399,0.2,306,0.1,1133,0.4,1303,0.4,957,0.1
2,0,被服及び履物,16889,5.9,8,4496,4.2,6405,4.1,9620,4.9,12794,5.3,18523,6.4,24240,6.8,41962,6.5
2,2,半耐久財,15836,5.5,8.4,4262,4,6026,3.8,9258,4.7,12408,5.1,17284,6,22428,6.3,39016,6
2,4,サービス,1053,0.4,2.2,234,0.2,379,0.2,362,0.2,387,0.2,1239,0.4,1812,0.5,2946,0.5
2,0,保健医療,16196,5.7,-9.2,6600,6.2,9620,6.1,12679,6.4,14990,6.2,14529,5,21729,6.1,33103,5.1
2,1,耐久財,975,0.3,34.9,215,0.2,882,0.6,813,0.4,366,0.2,679,0.2,1704,0.5,2162,0.3
2,2,半耐久財,300,0.1,-49.9,2,0,227,0.1,486,0.2,311,0.1,410,0.1,230,0.1,428,0.1
2,3,非耐久財,5348,1.9,-14,2878,2.7,3439,2.2,3838,1.9,5724,2.4,6351,2.2,6616,1.9,8553,1.3
2,4,サービス,9573,3.3,-7.1,3505,3.3,5072,3.2,7543,3.8,8590,3.6,7089,2.5,13179,3.7,21961,3.4
2,0,交通・通信,29872,10.5,-8.1,6394,6,12576,8,18054,9.1,28575,11.8,30665,10.6,50263,14.1,62246,9.6
2,1,耐久財,1196,0.4,0.8,-,-,681,0.4,241,0.1,1681,0.7,1597,0.6,1546,0.4,2610,0.4
2,2,半耐久財,544,0.2,-23.2,45,0,146,0.1,517,0.3,331,0.1,612,0.2,954,0.3,1197,0.2
2,3,非耐久財,1748,0.6,-24,494,0.5,841,0.5,1502,0.8,2295,0.9,1582,0.5,2617,0.7,2887,0.4
2,4,サービス,26384,9.2,-6.8,5855,5.5,10908,6.9,15795,8,24269,10,26874,9.3,45146,12.6,55552,8.6
2,0,教育,19656,6.9,4.5,237,0.2,3041,1.9,4085,2.1,7091,2.9,8897,3.1,14133,4,99865,15.4
2,3,非耐久財,145,0.1,-33.2,7,0,-,-,11,0,258,0.1,88,0,342,0.1,305,0
2,4,サービス,19511,6.8,5,229,0.2,3041,1.9,4074,2.1,6834,2.8,8809,3.1,13791,3.9,99561,15.3
2,0,教養娯楽,36954,12.9,-1.2,9128,8.5,15385,9.8,24341,12.3,29559,12.2,36452,12.7,55499,15.5,87931,13.6
2,1,耐久財,1885,0.7,41.2,35,0,227,0.1,480,0.2,420,0.2,1978,0.7,1092,0.3,8938,1.4
2,2,半耐久財,3981,1.4,-,534,0.5,1894,1.2,2487,1.3,2715,1.1,4367,1.5,6916,1.9,8912,1.4
2,3,非耐久財,6446,2.3,-,3287,3.1,5848,3.7,6052,3.1,5937,2.5,7209,2.5,7870,2.2,8881,1.4
2,4,サービス,24642,8.6,-,5272,4.9,7416,4.7,15322,7.7,20487,8.5,22899,7.9,39620,11.1,61201,9.4
2,0,諸雑費,25812,9,-0.9,8701,8.1,10537,6.7,14188,7.2,17447,7.2,23207,8.1,29867,8.4,76497,11.8
2,1,耐久財,571,0.2,77.9,43,0,84,0.1,334,0.2,76,0,315,0.1,341,0.1,2795,0.4
2,2,半耐久財,2062,0.7,-33.4,477,0.4,743,0.5,812,0.4,1217,0.5,3611,1.3,3635,1,3910,0.6
2,3,非耐久財,5429,1.9,3.7,2761,2.6,3159,2,4253,2.2,4103,1.7,4717,1.6,7001,2,11976,1.8
2,4,サービス,17750,6.2,2,5420,5.1,6551,4.2,8789,4.4,12051,5,14564,5.1,18889,5.3,57816,8.9
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年10月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）財・サービス別結果は、品目分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等・消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
