項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2566,-,2810,-,3764,-,860,-
0,0,0,0,0,調査世帯数,371,-,89,-,104,-,144,-,34,-
0,0,0,0,0,世帯人員,3.31,-,2,-,3,-,4,-,5.24,-
0,0,0,0,0,有業人員,1.64,-,1.47,-,1.64,-,1.7,-,1.83,-
0,0,0,0,0,世帯主平均年齢,49,-,54.7,-,48,-,46.8,-,45.3,-
1,0,0,0,0,受取,1529827,-,1313902,-,1439605,-,1804065,-,1268562,-
1,1,0,0,0,実収入,989585,100,825748,100,942276,100,1177021,100,812614,100
1,2,0,0,0,経常収入,969974,98,803498,97.3,924861,98.2,1157950,98.4,791335,97.4
1,3,0,0,0,勤め先収入,934119,94.4,736426,89.2,872137,92.6,1152257,97.9,771731,95
1,4,0,0,0,世帯主収入,827614,83.6,598410,72.5,797356,84.6,1031779,87.7,716734,88.2
1,6,0,0,0,うち男,806844,81.5,581059,70.4,776693,82.4,1004424,85.3,714231,87.9
1,5,0,0,0,定期収入,397586,40.2,304928,36.9,397569,42.2,467952,39.8,366114,45.1
1,5,0,0,0,臨時収入,1802,0.2,1416,0.2,76,0,3762,0.3,10,0
1,5,0,0,0,賞与,428226,43.3,292067,35.4,399710,42.4,560065,47.6,350610,43.1
1,4,0,0,0,世帯主の配偶者の収入,100028,10.1,134638,16.3,69572,7.4,111424,9.5,46397,5.7
1,6,0,0,0,うち女,91374,9.2,134638,16.3,69572,7.4,88434,7.5,46397,5.7
1,4,0,0,0,他の世帯員収入,6478,0.7,3377,0.4,5209,0.6,9053,0.8,8601,1.1
1,3,0,0,0,事業・内職収入,4045,0.4,2857,0.3,10105,1.1,1257,0.1,-,-
1,4,0,0,0,家賃収入,2180,0.2,2512,0.3,5464,0.6,-,-,-,-
1,4,0,0,0,他の事業収入,1121,0.1,-,-,3146,0.3,629,0.1,-,-
1,4,0,0,0,内職収入,745,0.1,345,0,1496,0.2,628,0.1,-,-
1,3,0,0,0,他の経常収入,31809,3.2,64216,7.8,42619,4.5,4437,0.4,19604,2.4
1,4,0,0,0,財産収入,893,0.1,506,0.1,2294,0.2,315,0,-,-
1,4,0,0,0,社会保障給付,30552,3.1,63711,7.7,39028,4.1,4121,0.4,19604,2.4
1,5,0,0,0,公的年金給付,25545,2.6,57817,7,30377,3.2,1296,0.1,19604,2.4
1,5,0,0,0,他の社会保障給付,5006,0.5,5893,0.7,8651,0.9,2825,0.2,-,-
1,4,0,0,0,仕送り金,364,0,-,-,1297,0.1,-,-,-,-
1,2,0,0,0,特別収入,19611,2,22250,2.7,17415,1.8,19071,1.6,21280,2.6
1,3,0,0,0,受贈金,2184,0.2,2143,0.3,3169,0.3,1785,0.2,840,0.1
1,3,0,0,0,他の特別収入,17427,1.8,20107,2.4,14246,1.5,17286,1.5,20440,2.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),453845,-,421840,-,416569,-,516826,-,395479,-
1,2,0,0,0,預貯金引出,374693,-,345078,-,357379,-,416756,-,335523,-
1,2,0,0,0,保険金,4391,-,7811,-,5347,-,2348,-,-,-
1,3,0,0,0,個人・企業年金保険金,4147,-,6861,-,5347,-,2348,-,-,-
1,3,0,0,0,他の保険金,244,-,950,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,1625,-,-,-,-,-,4318,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,685,-,1479,-,-,-,813,-,-,-
1,2,0,0,0,一括払購入借入金,72369,-,67380,-,53775,-,92487,-,59956,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,82,-,93,-,68,-,105,-,-,-
1,1,0,0,0,繰入金,86397,-,66314,-,80760,-,110218,-,60469,-
2,0,0,0,0,支払,1529827,-,1313902,-,1439605,-,1804065,-,1268562,-
2,1,0,0,0,実支出,548401,-,510978,-,499967,-,628437,-,468006,-
2,2,0,0,0,生計支出,367859,-,360934,-,339804,-,394577,-,363244,-
2,3,0,0,0,消費支出,367859,100,360934,100,339804,100,394577,100,363244,100
2,4,1,0,0,食料,103434,28.1,97493,27,97730,28.8,110170,27.9,110315,30.4
2,5,1,1,0,穀類,8019,2.2,6103,1.7,7509,2.2,9234,2.3,10083,2.8
2,6,1,1,1,米類,2027,0.6,1115,0.3,1949,0.6,2590,0.7,2539,0.7
2,6,1,1,2,パン,3050,0.8,2361,0.7,2867,0.8,3480,0.9,3823,1.1
2,6,1,1,3,麺類,1816,0.5,1373,0.4,1681,0.5,2042,0.5,2589,0.7
2,6,1,1,4,他の穀類,1126,0.3,1254,0.3,1012,0.3,1123,0.3,1132,0.3
2,5,1,2,0,魚介類,9035,2.5,11032,3.1,8973,2.6,7596,1.9,9578,2.6
2,6,1,2,1,生鮮魚介,5226,1.4,6309,1.7,5373,1.6,4251,1.1,5784,1.6
2,6,1,2,2,塩干魚介,1276,0.3,1338,0.4,1229,0.4,1213,0.3,1520,0.4
2,6,1,2,3,魚肉練製品,1207,0.3,1572,0.4,1104,0.3,1041,0.3,1183,0.3
2,6,1,2,4,他の魚介加工品,1326,0.4,1814,0.5,1267,0.4,1091,0.3,1091,0.3
2,5,1,3,0,肉類,9359,2.5,7620,2.1,8557,2.5,10795,2.7,10879,3
2,6,1,3,1,生鮮肉,7800,2.1,6474,1.8,7173,2.1,8963,2.3,8711,2.4
2,6,1,3,2,加工肉,1559,0.4,1146,0.3,1384,0.4,1832,0.5,2168,0.6
2,5,1,4,0,乳卵類,4603,1.3,3549,1,4455,1.3,5284,1.3,5248,1.4
2,6,1,4,1,牛乳,1416,0.4,1241,0.3,1144,0.3,1642,0.4,1836,0.5
2,6,1,4,2,乳製品,2357,0.6,1624,0.4,2584,0.8,2675,0.7,2411,0.7
2,6,1,4,3,卵,830,0.2,683,0.2,728,0.2,967,0.2,1002,0.3
2,5,1,5,0,野菜・海藻,9976,2.7,9947,2.8,9796,2.9,10108,2.6,10071,2.8
2,6,1,5,1,生鮮野菜,6660,1.8,6681,1.9,6490,1.9,6723,1.7,6882,1.9
2,6,1,5,2,乾物・海藻,927,0.3,864,0.2,940,0.3,952,0.2,969,0.3
2,6,1,5,3,大豆加工品,1124,0.3,966,0.3,1111,0.3,1252,0.3,1079,0.3
2,6,1,5,4,他の野菜・海藻加工品,1264,0.3,1436,0.4,1254,0.4,1181,0.3,1142,0.3
2,5,1,6,0,果物,3208,0.9,3603,1,3005,0.9,3191,0.8,2768,0.8
2,6,1,6,1,生鮮果物,2704,0.7,3010,0.8,2464,0.7,2743,0.7,2402,0.7
2,6,1,6,2,果物加工品,505,0.1,594,0.2,541,0.2,448,0.1,366,0.1
2,5,1,7,0,油脂・調味料,4179,1.1,3941,1.1,3908,1.2,4365,1.1,4966,1.4
2,6,1,7,1,油脂,447,0.1,595,0.2,407,0.1,399,0.1,346,0.1
2,6,1,7,2,調味料,3732,1,3346,0.9,3501,1,3966,1,4620,1.3
2,5,1,8,0,菓子類,8142,2.2,5896,1.6,8168,2.4,9131,2.3,10434,2.9
2,5,1,9,0,調理食品,13987,3.8,14683,4.1,14883,4.4,12622,3.2,14958,4.1
