項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1305,-,1096,-,1646,-,1472,-,1391,-,1060,-,1166,-,865,-
0,0,0,0,0,調査世帯数,380,-,47,-,42,-,65,-,61,-,49,-,40,-,44,-,32,-
0,0,0,0,0,世帯人員,3.31,-,3.26,-,3.6,-,3.56,-,3.39,-,3.67,-,3.25,-,2.93,-,2.37,-
0,0,0,0,0,有業人員,1.6,-,1.64,-,1.31,-,1.31,-,1.54,-,1.72,-,1.8,-,2.05,-,1.57,-
0,0,0,0,0,世帯主平均年齢,48.2,-,31.3,-,36.7,-,42,-,46.7,-,51.4,-,56.7,-,61.8,-,68.6,-
1,0,0,0,0,受取,949866,-,783490,-,796845,-,1049016,-,1004564,-,1093687,-,1152060,-,928770,-,662175,-
1,1,0,0,0,実収入,470092,100,395135,100,446642,100,569907,100,503199,100,522899,100,566554,100,391580,100,269215,100
1,2,0,0,0,経常収入,466601,99.3,392024,99.2,444026,99.4,562566,98.7,500324,99.4,519336,99.3,563295,99.4,390393,99.7,267044,99.2
1,3,0,0,0,勤め先収入,460534,98,392024,99.2,439843,98.5,553204,97.1,494618,98.3,515918,98.7,547317,96.6,385236,98.4,261754,97.2
1,4,0,0,0,世帯主収入,407124,86.6,322449,81.6,398561,89.2,502654,88.2,450421,89.5,467081,89.3,477321,84.2,318261,81.3,227487,84.5
1,6,0,0,0,うち男,399433,85,314550,79.6,394071,88.2,492252,86.4,436503,86.7,467081,89.3,466248,82.3,312179,79.7,221421,82.2
1,5,0,0,0,定期収入,402609,85.6,318678,80.7,381305,85.4,501498,88,449395,89.3,456831,87.4,474335,83.7,317931,81.2,227376,84.5
1,5,0,0,0,臨時収入,2478,0.5,1894,0.5,903,0.2,1156,0.2,1026,0.2,10250,2,2987,0.5,330,0.1,111,0
1,5,0,0,0,賞与,2037,0.4,1876,0.5,16352,3.7,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,50229,10.7,69576,17.6,41282,9.2,50550,8.9,42771,8.5,48837,9.3,54945,9.7,57265,14.6,31436,11.7
1,6,0,0,0,うち女,47480,10.1,65363,16.5,41282,9.2,37185,6.5,42771,8.5,48837,9.3,54945,9.7,57265,14.6,31436,11.7
1,4,0,0,0,他の世帯員収入,3182,0.7,-,-,-,-,-,-,1425,0.3,-,-,15051,2.7,9710,2.5,2831,1.1
1,3,0,0,0,事業・内職収入,2170,0.5,-,-,967,0.2,-,-,3331,0.7,906,0.2,5089,0.9,4193,1.1,4853,1.8
1,4,0,0,0,家賃収入,1080,0.2,-,-,-,-,-,-,-,-,-,-,2295,0.4,3575,0.9,4853,1.8
1,4,0,0,0,他の事業収入,472,0.1,-,-,967,0.2,-,-,2489,0.5,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,618,0.1,-,-,-,-,-,-,842,0.2,906,0.2,2794,0.5,618,0.2,-,-
1,3,0,0,0,他の経常収入,3896,0.8,-,-,3216,0.7,9362,1.6,2376,0.5,2511,0.5,10888,1.9,963,0.2,438,0.2
1,4,0,0,0,財産収入,2288,0.5,-,-,-,-,4535,0.8,-,-,2511,0.5,10888,1.9,-,-,438,0.2
1,4,0,0,0,社会保障給付,1256,0.3,-,-,2230,0.5,3339,0.6,2376,0.5,-,-,-,-,963,0.2,-,-
1,5,0,0,0,公的年金給付,350,0.1,-,-,-,-,-,-,2376,0.5,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,906,0.2,-,-,2230,0.5,3339,0.6,-,-,-,-,-,-,963,0.2,-,-
1,4,0,0,0,仕送り金,353,0.1,-,-,987,0.2,1487,0.3,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,3491,0.7,3110,0.8,2616,0.6,7341,1.3,2875,0.6,3563,0.7,3259,0.6,1187,0.3,2171,0.8
1,3,0,0,0,受贈金,2078,0.4,2602,0.7,1915,0.4,4105,0.7,1341,0.3,2739,0.5,759,0.1,1050,0.3,833,0.3
1,3,0,0,0,他の特別収入,1413,0.3,509,0.1,701,0.2,3236,0.6,1534,0.3,824,0.2,2500,0.4,137,0,1338,0.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),402561,-,328418,-,300453,-,402975,-,414238,-,496354,-,495848,-,421988,-,331705,-
1,2,0,0,0,預貯金引出,336569,-,279027,-,268328,-,325063,-,353698,-,418644,-,406953,-,338950,-,281056,-
1,2,0,0,0,保険金,446,-,-,-,-,-,-,-,-,-,-,-,-,-,1570,-,3044,-
1,3,0,0,0,個人・企業年金保険金,446,-,-,-,-,-,-,-,-,-,-,-,-,-,1570,-,3044,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,3995,-,-,-,1,-,21894,-,-,-,-,-,1711,-,570,-,1664,-
1,2,0,0,0,一括払購入借入金,61502,-,49390,-,32099,-,56003,-,60302,-,77646,-,87184,-,80898,-,45941,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,49,-,-,-,25,-,15,-,238,-,65,-,-,-,-,-,-,-
1,1,0,0,0,繰入金,77213,-,59938,-,49750,-,76134,-,87127,-,74434,-,89659,-,115202,-,61256,-
2,0,0,0,0,支払,949866,-,783490,-,796845,-,1049016,-,1004564,-,1093687,-,1152060,-,928770,-,662175,-
2,1,0,0,0,実支出,439852,-,358718,-,337400,-,438731,-,450332,-,526535,-,552003,-,498115,-,320907,-
2,2,0,0,0,生計支出,341342,-,294754,-,258336,-,320264,-,348402,-,416259,-,390519,-,409060,-,272803,-
2,3,0,0,0,消費支出,339540,100,280943,100,258336,100,320264,100,348402,100,416259,100,390519,100,409060,100,272803,100
2,4,1,0,0,食料,83782,24.7,63771,22.7,65101,25.2,82528,25.8,94269,27.1,88725,21.3,88587,22.7,102092,25,83652,30.7
2,5,1,1,0,穀類,6433,1.9,4864,1.7,4795,1.9,7075,2.2,6963,2,7365,1.8,6386,1.6,6956,1.7,6601,2.4
2,6,1,1,1,米類,1534,0.5,920,0.3,429,0.2,1757,0.5,1850,0.5,1882,0.5,1424,0.4,1966,0.5,1897,0.7
2,6,1,1,2,パン,2984,0.9,2270,0.8,2675,1,3408,1.1,3154,0.9,3272,0.8,3294,0.8,2811,0.7,2751,1
2,6,1,1,3,麺類,1448,0.4,1330,0.5,1158,0.4,1364,0.4,1562,0.4,1754,0.4,1156,0.3,1808,0.4,1344,0.5
2,6,1,1,4,他の穀類,466,0.1,344,0.1,533,0.2,547,0.2,397,0.1,458,0.1,512,0.1,371,0.1,609,0.2
2,5,1,2,0,魚介類,5462,1.6,2615,0.9,3048,1.2,4342,1.4,5999,1.7,6171,1.5,6016,1.5,8074,2,8691,3.2
2,6,1,2,1,生鮮魚介,3316,1,1494,0.5,1810,0.7,2572,0.8,3473,1,3865,0.9,3250,0.8,4987,1.2,6059,2.2
2,6,1,2,2,塩干魚介,933,0.3,477,0.2,557,0.2,711,0.2,1043,0.3,1057,0.3,1249,0.3,1356,0.3,1178,0.4
2,6,1,2,3,魚肉練製品,499,0.1,203,0.1,298,0.1,464,0.1,489,0.1,598,0.1,615,0.2,772,0.2,619,0.2
2,6,1,2,4,他の魚介加工品,714,0.2,441,0.2,383,0.1,595,0.2,994,0.3,650,0.2,902,0.2,958,0.2,835,0.3
2,5,1,3,0,肉類,7460,2.2,5037,1.8,5002,1.9,6941,2.2,9122,2.6,9826,2.4,7939,2,8097,2,7142,2.6
2,6,1,3,1,生鮮肉,6066,1.8,4151,1.5,3996,1.5,5379,1.7,7456,2.1,8101,1.9,6369,1.6,6728,1.6,5978,2.2
2,6,1,3,2,加工肉,1395,0.4,885,0.3,1006,0.4,1561,0.5,1666,0.5,1725,0.4,1570,0.4,1369,0.3,1164,0.4
