項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,377,-,-,54,-,52,-,54,-,55,-,53,-,58,-,51,-
0,0,0,0,0,世帯人員,3.28,-,-,3.1,-,2.94,-,3.33,-,3.56,-,3.49,-,3.27,-,3.28,-
0,0,0,0,0,有業人員,1.6,-,-,1.58,-,1.45,-,1.71,-,1.64,-,1.5,-,1.64,-,1.66,-
0,0,0,0,0,世帯主平均年齢,48.4,-,-,54.2,-,50.7,-,46.7,-,46.8,-,44.6,-,46.6,-,49.2,-
1,0,0,0,0,受取,998668,-,-2.7,494151,-,665803,-,779911,-,898378,-,1053319,-,1391059,-,1693480,-
1,1,0,0,0,実収入,518855,100,-0.1,126333,100,303713,100,401010,100,502746,100,590548,100,712565,100,984188,100
1,2,0,0,0,経常収入,517011,99.6,0.5,125347,99.2,302499,99.6,399310,99.6,499808,99.4,588903,99.7,709435,99.6,982889,99.9
1,3,0,0,0,勤め先収入,465293,89.7,-1.2,44124,34.9,212240,69.9,336337,83.9,450688,89.6,550681,93.2,681387,95.6,969561,98.5
1,4,0,0,0,世帯主収入,412375,79.5,-2.2,38160,30.2,197844,65.1,314796,78.5,406986,81,490355,83,597832,83.9,830581,84.4
1,6,0,0,0,うち男,403694,77.8,0.3,30207,23.9,172212,56.7,314796,78.5,395748,78.7,490355,83,593521,83.3,818867,83.2
1,5,0,0,0,定期収入,404272,77.9,-2.4,38160,30.2,196754,64.8,310562,77.4,402128,80,479039,81.1,587464,82.4,806110,81.9
1,5,0,0,0,臨時収入,6359,1.2,28.6,-,-,1091,0.4,4233,1.1,4858,1,11316,1.9,10368,1.5,12506,1.3
1,5,0,0,0,賞与,1743,0.3,-30,-,-,-,-,-,-,-,-,-,-,-,-,11965,1.2
1,4,0,0,0,世帯主の配偶者の収入,50458,9.7,16.6,3876,3.1,11175,3.7,20319,5.1,41818,8.3,58554,9.9,76401,10.7,138981,14.1
1,6,0,0,0,うち女,47717,9.2,13.2,3876,3.1,11175,3.7,20319,5.1,41818,8.3,58554,9.9,72525,10.2,123929,12.6
1,4,0,0,0,他の世帯員収入,2461,0.5,-60.1,2089,1.7,3221,1.1,1222,0.3,1884,0.4,1772,0.3,7154,1,-,-
1,3,0,0,0,事業・内職収入,2707,0.5,-62,9172,7.3,-,-,1001,0.2,8102,1.6,-,-,610,0.1,-,-
1,4,0,0,0,家賃収入,1826,0.4,30.5,8315,6.6,-,-,-,-,4431,0.9,-,-,-,-,-,-
1,4,0,0,0,他の事業収入,649,0.1,-86.9,-,-,-,-,1001,0.2,3502,0.7,-,-,-,-,-,-
1,4,0,0,0,内職収入,233,0,-69.7,857,0.7,-,-,-,-,169,0,-,-,610,0.1,-,-
1,3,0,0,0,他の経常収入,49010,9.4,34.3,72051,57,90259,29.7,61972,15.5,41018,8.2,38222,6.5,27438,3.9,13328,1.4
1,4,0,0,0,財産収入,322,0.1,-67.6,1871,1.5,-,-,264,0.1,-,-,-,-,120,0,-,-
1,4,0,0,0,社会保障給付,48688,9.4,38,70180,55.6,90259,29.7,61707,15.4,41018,8.2,38222,6.5,27318,3.8,13328,1.4
1,5,0,0,0,公的年金給付,29787,5.7,80,65994,52.2,67547,22.2,37891,9.4,24203,4.8,9700,1.6,-,-,4024,0.4
