項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2144,-,6819,-,353,-,106,-,685,-,4013,-
0,0,0,0,0,調査世帯数,377,-,77,-,262,-,14,-,4,-,24,-,150,-
0,0,0,0,0,世帯人員,3.28,-,2,-,3.71,-,2.7,-,2.83,-,3.39,-,3.4,-
0,0,0,0,0,有業人員,1.6,-,1.42,-,1.64,-,1.75,-,1,-,1.7,-,2.19,-
0,0,0,0,0,世帯主平均年齢,48.4,-,54.4,-,46.1,-,53.8,-,43.7,-,50,-,47.1,-
1,0,0,0,0,受取,998668,-,1087902,-,1006339,-,620537,-,640725,-,837757,-,1046648,-
1,1,0,0,0,実収入,518855,100,518328,100,536510,100,347279,100,410825,100,433105,100,560535,100
1,2,0,0,0,経常収入,517011,99.6,517781,99.9,534387,99.6,339463,97.7,389620,94.8,433051,100,558445,99.6
1,3,0,0,0,勤め先収入,465293,89.7,438495,84.6,500221,93.2,210782,60.7,249292,60.7,332512,76.8,528988,94.4
1,4,0,0,0,世帯主収入,412375,79.5,344860,66.5,455852,85,191022,55,249292,60.7,304830,70.4,402497,71.8
1,6,0,0,0,うち男,403694,77.8,342376,66.1,452456,84.3,56904,16.4,-,-,288776,66.7,395682,70.6
1,5,0,0,0,定期収入,404272,77.9,338409,65.3,446117,83.2,188718,54.3,249292,60.7,304830,70.4,396201,70.7
1,5,0,0,0,臨時収入,6359,1.2,6452,1.2,7179,1.3,2304,0.7,-,-,-,-,6296,1.1
1,5,0,0,0,賞与,1743,0.3,-,-,2556,0.5,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,50458,9.7,93634,18.1,42089,7.8,-,-,-,-,24626,5.7,124318,22.2
