項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8730,-,2130,-,1629,-,7870,-,7102,-,1270,-
0,0,0,0,0,調査世帯数,232,-,-,206,-,46,-,36,-,186,-,170,-,26,-
0,0,0,0,0,世帯人員,2.38,-,-,2.41,-,2.32,-,2.42,-,2.39,-,2.41,-,2.14,-
0,0,0,0,0,有業人員,0.45,-,-,0.45,-,0.42,-,0.51,-,0.46,-,0.43,-,0.47,-
0,0,0,0,0,世帯主平均年齢,73.7,-,-,74,-,73.8,-,74.4,-,73.7,-,73.9,-,71.9,-
1,0,0,0,0,受取,443056,-,5.6,460886,-,281374,-,302720,-,486819,-,497160,-,320443,-
1,1,0,0,0,実収入,37851,100,13.6,37434,100,21953,100,20721,100,42155,100,41267,100,40719,100
1,2,0,0,0,経常収入,34594,91.4,15.1,34266,91.5,21230,96.7,19776,95.4,38211,90.6,37589,91.1,36849,90.5
1,3,0,0,0,勤め先収入,19395,51.2,34.3,19439,51.9,5275,24,6900,33.3,23217,55.1,22315,54.1,19092,46.9
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,5917,15.6,219.5,6777,18.1,-,-,-,-,7518,17.8,8332,20.2,-,-
1,6,0,0,0,うち女,5917,15.6,219.5,6777,18.1,-,-,-,-,7518,17.8,8332,20.2,-,-
1,4,0,0,0,他の世帯員収入,13478,35.6,7.1,12662,33.8,5275,24,6900,33.3,15699,37.2,13984,33.9,19092,46.9
1,3,0,0,0,事業・内職収入,7310,19.3,-10.2,7759,20.7,1259,5.7,1253,6,8947,21.2,9250,22.4,4222,10.4
1,4,0,0,0,家賃収入,4577,12.1,-23.6,5242,14,-,-,-,-,5815,13.8,6444,15.6,-,-
1,4,0,0,0,他の事業収入,88,0.2,1.1,-,-,-,-,-,-,112,0.3,-,-,693,1.7
1,4,0,0,0,内職収入,2645,7,28,2517,6.7,1259,5.7,1253,6,3020,7.2,2806,6.8,3529,8.7
1,3,0,0,0,他の経常収入,7889,20.8,5.7,7068,18.9,14695,66.9,11623,56.1,6047,14.3,6023,14.6,13534,33.2
