区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,731,-,-,100,-,103,-,101,-,113,-,102,-,104,-,108,-
0,0,世帯人員,2.94,-,-,2.55,-,2.79,-,2.99,-,3.1,-,3.07,-,2.97,-,3.13,-
0,0,有業人員,1.29,-,-,1.1,-,1.23,-,1.24,-,1.37,-,1.31,-,1.33,-,1.45,-
0,0,世帯主平均年齢,59.5,-,-,64.3,-,59.7,-,61.6,-,55.8,-,59.8,-,58.3,-,57.1,-
0,0,消費支出,319923,100,-8.2,121475,100,189944,100,241589,100,282117,100,326526,100,404315,100,670822,100
1,0,商品,182830,57.1,-,88844,73.1,127101,66.9,152811,63.3,166270,58.9,196717,60.2,220941,54.6,325951,48.6
1,1,耐久財,14791,4.6,15.2,1317,1.1,3081,1.6,4684,1.9,7218,2.6,10544,3.2,16216,4,60229,9
1,2,半耐久財,31283,9.8,-,8452,7,13405,7.1,21109,8.7,24185,8.6,36208,11.1,44264,10.9,71085,10.6
1,3,非耐久財,136757,42.7,-,79075,65.1,110615,58.2,127019,52.6,134866,47.8,149965,45.9,160461,39.7,194636,29
1,0,サービス,137092,42.9,-,32630,26.9,62843,33.1,88778,36.7,115847,41.1,129810,39.8,183374,45.4,344871,51.4
2,0,食料,112436,35.1,-0.7,58947,48.5,83323,43.9,101631,42.1,112384,39.8,121255,37.1,142634,35.3,166274,24.8
2,3,非耐久財,91951,28.7,0.2,52872,43.5,74006,39,86121,35.6,90085,31.9,102600,31.4,110746,27.4,126799,18.9
2,4,サービス,20485,6.4,-4.8,6075,5,9317,4.9,15510,6.4,22298,7.9,18655,5.7,31889,7.9,39476,5.9
2,0,住居,32162,10.1,-9.3,5608,4.6,12829,6.8,20252,8.4,17404,6.2,21141,6.5,30278,7.5,117111,17.5
2,1,耐久財,5442,1.7,229.6,69,0.1,-,-,-,-,719,0.3,47,0,2169,0.5,34949,5.2
2,2,半耐久財,327,0.1,30.8,358,0.3,525,0.3,196,0.1,203,0.1,386,0.1,159,0,460,0.1
2,4,サービス,26393,8.2,-21.4,5181,4.3,12304,6.5,20056,8.3,16482,5.8,20708,6.3,27950,6.9,81702,12.2
2,0,光熱・水道（非耐久財）,19366,6.1,-22.8,12994,10.7,18002,9.5,19671,8.1,20851,7.4,19251,5.9,20053,5,24656,3.7
2,0,家具・家事用品,13597,4.3,-8.5,4759,3.9,7213,3.8,9197,3.8,12592,4.5,16695,5.1,17325,4.3,27307,4.1
2,1,耐久財,5189,1.6,-3.6,912,0.8,1261,0.7,2544,1.1,4531,1.6,5617,1.7,7367,1.8,14039,2.1
2,2,半耐久財,4249,1.3,-10.6,1451,1.2,2592,1.4,3356,1.4,4028,1.4,5979,1.8,5443,1.3,6872,1
2,3,非耐久財,3354,1,4.4,2008,1.7,2745,1.4,3021,1.3,3672,1.3,3736,1.1,3465,0.9,4813,0.7
2,4,サービス,805,0.3,-46.8,388,0.3,615,0.3,275,0.1,360,0.1,1362,0.4,1049,0.3,1584,0.2
2,0,被服及び履物,17544,5.5,-0.6,4531,3.7,7813,4.1,10993,4.6,14372,5.1,19170,5.9,28166,7,37602,5.6
2,2,半耐久財,16623,5.2,-0.6,4422,3.6,7225,3.8,10297,4.3,13335,4.7,18561,5.7,27213,6.7,35165,5.2
2,4,サービス,920,0.3,-0.1,109,0.1,588,0.3,695,0.3,1037,0.4,610,0.2,953,0.2,2437,0.4
2,0,保健医療,17293,5.4,2.7,7678,6.3,10318,5.4,10989,4.5,14302,5.1,15882,4.9,24822,6.1,36912,5.5
2,1,耐久財,865,0.3,-17.6,-,-,449,0.2,1300,0.5,913,0.3,647,0.2,954,0.2,1778,0.3
2,2,半耐久財,786,0.2,46.1,217,0.2,76,0,101,0,555,0.2,208,0.1,178,0,4151,0.6
2,3,非耐久財,5404,1.7,-8.2,3494,2.9,3899,2.1,3799,1.6,4422,1.6,6699,2.1,7523,1.9,7973,1.2
2,4,サービス,10239,3.2,9.4,3968,3.3,5893,3.1,5789,2.4,8412,3,8328,2.6,16168,4,23010,3.4
2,0,交通・通信,28542,8.9,-22.2,8033,6.6,13572,7.1,20805,8.6,29772,10.6,33723,10.3,37246,9.2,56434,8.4
2,1,耐久財,772,0.2,-59.9,7,0,418,0.2,265,0.1,25,0,1190,0.4,876,0.2,2614,0.4
2,2,半耐久財,1322,0.4,-36.7,450,0.4,147,0.1,1006,0.4,693,0.2,558,0.2,831,0.2,5553,0.8
2,3,非耐久財,1786,0.6,-29.2,649,0.5,950,0.5,1239,0.5,1860,0.7,1931,0.6,2496,0.6,3365,0.5
2,4,サービス,24661,7.7,-18.2,6927,5.7,12057,6.3,18296,7.6,27194,9.6,30044,9.2,33044,8.2,44902,6.7
