項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,6724,-,1939,-,476,-,861,-
0,0,0,0,0,調査世帯数,380,-,265,-,70,-,17,-,28,-
0,0,0,0,0,世帯人員,3.31,-,3.39,-,3.1,-,2.71,-,3.41,-
0,0,0,0,0,有業人員,1.6,-,1.65,-,1.57,-,1.37,-,1.41,-
0,0,0,0,0,世帯主平均年齢,48.2,-,50.4,-,43.1,-,50.4,-,41.2,-
1,0,0,0,0,受取,949866,-,1011152,-,809610,-,711082,-,919091,-
1,1,0,0,0,実収入,470092,100,493328,100,428340,100,293159,100,480455,100
1,2,0,0,0,経常収入,466601,99.3,489183,99.2,425764,99.4,289829,98.9,479922,99.9
1,3,0,0,0,勤め先収入,460534,98,481442,97.6,424535,99.1,281901,96.2,477062,99.3
1,4,0,0,0,世帯主収入,407124,86.6,424883,86.1,370961,86.6,263367,89.8,429343,89.4
1,6,0,0,0,うち男,399433,85,416038,84.3,367106,85.7,255282,87.1,422245,87.9
1,5,0,0,0,定期収入,402609,85.6,419165,85,367626,85.8,262999,89.7,429271,89.3
1,5,0,0,0,臨時収入,2478,0.5,3052,0.6,2073,0.5,367,0.1,72,0
1,5,0,0,0,賞与,2037,0.4,2665,0.5,1262,0.3,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,50229,10.7,53449,10.8,47952,11.2,18534,6.3,47719,9.9
1,6,0,0,0,うち女,47480,10.1,50178,10.2,47952,11.2,18534,6.3,41333,8.6
1,4,0,0,0,他の世帯員収入,3182,0.7,3110,0.6,5621,1.3,-,-,-,-
1,3,0,0,0,事業・内職収入,2170,0.5,2480,0.5,650,0.2,2794,1,2827,0.6
1,4,0,0,0,家賃収入,1080,0.2,1244,0.3,-,-,-,-,2827,0.6
1,4,0,0,0,他の事業収入,472,0.1,568,0.1,-,-,1893,0.6,-,-
1,4,0,0,0,内職収入,618,0.1,668,0.1,650,0.2,901,0.3,-,-
1,3,0,0,0,他の経常収入,3896,0.8,5260,1.1,579,0.1,5134,1.8,33,0
1,4,0,0,0,財産収入,2288,0.5,3398,0.7,-,-,-,-,33,0
1,4,0,0,0,社会保障給付,1256,0.3,1337,0.3,579,0.1,5134,1.8,-,-
1,5,0,0,0,公的年金給付,350,0.1,520,0.1,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,906,0.2,817,0.2,579,0.1,5134,1.8,-,-
1,4,0,0,0,仕送り金,353,0.1,525,0.1,-,-,-,-,-,-
1,2,0,0,0,特別収入,3491,0.7,4145,0.8,2576,0.6,3329,1.1,533,0.1
1,3,0,0,0,受贈金,2078,0.4,2529,0.5,1384,0.3,2205,0.8,52,0
1,3,0,0,0,他の特別収入,1413,0.3,1616,0.3,1192,0.3,1124,0.4,481,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),402561,-,434725,-,323136,-,303657,-,384914,-
1,2,0,0,0,預貯金引出,336569,-,362344,-,288249,-,265602,-,283293,-
1,2,0,0,0,保険金,446,-,664,-,-,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,446,-,664,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-
