項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,364,-,-,50,-,50,-,49,-,53,-,52,-,55,-,55,-
0,0,世帯人員,3.32,-,-,3.21,-,2.87,-,3.27,-,3.42,-,3.42,-,3.63,-,3.43,-
0,0,有業人員,1.69,-,-,1.7,-,1.66,-,1.68,-,1.67,-,1.7,-,1.73,-,1.69,-
0,0,世帯主平均年齢,48.4,-,-,52.5,-,49.9,-,47.4,-,47.7,-,45,-,47.1,-,49.3,-
0,0,消費支出,324527,-,-1.3,233304,-,231753,-,239113,-,269482,-,334072,-,498440,-,461712,-
0,0,公共的料金,86275,26.6,-1.5,68203,29.2,66486,28.7,83752,35,78081,29,84759,25.4,102319,20.5,119230,25.8
1,0,公共料金等,55766,17.2,-2.3,50561,21.7,45467,19.6,48066,20.1,56771,21.1,60443,18.1,62201,12.5,66579,14.4
1,1,米,1610,0.5,-18.3,1278,0.5,1672,0.7,1007,0.4,1841,0.7,1720,0.5,1679,0.3,2062,0.4
1,1,食塩,36,0,-58.1,23,0,26,0,27,0,14,0,11,0,57,0,89,0
1,1,学校給食,1517,0.5,-26.8,1368,0.6,1017,0.4,1136,0.5,1795,0.7,1637,0.5,2105,0.4,1559,0.3
1,1,公営家賃,2719,0.8,196.2,6162,2.6,3972,1.7,3458,1.4,1673,0.6,3200,1,705,0.1,-,-
1,1,電気代,7606,2.3,-8.9,7484,3.2,6828,2.9,7173,3,7010,2.6,7326,2.2,7778,1.6,9597,2.1
1,1,都市ガス,5540,1.7,-1.9,6389,2.7,4520,2,5509,2.3,4795,1.8,5478,1.6,6178,1.2,5916,1.3
1,1,上下水道料,5879,1.8,12.6,4930,2.1,4932,2.1,6491,2.7,4539,1.7,6362,1.9,6473,1.3,7384,1.6
1,1,医科診療代,2711,0.8,3.2,2093,0.9,1502,0.6,1877,0.8,1970,0.7,3487,1,3426,0.7,4590,1
1,1,歯科診療代,1842,0.6,67.8,354,0.2,250,0.1,1169,0.5,2643,1,1546,0.5,6197,1.2,725,0.2
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,305,0.1,142.1,-,-,-,-,-,-,-,-,-,-,2139,0.4,-,-
1,1,鉄道運賃,2544,0.8,-24.1,1574,0.7,2714,1.2,1378,0.6,1544,0.6,3412,1,2833,0.6,4326,0.9
1,1,鉄道通学定期代,263,0.1,130.7,515,0.2,-,-,85,0,659,0.2,299,0.1,-,-,283,0.1
1,1,鉄道通勤定期代,1689,0.5,-23.1,1436,0.6,1084,0.5,903,0.4,1614,0.6,3087,0.9,1559,0.3,2151,0.5
1,1,バス代,226,0.1,-51.6,16,0,178,0.1,37,0,223,0.1,345,0.1,144,0,630,0.1
