項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,742,-,-,103,-,110,-,107,-,107,-,106,-,110,-,99,-
0,世帯人員,2.89,-,-,2.58,-,2.63,-,2.74,-,2.91,-,3.1,-,3.24,-,3.03,-
0,有業人員,1.26,-,-,1.11,-,1.03,-,1.29,-,1.26,-,1.43,-,1.43,-,1.28,-
0,世帯主平均年齢,59.1,-,-,62.4,-,64.2,-,60.2,-,57.2,-,55.2,-,57.4,-,57.3,-
0,消費支出,309824,100,-0.7,114566,100,169520,100,210846,100,256827,100,312679,100,398530,100,704363,100
2,基礎的支出,173821,56.1,-,85459,74.6,120769,71.2,137479,65.2,157401,61.3,177956,56.9,206191,51.7,330887,47
3,選択的支出,136003,43.9,-,29107,25.4,48751,28.8,73367,34.8,99426,38.7,134723,43.1,192339,48.3,373476,53
1,食料,92969,30,2.5,53067,46.3,72015,42.5,81238,38.5,86334,33.6,100811,32.2,109489,27.5,147568,21
2,基礎的支出,69991,22.6,-,45252,39.5,59388,35,63808,30.3,67934,26.5,74092,23.7,81659,20.5,97656,13.9
3,選択的支出,22979,7.4,-,7815,6.8,12627,7.4,17430,8.3,18401,7.2,26718,8.5,27831,7,49912,7.1
1,住居,27333,8.8,49.7,3121,2.7,5507,3.2,12201,5.8,27779,10.8,30576,9.8,27576,6.9,84368,12
2,基礎的支出,24935,8,-,2311,2,5321,3.1,12079,5.7,25725,10,25947,8.3,25042,6.3,77943,11.1
3,選択的支出,2398,0.8,-,810,0.7,186,0.1,122,0.1,2054,0.8,4629,1.5,2534,0.6,6425,0.9
1,光熱・水道,19807,6.4,-6.4,14553,12.7,19074,11.3,18201,8.6,20218,7.9,20092,6.4,23290,5.8,23200,3.3
2,基礎的支出,19807,6.4,-6.4,14553,12.7,19074,11.3,18201,8.6,20218,7.9,20092,6.4,23290,5.8,23200,3.3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,12230,3.9,22.2,3298,2.9,5253,3.1,7341,3.5,8976,3.5,8333,2.7,14430,3.6,37914,5.4
2,基礎的支出,8711,2.8,-,2790,2.4,4018,2.4,5264,2.5,5398,2.1,6451,2.1,10613,2.7,26399,3.7
3,選択的支出,3518,1.1,-,507,0.4,1235,0.7,2078,1,3578,1.4,1882,0.6,3817,1,11514,1.6
1,被服及び履物,11094,3.6,-10.1,3518,3.1,4105,2.4,7150,3.4,12102,4.7,11042,3.5,17276,4.3,22421,3.2
2,基礎的支出,741,0.2,-,316,0.3,464,0.3,568,0.3,865,0.3,647,0.2,1248,0.3,1077,0.2
3,選択的支出,10353,3.3,-,3202,2.8,3641,2.1,6582,3.1,11237,4.4,10395,3.3,16028,4,21344,3
1,保健医療,14100,4.6,-12,5624,4.9,8587,5.1,12062,5.7,8409,3.3,10366,3.3,18622,4.7,34977,5
2,基礎的支出,12438,4,-,5462,4.8,8117,4.8,10107,4.8,7433,2.9,9568,3.1,16496,4.1,29834,4.2
3,選択的支出,1662,0.5,-,162,0.1,471,0.3,1954,0.9,976,0.4,798,0.3,2126,0.5,5143,0.7
1,交通・通信,32097,10.4,-9,9144,8,15754,9.3,18982,9,25398,9.9,34495,11,50023,12.6,70720,10
2,基礎的支出,10993,3.5,-,4081,3.6,6658,3.9,7914,3.8,8906,3.5,13149,4.2,15292,3.8,20898,3
3,選択的支出,21105,6.8,-,5063,4.4,9096,5.4,11069,5.2,16492,6.4,21346,6.8,34731,8.7,49822,7.1
1,教育,9842,3.2,18.3,571,0.5,1515,0.9,1570,0.7,5671,2.2,8191,2.6,15160,3.8,36136,5.1
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,9842,3.2,18.3,571,0.5,1515,0.9,1570,0.7,5671,2.2,8191,2.6,15160,3.8,36136,5.1
1,教養娯楽,46601,15,1.4,9682,8.5,16896,10,22856,10.8,28566,11.1,40623,13,63013,15.8,144269,20.5
2,基礎的支出,7443,2.4,-,4061,3.5,5608,3.3,7070,3.4,6937,2.7,7896,2.5,8846,2.2,11667,1.7
3,選択的支出,39157,12.6,-,5621,4.9,11289,6.7,15787,7.5,21629,8.4,32727,10.5,54167,13.6,132602,18.8
1,その他の消費支出,43751,14.1,-18.9,11989,10.5,20813,12.3,29244,13.9,33375,13,48151,15.4,59651,15,102791,14.6
2,基礎的支出,18762,6.1,-,6635,5.8,12121,7.2,12468,5.9,13985,5.4,20113,6.4,23706,5.9,42212,6
3,選択的支出,24989,8.1,-,5355,4.7,8692,5.1,16776,8,19390,7.5,28037,9,35946,9,60579,8.6
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年8月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
