区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,746,-,-,106,-,111,-,107,-,116,-,104,-,101,-,101,-
0,0,世帯人員,2.99,-,-,2.52,-,2.68,-,2.91,-,2.9,-,3.12,-,3.36,-,3.47,-
0,0,有業人員,1.32,-,-,1.19,-,1.11,-,1.04,-,1.31,-,1.46,-,1.51,-,1.59,-
0,0,世帯主平均年齢,58.5,-,-,65.3,-,60.3,-,60.7,-,59.7,-,54.3,-,53.5,-,55.5,-
0,0,消費支出,335799,100,8.4,108850,100,163008,100,206543,100,247241,100,299218,100,371041,100,950850,100
1,0,商品,158218,47.1,-,80563,74,103762,63.7,123961,60,141447,57.2,163491,54.6,199838,53.9,293367,30.9
1,1,耐久財,13298,4,33.3,433,0.4,1383,0.8,2586,1.3,5752,2.3,5012,1.7,8034,2.2,69587,7.3
1,2,半耐久財,27483,8.2,-,6774,6.2,10357,6.4,16247,7.9,19259,7.8,30528,10.2,48183,13,60741,6.4
1,3,非耐久財,117438,35,-,73356,67.4,92022,56.5,105128,50.9,116435,47.1,127951,42.8,143621,38.7,163039,17.1
1,0,サービス,177581,52.9,-,28287,26,59246,36.3,82582,40,105794,42.8,135727,45.4,171204,46.1,657483,69.1
2,0,食料,85090,25.3,6.6,51890,47.7,63272,38.8,70429,34.1,81064,32.8,96267,32.2,105793,28.5,126556,13.3
2,3,非耐久財,68054,20.3,8.7,45914,42.2,53501,32.8,59915,29,67875,27.5,74567,24.9,84080,22.7,90271,9.5
2,4,サービス,17037,5.1,-1,5976,5.5,9771,6,10514,5.1,13189,5.3,21700,7.3,21713,5.9,36285,3.8
2,0,住居,21513,6.4,-32.1,2666,2.4,13268,8.1,11098,5.4,21898,8.9,23973,8,25878,7,51603,5.4
2,1,耐久財,3308,1,57.1,100,0.1,-,-,79,0,546,0.2,165,0.1,1064,0.3,21112,2.2
2,2,半耐久財,167,0,-8.7,41,0,58,0,208,0.1,60,0,418,0.1,204,0.1,178,0
2,4,サービス,18039,5.4,-38.6,2526,2.3,13209,8.1,10811,5.2,21291,8.6,23391,7.8,24610,6.6,30313,3.2
2,0,光熱・水道（非耐久財）,28296,8.4,6.6,18363,16.9,24756,15.2,27441,13.3,27960,11.3,28201,9.4,32830,8.8,38391,4
2,0,家具・家事用品,10196,3,24.9,2142,2,4562,2.8,5405,2.6,6768,2.7,8852,3,12548,3.4,30962,3.3
2,1,耐久財,3691,1.1,57.7,66,0.1,384,0.2,558,0.3,1584,0.6,1322,0.4,3427,0.9,18413,1.9
2,2,半耐久財,3124,0.9,0.1,651,0.6,1926,1.2,2315,1.1,2565,1,3875,1.3,4295,1.2,6214,0.7
2,3,非耐久財,2485,0.7,27.6,1338,1.2,1932,1.2,2120,1,2276,0.9,2980,1,3262,0.9,3479,0.4
2,4,サービス,896,0.3,19.1,87,0.1,320,0.2,412,0.2,344,0.1,675,0.2,1563,0.4,2856,0.3
2,0,被服及び履物,17630,5.3,13.9,5141,4.7,5480,3.4,8345,4,11519,4.7,18757,6.3,31603,8.5,42373,4.5
2,2,半耐久財,16218,4.8,16.6,4597,4.2,5092,3.1,7445,3.6,9882,4,17326,5.8,29559,8,39449,4.1
2,4,サービス,1412,0.4,-10.3,544,0.5,388,0.2,900,0.4,1637,0.7,1431,0.5,2044,0.6,2924,0.3
2,0,保健医療,14585,4.3,-5.1,5342,4.9,6796,4.2,8823,4.3,15432,6.2,13503,4.5,18628,5,33420,3.5
2,1,耐久財,1033,0.3,45.1,1,0,190,0.1,442,0.2,1305,0.5,1013,0.3,570,0.2,3693,0.4
2,2,半耐久財,230,0.1,-64.9,84,0.1,432,0.3,226,0.1,437,0.2,40,0,219,0.1,172,0
2,3,非耐久財,4441,1.3,-2.7,1971,1.8,2695,1.7,3806,1.8,5646,2.3,5332,1.8,5776,1.6,5831,0.6
2,4,サービス,8881,2.6,-5.8,3285,3,3478,2.1,4349,2.1,8044,3.3,7118,2.4,12061,3.3,23724,2.5
2,0,交通・通信,32137,9.6,1.1,7702,7.1,15759,9.7,24733,12,27886,11.3,32344,10.8,46154,12.4,70018,7.4
