項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,629,-,503,-,943,-,905,-,882,-,830,-,1066,-,4240,-,1970,-
0,0,0,0,0,調査世帯数,731,-,45,-,38,-,75,-,70,-,60,-,61,-,76,-,306,-,142,-
0,0,0,0,0,世帯人員,2.94,-,3.28,-,3.67,-,3.7,-,3.41,-,3.5,-,3.25,-,2.93,-,2.36,-,2.23,-
0,0,0,0,0,有業人員,1.29,-,1.69,-,1.36,-,1.39,-,1.55,-,1.67,-,1.82,-,1.75,-,0.85,-,0.68,-
0,0,0,0,0,世帯主平均年齢,59.5,-,31.2,-,37.1,-,42,-,46.8,-,51.8,-,56.9,-,61.9,-,74.5,-,80.4,-
2,2,0,0,0,生計支出,342146,-,284598,-,300260,-,350689,-,393895,-,388849,-,383899,-,415102,-,306453,-,276861,-
2,3,0,0,0,消費支出,342146,100,284598,100,300260,100,350689,100,393895,100,388849,100,383899,100,415102,100,306453,100,276861,100
2,4,1,0,0,食料,101611,29.7,76482,26.9,74387,24.8,96913,27.6,113826,28.9,108622,27.9,113570,29.6,114647,27.6,99922,32.6,91015,32.9
2,5,1,1,0,穀類,8171,2.4,5197,1.8,5865,2,7577,2.2,8338,2.1,10168,2.6,8414,2.2,9083,2.2,8288,2.7,7557,2.7
2,6,1,1,1,米類,2096,0.6,740,0.3,1000,0.3,1318,0.4,2059,0.5,3258,0.8,2208,0.6,2403,0.6,2266,0.7,2345,0.8
2,6,1,1,2,パン,2850,0.8,2343,0.8,2679,0.9,3659,1,3287,0.8,3218,0.8,3353,0.9,2972,0.7,2467,0.8,2140,0.8
2,6,1,1,3,麺類,1755,0.5,1418,0.5,1317,0.4,1786,0.5,2085,0.5,2367,0.6,1588,0.4,2082,0.5,1602,0.5,1443,0.5
2,6,1,1,4,他の穀類,1470,0.4,696,0.2,870,0.3,814,0.2,907,0.2,1326,0.3,1265,0.3,1625,0.4,1953,0.6,1629,0.6
2,5,1,2,0,魚介類,11201,3.3,3670,1.3,4436,1.5,6385,1.8,8147,2.1,9008,2.3,10969,2.9,14600,3.5,14490,4.7,12711,4.6
2,6,1,2,1,生鮮魚介,6242,1.8,1962,0.7,2785,0.9,3623,1,4651,1.2,5246,1.3,6341,1.7,8284,2,7883,2.6,6729,2.4
2,6,1,2,2,塩干魚介,1642,0.5,782,0.3,524,0.2,1073,0.3,1183,0.3,1075,0.3,1292,0.3,2170,0.5,2180,0.7,2067,0.7
2,6,1,2,3,魚肉練製品,1705,0.5,340,0.1,581,0.2,948,0.3,1238,0.3,1476,0.4,1455,0.4,2204,0.5,2280,0.7,2133,0.8
2,6,1,2,4,他の魚介加工品,1612,0.5,586,0.2,546,0.2,741,0.2,1076,0.3,1210,0.3,1882,0.5,1941,0.5,2146,0.7,1782,0.6
2,5,1,3,0,肉類,9277,2.7,6057,2.1,7014,2.3,8187,2.3,10268,2.6,11853,3,10397,2.7,10658,2.6,8950,2.9,7308,2.6
2,6,1,3,1,生鮮肉,7736,2.3,4936,1.7,5655,1.9,6340,1.8,8624,2.2,9963,2.6,9020,2.3,8930,2.2,7504,2.4,6236,2.3
2,6,1,3,2,加工肉,1540,0.5,1121,0.4,1359,0.5,1847,0.5,1644,0.4,1891,0.5,1377,0.4,1728,0.4,1446,0.5,1072,0.4
2,5,1,4,0,乳卵類,4517,1.3,3326,1.2,4082,1.4,4421,1.3,4733,1.2,4773,1.2,4744,1.2,4548,1.1,4616,1.5,4413,1.6
2,6,1,4,1,牛乳,1479,0.4,989,0.3,1266,0.4,1263,0.4,1452,0.4,1285,0.3,1338,0.3,1601,0.4,1668,0.5,1786,0.6
2,6,1,4,2,乳製品,2179,0.6,1754,0.6,2143,0.7,2263,0.6,2408,0.6,2601,0.7,2585,0.7,2012,0.5,2053,0.7,1847,0.7
2,6,1,4,3,卵,859,0.3,583,0.2,672,0.2,895,0.3,873,0.2,888,0.2,821,0.2,934,0.2,895,0.3,781,0.3
2,5,1,5,0,野菜・海藻,11387,3.3,5414,1.9,6433,2.1,8390,2.4,9894,2.5,11172,2.9,11187,2.9,12442,3,13664,4.5,12900,4.7
2,6,1,5,1,生鮮野菜,7438,2.2,3784,1.3,4433,1.5,5376,1.5,6605,1.7,7424,1.9,7612,2,8114,2,8772,2.9,8242,3
