項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,749,-,-,104,-,104,-,111,-,107,-,108,-,115,-,100,-
0,0,世帯人員,2.93,-,-,2.63,-,2.8,-,2.87,-,3,-,2.99,-,3.15,-,3.05,-
0,0,有業人員,1.26,-,-,1.21,-,1.22,-,1.18,-,1.24,-,1.35,-,1.32,-,1.3,-
0,0,世帯主平均年齢,59.3,-,-,62.5,-,61.7,-,60.1,-,56.7,-,56.3,-,57.2,-,60.5,-
0,0,消費支出,316285,-,-0.8,108681,-,165840,-,208131,-,257770,-,310200,-,394180,-,766361,-
0,0,公共的料金,85678,27.1,-3.8,29804,27.4,50512,30.5,60088,28.9,72764,28.2,86818,28,96843,24.6,202167,26.4
1,0,公共料金等,53451,16.9,-7.5,25242,23.2,37760,22.8,43426,20.9,48331,18.7,54392,17.5,70646,17.9,93993,12.3
1,1,米,2135,0.7,8.2,1682,1.5,2046,1.2,1675,0.8,2453,1,2253,0.7,3018,0.8,1809,0.2
1,1,食塩,45,0,0,43,0,37,0,44,0,51,0,53,0,44,0,40,0
1,1,学校給食,846,0.3,-12.5,211,0.2,844,0.5,416,0.2,820,0.3,808,0.3,1616,0.4,1202,0.2
1,1,公営家賃,2588,0.8,119.9,657,0.6,1861,1.1,3464,1.7,1632,0.6,5832,1.9,1460,0.4,3183,0.4
1,1,電気代,8217,2.6,-19,5935,5.5,7923,4.8,7429,3.6,8651,3.4,7462,2.4,9402,2.4,10689,1.4
1,1,都市ガス,3568,1.1,-15.9,2669,2.5,3143,1.9,3515,1.7,3652,1.4,3895,1.3,3691,0.9,4398,0.6
1,1,上下水道料,5260,1.7,-13.8,3504,3.2,6416,3.9,4292,2.1,4694,1.8,5554,1.8,4953,1.3,7396,1
1,1,医科診療代,3604,1.1,-0.6,2247,2.1,3150,1.9,3906,1.9,4404,1.7,2672,0.9,4829,1.2,4005,0.5
1,1,歯科診療代,2705,0.9,-19.3,667,0.6,767,0.5,2070,1,968,0.4,990,0.3,4815,1.2,8637,1.1
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,929,0.3,-45.3,-,-,-,-,596,0.3,-,-,107,0,599,0.2,5189,0.7
1,1,鉄道運賃,3022,1,-2.4,474,0.4,486,0.3,2045,1,2216,0.9,1798,0.6,6626,1.7,7479,1
1,1,鉄道通学定期代,1225,0.4,5,174,0.2,-,-,451,0.2,749,0.3,2173,0.7,792,0.2,4214,0.5
1,1,鉄道通勤定期代,2025,0.6,-20.1,241,0.2,393,0.2,329,0.2,2976,1.2,1793,0.6,5691,1.4,2721,0.4
1,1,バス代,343,0.1,-19.7,139,0.1,185,0.1,382,0.2,189,0.1,432,0.1,652,0.2,417,0.1
1,1,バス通学定期代,109,0,31.3,-,-,-,-,-,-,23,0,283,0.1,82,0,370,0
1,1,バス通勤定期代,24,0,50,147,0.1,-,-,-,-,6,0,6,0,-,-,12,0
1,1,タクシー代,681,0.2,-23.8,273,0.3,688,0.4,254,0.1,359,0.1,513,0.2,1205,0.3,1476,0.2
1,1,航空運賃,1110,0.4,49.8,-,-,-,-,341,0.2,325,0.1,701,0.2,1273,0.3,5117,0.7
1,1,郵便料,395,0.1,7.9,205,0.2,316,0.2,336,0.2,304,0.1,578,0.2,446,0.1,579,0.1
1,1,固定電話通信料,2257,0.7,-2.5,1510,1.4,1627,1,2036,1,2082,0.8,2883,0.9,2637,0.7,3014,0.4
1,1,移動電話通信料,7948,2.5,-9.1,2242,2.1,4707,2.8,6005,2.9,7602,2.9,9024,2.9,10861,2.8,15118,2
1,1,ＮＨＫ放送受信料,1513,0.5,12.5,826,0.8,675,0.4,1098,0.5,1930,0.7,1738,0.6,2302,0.6,2008,0.3
1,1,ケーブルテレビ放送受信料,1224,0.4,6.3,574,0.5,944,0.6,890,0.4,1331,0.5,1369,0.4,1245,0.3,2207,0.3
1,1,他の放送受信料,184,0.1,15.7,104,0.1,62,0,119,0.1,203,0.1,398,0.1,250,0.1,149,0
1,1,国公立小学校,136,0,-23.6,22,0,171,0.1,37,0,181,0.1,110,0,372,0.1,58,0
1,1,国公立中学校,321,0.1,49.3,29,0,438,0.3,242,0.1,142,0.1,199,0.1,485,0.1,712,0.1
1,1,国公立高校,390,0.1,310.5,-,-,308,0.2,95,0,-,-,141,0,824,0.2,1358,0.2
1,1,国公立大学,15,0,-93.6,-,-,-,-,-,-,-,-,-,-,107,0,-,-
1,1,たばこ,631,0.2,-10.7,668,0.6,575,0.3,1359,0.7,387,0.2,627,0.2,370,0.1,435,0.1
2,0,準公共料金等,32227,10.2,3,4562,4.2,12752,7.7,16662,8,24433,9.5,32426,10.5,26198,6.6,108174,14.1
2,1,牛乳,1518,0.5,7.4,1137,1,1277,0.8,1468,0.7,1392,0.5,1838,0.6,1620,0.4,1889,0.2
2,1,灯油,29,0,-65.9,34,0,19,0,17,0,95,0,28,0,-,-,8,0
2,1,プロパンガス,220,0.1,-19.1,229,0.2,262,0.2,203,0.1,217,0.1,176,0.1,287,0.1,169,0
2,1,理髪料,394,0.1,5.9,82,0.1,108,0.1,464,0.2,367,0.1,487,0.2,640,0.2,605,0.1
2,1,パーマネント代,333,0.1,5,266,0.2,147,0.1,325,0.2,86,0,255,0.1,630,0.2,619,0.1
2,1,洗濯代,861,0.3,-0.8,193,0.2,372,0.2,318,0.2,376,0.1,1090,0.4,1254,0.3,2412,0.3
2,1,新聞,3071,1,-0.3,1587,1.5,3314,2,2769,1.3,2565,1,3466,1.1,3549,0.9,4236,0.6
2,1,私立小学校,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立中学校,1374,0.4,337.6,-,-,-,-,-,-,-,-,818,0.3,1148,0.3,7636,1
2,1,私立高校,2885,0.9,55.9,-,-,-,-,403,0.2,816,0.3,1819,0.6,2794,0.7,14325,1.9
2,1,私立大学,7715,2.4,-1,-,-,-,-,-,-,528,0.2,-,-,234,0.1,53155,6.9
2,1,幼児教育費用,1953,0.6,-22.1,166,0.2,1469,0.9,2389,1.1,1862,0.7,2655,0.9,1789,0.5,3317,0.4
2,1,民営家賃,10823,3.4,-1.7,867,0.8,3325,2,8165,3.9,15505,6,18940,6.1,11003,2.8,17777,2.3
2,1,地代,1052,0.3,44.3,-,-,2458,1.5,142,0.1,625,0.2,856,0.3,1250,0.3,2026,0.3
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年10月,,,,,,,,,,,,,,,,,,,
第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―全世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
