項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,371,-,-,54,-,49,-,55,-,49,-,56,-,54,-,54,-
0,0,0,0,0,世帯人員,3.31,-,-,3.17,-,2.84,-,3.3,-,3.52,-,3.55,-,3.35,-,3.45,-
0,0,0,0,0,有業人員,1.64,-,-,1.68,-,1.7,-,1.54,-,1.63,-,1.72,-,1.56,-,1.63,-
0,0,0,0,0,世帯主平均年齢,49,-,-,54.6,-,53.8,-,48,-,46.8,-,46.3,-,43.4,-,50.2,-
1,0,0,0,0,受取,1529827,-,-3.8,518373,-,730022,-,948116,-,1193917,-,1623892,-,2124584,-,3517497,-
1,1,0,0,0,実収入,989585,100,1.1,146048,100,301875,100,504239,100,693624,100,1062718,100,1564189,100,2612902,100
1,2,0,0,0,経常収入,969974,98,1.4,143735,98.4,297977,98.7,491056,97.4,659470,95.1,1028930,96.8,1532080,97.9,2595336,99.3
1,3,0,0,0,勤め先収入,934119,94.4,1.3,49863,34.1,249042,82.5,428289,84.9,629303,90.7,1023882,96.3,1526644,97.6,2588844,99.1
1,4,0,0,0,世帯主収入,827614,83.6,0.9,48837,33.4,220933,73.2,389778,77.3,551044,79.4,951427,89.5,1397237,89.3,2198478,84.1
1,6,0,0,0,うち男,806844,81.5,0.9,40063,27.4,206574,68.4,381582,75.7,533050,76.8,894380,84.2,1397237,89.3,2160844,82.7
1,5,0,0,0,定期収入,397586,40.2,-0.6,47450,32.5,215585,71.4,349911,69.4,489861,70.6,489834,46.1,520892,33.3,659280,25.2
1,5,0,0,0,臨時収入,1802,0.2,-32.5,-,-,427,0.1,499,0.1,1049,0.2,2459,0.2,4324,0.3,3807,0.1
1,5,0,0,0,賞与,428226,43.3,2.5,1387,0.9,4921,1.6,39368,7.8,60134,8.7,459134,43.2,872020,55.7,1535391,58.8
1,4,0,0,0,世帯主の配偶者の収入,100028,10.1,7.4,1026,0.7,22078,7.3,33258,6.6,72479,10.4,61884,5.8,129407,8.3,373142,14.3
1,6,0,0,0,うち女,91374,9.2,-0.8,1026,0.7,22078,7.3,33258,6.6,68216,9.8,61884,5.8,129407,8.3,318053,12.2
1,4,0,0,0,他の世帯員収入,6478,0.7,-24.2,-,-,6032,2,5253,1,5781,0.8,10571,1,-,-,17224,0.7
1,3,0,0,0,事業・内職収入,4045,0.4,-64.9,17010,11.6,-,-,3585,0.7,-,-,3275,0.3,2694,0.2,2020,0.1
1,4,0,0,0,家賃収入,2180,0.2,-16.5,13989,9.6,-,-,-,-,-,-,-,-,-,-,1447,0.1
1,4,0,0,0,他の事業収入,1121,0.1,-86.7,-,-,-,-,3585,0.7,-,-,1640,0.2,2694,0.2,-,-
1,4,0,0,0,内職収入,745,0.1,53,3021,2.1,-,-,-,-,-,-,1636,0.2,-,-,573,0
1,3,0,0,0,他の経常収入,31809,3.2,37.2,76862,52.6,48934,16.2,59181,11.7,30167,4.3,1773,0.2,2741,0.2,4472,0.2
1,4,0,0,0,財産収入,893,0.1,-38,2375,1.6,272,0.1,2615,0.5,-,-,-,-,-,-,1037,0
1,4,0,0,0,社会保障給付,30552,3.1,45.3,74487,51,48662,16.1,56566,11.2,30167,4.3,1000,0.1,2741,0.2,1703,0.1
1,5,0,0,0,公的年金給付,25545,2.6,45.8,71904,49.2,36444,12.1,48800,9.7,21823,3.1,-,-,-,-,1257,0
1,5,0,0,0,他の社会保障給付,5006,0.5,43,2583,1.8,12218,4,7766,1.5,8344,1.2,1000,0.1,2741,0.2,445,0
1,4,0,0,0,仕送り金,364,0,-49.7,-,-,-,-,-,-,-,-,773,0.1,-,-,1732,0.1
