区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,741,-,-,104,-,105,-,105,-,109,-,104,-,105,-,109,-
0,0,世帯人員,2.9,-,-,2.61,-,2.71,-,2.97,-,2.84,-,3,-,3,-,3.14,-
0,0,有業人員,1.26,-,-,1.11,-,1.07,-,1.16,-,1.26,-,1.42,-,1.42,-,1.38,-
0,0,世帯主平均年齢,59.5,-,-,63.8,-,62,-,60,-,61.3,-,56.6,-,57.3,-,55.4,-
0,0,消費支出,281786,100,-3.1,107173,100,158939,100,197209,100,237341,100,289116,100,360777,100,620957,100
1,0,商品,149701,53.1,-,76301,71.2,106419,67,119888,60.8,137223,57.8,152323,52.7,176945,49,278441,44.8
1,1,耐久財,11670,4.1,-52.6,1499,1.4,1992,1.3,3914,2,7000,2.9,4776,1.7,9387,2.6,53070,8.5
1,2,半耐久財,26146,9.3,-,6120,5.7,12458,7.8,14009,7.1,18064,7.6,28420,9.8,37159,10.3,66669,10.7
1,3,非耐久財,111885,39.7,-,68682,64.1,91970,57.9,101964,51.7,112159,47.3,119127,41.2,130398,36.1,158702,25.6
1,0,サービス,132085,46.9,-,30872,28.8,52519,33,77321,39.2,100118,42.2,136794,47.3,183832,51,342516,55.2
2,0,食料,91599,32.5,6.2,51197,47.8,70536,44.4,79927,40.5,88458,37.3,98372,34,114558,31.8,137929,22.2
2,3,非耐久財,71215,25.3,3.2,45487,42.4,59983,37.7,65737,33.3,71842,30.3,75041,26,84830,23.5,95456,15.4
2,4,サービス,20384,7.2,18.4,5710,5.3,10553,6.6,14190,7.2,16616,7,23331,8.1,29729,8.2,42472,6.8
2,0,住居,22097,7.8,-1.8,3313,3.1,7821,4.9,16855,8.5,20480,8.6,17854,6.2,26185,7.3,62082,10
2,1,耐久財,2045,0.7,-46.7,-,-,-,-,36,0,183,0.1,228,0.1,75,0,13792,2.2
