項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,731,-,-,100,-,103,-,101,-,113,-,102,-,104,-,108,-
0,0,0,0,0,世帯人員,2.94,-,-,2.55,-,2.79,-,2.99,-,3.1,-,3.07,-,2.97,-,3.13,-
0,0,0,0,0,有業人員,1.29,-,-,1.1,-,1.23,-,1.24,-,1.37,-,1.31,-,1.33,-,1.45,-
0,0,0,0,0,世帯主平均年齢,59.5,-,-,64.3,-,59.7,-,61.6,-,55.8,-,59.8,-,58.3,-,57.1,-
2,2,0,0,0,生計支出,342146,-,-9.8,126940,-,196315,-,254086,-,303049,-,353745,-,435324,-,722727,-
2,3,0,0,0,消費支出,342146,100,-9.8,126940,100,196315,100,254086,100,303049,100,353745,100,435324,100,722727,100
2,4,1,0,0,食料,101611,29.7,-0.6,56631,44.6,77012,39.2,91873,36.2,101860,33.6,109986,31.1,125071,28.7,148343,20.5
2,5,1,1,0,穀類,8171,2.4,6,5487,4.3,6765,3.4,7200,2.8,7885,2.6,9307,2.6,9814,2.3,10710,1.5
2,6,1,1,1,米類,2096,0.6,11.4,1296,1,1355,0.7,1501,0.6,1870,0.6,2311,0.7,3059,0.7,3269,0.5
2,6,1,1,2,パン,2850,0.8,-2.1,1713,1.3,2547,1.3,2767,1.1,2884,1,3257,0.9,3319,0.8,3453,0.5
2,6,1,1,3,麺類,1755,0.5,9.1,1285,1,1647,0.8,1676,0.7,1676,0.6,2168,0.6,1809,0.4,2019,0.3
2,6,1,1,4,他の穀類,1470,0.4,12.4,1193,0.9,1216,0.6,1256,0.5,1455,0.5,1571,0.4,1628,0.4,1969,0.3
2,5,1,2,0,魚介類,11201,3.3,4.3,7096,5.6,9999,5.1,10556,4.2,10163,3.4,13665,3.9,12923,3,13962,1.9
2,6,1,2,1,生鮮魚介,6242,1.8,6.8,4089,3.2,5877,3,5731,2.3,5556,1.8,7730,2.2,6819,1.6,7869,1.1
2,6,1,2,2,塩干魚介,1642,0.5,-1.7,1151,0.9,1359,0.7,1579,0.6,1503,0.5,1939,0.5,2063,0.5,1896,0.3
2,6,1,2,3,魚肉練製品,1705,0.5,4.5,1014,0.8,1586,0.8,1550,0.6,1540,0.5,2101,0.6,2274,0.5,1863,0.3
2,6,1,2,4,他の魚介加工品,1612,0.5,0.9,842,0.7,1177,0.6,1696,0.7,1565,0.5,1895,0.5,1767,0.4,2334,0.3
2,5,1,3,0,肉類,9277,2.7,0.8,5422,4.3,7945,4,8528,3.4,9782,3.2,10431,2.9,10877,2.5,11911,1.6
2,6,1,3,1,生鮮肉,7736,2.3,2.8,4436,3.5,6759,3.4,7120,2.8,8004,2.6,8779,2.5,9010,2.1,10009,1.4
2,6,1,3,2,加工肉,1540,0.5,-8.2,986,0.8,1186,0.6,1408,0.6,1778,0.6,1652,0.5,1867,0.4,1901,0.3
2,5,1,4,0,乳卵類,4517,1.3,8.9,3018,2.4,3403,1.7,4362,1.7,4530,1.5,4897,1.4,5529,1.3,5869,0.8
2,6,1,4,1,牛乳,1479,0.4,13.9,1041,0.8,1085,0.6,1731,0.7,1256,0.4,1647,0.5,1581,0.4,2008,0.3
2,6,1,4,2,乳製品,2179,0.6,9,1389,1.1,1607,0.8,1829,0.7,2384,0.8,2337,0.7,3023,0.7,2678,0.4
2,6,1,4,3,卵,859,0.3,1.2,588,0.5,711,0.4,802,0.3,890,0.3,914,0.3,925,0.2,1184,0.2
2,5,1,5,0,野菜・海藻,11387,3.3,-1.1,6962,5.5,10102,5.1,10806,4.3,11377,3.8,12373,3.5,13222,3,14813,2
2,6,1,5,1,生鮮野菜,7438,2.2,-2.3,4499,3.5,6665,3.4,6927,2.7,7578,2.5,7885,2.2,8742,2,9735,1.3
2,6,1,5,2,乾物・海藻,1174,0.3,6.4,688,0.5,909,0.5,1128,0.4,1219,0.4,1305,0.4,1327,0.3,1635,0.2
2,6,1,5,3,大豆加工品,1266,0.4,2.5,832,0.7,1137,0.6,1389,0.5,1191,0.4,1258,0.4,1401,0.3,1649,0.2
2,6,1,5,4,他の野菜・海藻加工品,1509,0.4,-3.7,943,0.7,1390,0.7,1362,0.5,1389,0.5,1925,0.5,1752,0.4,1795,0.2
2,5,1,6,0,果物,3811,1.1,-0.1,2539,2,3293,1.7,3894,1.5,3578,1.2,4009,1.1,4375,1,4973,0.7
2,6,1,6,1,生鮮果物,3216,0.9,-2.1,2351,1.9,2875,1.5,3342,1.3,2991,1,3353,0.9,3581,0.8,4006,0.6
2,6,1,6,2,果物加工品,595,0.2,12.5,187,0.1,418,0.2,553,0.2,587,0.2,656,0.2,794,0.2,967,0.1
2,5,1,7,0,油脂・調味料,4320,1.3,-2.8,3000,2.4,3620,1.8,4360,1.7,4274,1.4,4404,1.2,4830,1.1,5736,0.8
2,6,1,7,1,油脂,476,0.1,6.5,359,0.3,458,0.2,500,0.2,348,0.1,426,0.1,665,0.2,570,0.1
2,6,1,7,2,調味料,3844,1.1,-3.8,2641,2.1,3163,1.6,3860,1.5,3925,1.3,3978,1.1,4164,1,5166,0.7
2,5,1,8,0,菓子類,7049,2.1,-2.2,3729,2.9,5851,3,6873,2.7,6958,2.3,7637,2.2,8914,2,9340,1.3
2,5,1,9,0,調理食品,14307,4.2,0,9388,7.4,11193,5.7,13620,5.4,14055,4.6,15395,4.4,16399,3.8,20048,2.8
2,6,1,9,1,主食的調理食品,4876,1.4,-0.5,3299,2.6,3687,1.9,4233,1.7,5435,1.8,5397,1.5,5409,1.2,6656,0.9
2,6,1,9,2,他の調理食品,9431,2.8,0.3,6089,4.8,7506,3.8,9387,3.7,8621,2.8,9998,2.8,10989,2.5,13391,1.9
2,5,1,10,0,飲料,4546,1.3,2,2134,1.7,3312,1.7,3616,1.4,4988,1.6,5318,1.5,5730,1.3,6701,0.9
2,6,1,10,1,茶類,1241,0.4,-3.3,591,0.5,1003,0.5,935,0.4,1219,0.4,1675,0.5,1558,0.4,1699,0.2
2,6,1,10,2,コーヒー・ココア,1036,0.3,2.5,491,0.4,676,0.3,946,0.4,1337,0.4,1042,0.3,1342,0.3,1413,0.2
2,6,1,10,3,他の飲料,2269,0.7,4.8,1052,0.8,1633,0.8,1735,0.7,2432,0.8,2600,0.7,2829,0.6,3589,0.5
2,5,1,11,0,酒類,4717,1.4,-9.8,2302,1.8,3013,1.5,4477,1.8,4141,1.4,4911,1.4,5770,1.3,8373,1.2
2,5,1,12,0,外食,18309,5.4,-6,5554,4.4,8517,4.3,13580,5.3,20129,6.6,17641,5,26687,6.1,35906,5
2,6,1,12,1,一般外食,17479,5.1,-5.9,5442,4.3,7877,4,13000,5.1,19497,6.4,16345,4.6,25042,5.8,35004,4.8
2,6,1,12,2,学校給食,831,0.2,-6.7,112,0.1,640,0.3,580,0.2,632,0.2,1296,0.4,1645,0.4,902,0.1
2,4,2,0,0,住居,32162,9.4,-9.3,5608,4.4,12829,6.5,20252,8,17404,5.7,21141,6,30278,7,117111,16.2
2,5,2,1,0,家賃地代,16464,4.8,-14.5,4646,3.7,11333,5.8,18247,7.2,13435,4.4,15784,4.5,23432,5.4,28212,3.9
2,5,2,2,0,設備修繕・維持,15698,4.6,-3.2,962,0.8,1496,0.8,2005,0.8,3969,1.3,5357,1.5,6846,1.6,88899,12.3
2,6,2,2,1,設備材料,5769,1.7,203.5,428,0.3,525,0.3,196,0.1,922,0.3,433,0.1,2328,0.5,35409,4.9
2,6,2,2,2,工事その他のサービス,9929,2.9,-30.6,535,0.4,971,0.5,1809,0.7,3047,1,4924,1.4,4518,1,53490,7.4
2,4,3,0,0,光熱・水道,19366,5.7,-22.8,12994,10.2,18002,9.2,19671,7.7,20851,6.9,19251,5.4,20053,4.6,24656,3.4
2,5,3,1,0,電気代,8325,2.4,-25.6,6089,4.8,7464,3.8,8289,3.3,9270,3.1,8245,2.3,8705,2,10185,1.4
2,5,3,2,0,ガス代,5708,1.7,-19.1,3633,2.9,5658,2.9,5709,2.2,5734,1.9,6146,1.7,5764,1.3,7286,1
2,5,3,3,0,他の光熱,523,0.2,-52.7,180,0.1,680,0.3,531,0.2,814,0.3,602,0.2,496,0.1,352,0
2,5,3,4,0,上下水道料,4810,1.4,-16.2,3092,2.4,4200,2.1,5143,2,5034,1.7,4258,1.2,5088,1.2,6832,0.9
2,4,4,0,0,家具・家事用品,13401,3.9,-8.1,4735,3.7,7175,3.7,9031,3.6,12460,4.1,16392,4.6,16921,3.9,26998,3.7
2,5,4,1,0,家庭用耐久財,4723,1.4,1.4,775,0.6,1038,0.5,1779,0.7,4419,1.5,5078,1.4,6295,1.4,13630,1.9
2,6,4,1,1,家事用耐久財,2386,0.7,59.3,550,0.4,469,0.2,1271,0.5,3154,1,1288,0.4,3942,0.9,6004,0.8
2,6,4,1,2,冷暖房用器具,1416,0.4,-36.8,212,0.2,496,0.3,469,0.2,492,0.2,2423,0.7,416,0.1,5391,0.7
2,6,4,1,3,一般家具,921,0.3,0,12,0,73,0,39,0,774,0.3,1367,0.4,1937,0.4,2235,0.3
2,5,4,2,0,室内装備・装飾品,573,0.2,-43.8,179,0.1,409,0.2,488,0.2,432,0.1,814,0.2,1074,0.2,615,0.1
2,5,4,3,0,寝具類,858,0.3,13.9,174,0.1,505,0.3,1166,0.5,862,0.3,1759,0.5,1197,0.3,339,0
2,5,4,4,0,家事雑貨,3131,0.9,-8.6,1211,1,1893,1,2321,0.9,2799,0.9,3729,1.1,3853,0.9,6087,0.8
2,5,4,5,0,家事用消耗品,3310,1,3.2,2008,1.6,2715,1.4,3002,1.2,3587,1.2,3652,1,3452,0.8,4743,0.7
2,5,4,6,0,家事サービス,805,0.2,-46.8,388,0.3,615,0.3,275,0.1,360,0.1,1362,0.4,1049,0.2,1584,0.2
2,4,5,0,0,被服及び履物,16042,4.7,-3.7,4480,3.5,7061,3.6,10362,4.1,13325,4.4,17035,4.8,26039,6,33847,4.7
2,5,5,1,0,和服,27,0,8,-,-,-,-,190,0.1,-,-,-,-,-,-,-,-
2,5,5,2,0,洋服,7130,2.1,5.6,1489,1.2,2625,1.3,4477,1.8,5566,1.8,8504,2.4,11427,2.6,15761,2.2
2,6,5,2,1,男子用洋服,3077,0.9,26.3,360,0.3,998,0.5,1505,0.6,1392,0.5,2386,0.7,6677,1.5,8177,1.1
2,6,5,2,2,婦人用洋服,3415,1,-3.6,1053,0.8,1329,0.7,2583,1,3479,1.1,5271,1.5,3615,0.8,6559,0.9
2,6,5,2,3,子供用洋服,639,0.2,-17.4,75,0.1,298,0.2,389,0.2,695,0.2,847,0.2,1135,0.3,1025,0.1
2,5,5,3,0,シャツ・セーター類,2697,0.8,-5.7,777,0.6,1081,0.6,1661,0.7,2473,0.8,3393,1,5303,1.2,4175,0.6
2,6,5,3,1,男子用シャツ・セーター類,911,0.3,-16.7,241,0.2,222,0.1,429,0.2,907,0.3,1115,0.3,1539,0.4,1919,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1616,0.5,-1.7,506,0.4,825,0.4,1073,0.4,1419,0.5,2156,0.6,3442,0.8,1886,0.3
2,6,5,3,3,子供用シャツ・セーター類,169,0,36.3,30,0,34,0,159,0.1,147,0,122,0,322,0.1,370,0.1
2,5,5,4,0,下着類,1648,0.5,3.3,641,0.5,887,0.5,1143,0.4,1517,0.5,1657,0.5,2740,0.6,2937,0.4
2,6,5,4,1,男子用下着類,535,0.2,-17.8,336,0.3,307,0.2,264,0.1,540,0.2,543,0.2,730,0.2,1023,0.1
2,6,5,4,2,婦人用下着類,947,0.3,16.3,305,0.2,507,0.3,830,0.3,712,0.2,978,0.3,1708,0.4,1584,0.2
2,6,5,4,3,子供用下着類,165,0,26.9,-,-,73,0,49,0,265,0.1,136,0,303,0.1,330,0
2,5,5,5,0,生地・糸類,157,0,45.4,61,0,49,0,138,0.1,328,0.1,96,0,313,0.1,116,0
2,5,5,6,0,他の被服,1620,0.5,-15.5,907,0.7,763,0.4,1145,0.5,1416,0.5,1511,0.4,2035,0.5,3553,0.5
2,5,5,7,0,履物類,1845,0.5,-25.3,496,0.4,1067,0.5,914,0.4,989,0.3,1264,0.4,3267,0.8,4891,0.7
2,5,5,8,0,被服関連サービス,917,0.3,-0.4,109,0.1,588,0.3,695,0.3,1037,0.3,610,0.2,953,0.2,2416,0.3
