項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2221,-,6826,-,284,-,89,-,669,-,4113,-
0,0,0,0,0,調査世帯数,380,-,80,-,265,-,12,-,4,-,23,-,153,-
0,0,0,0,0,世帯人員,3.31,-,2,-,3.74,-,2.56,-,2.8,-,3.51,-,3.35,-
0,0,0,0,0,有業人員,1.6,-,1.44,-,1.63,-,1.56,-,1,-,1.87,-,2.18,-
0,0,0,0,0,世帯主平均年齢,48.2,-,54.1,-,45.8,-,54.7,-,44.4,-,50.5,-,46.8,-
1,0,0,0,0,受取,949866,-,879885,-,1019134,-,478997,-,663164,-,675242,-,1046832,-
1,1,0,0,0,実収入,470092,100,412602,100,514304,100,231090,100,308281,100,311268,100,531370,100
1,2,0,0,0,経常収入,466601,99.3,410638,99.5,510114,99.2,225942,97.8,297553,96.5,310538,99.8,529005,99.6
1,3,0,0,0,勤め先収入,460534,98,407736,98.8,503485,97.9,218964,94.8,285410,92.6,300083,96.4,519679,97.8
1,4,0,0,0,世帯主収入,407124,86.6,334078,81,452656,88,210345,91,285410,92.6,268555,86.3,394740,74.3
1,6,0,0,0,うち男,399433,85,331687,80.4,449253,87.4,70917,30.7,-,-,255453,82.1,388073,73
1,5,0,0,0,定期収入,402609,85.6,331324,80.3,446940,86.9,210298,91,285258,92.5,268555,86.3,392366,73.8
1,5,0,0,0,臨時収入,2478,0.5,2754,0.7,2732,0.5,48,0,152,0,-,-,2374,0.4
1,5,0,0,0,賞与,2037,0.4,-,-,2984,0.6,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,50229,10.7,73658,17.9,48073,9.3,-,-,-,-,15748,5.1,122123,23
1,6,0,0,0,うち女,47480,10.1,73658,17.9,44045,8.6,-,-,-,-,15748,5.1,115439,21.7
1,4,0,0,0,他の世帯員収入,3182,0.7,-,-,2757,0.5,8619,3.7,-,-,15780,5.1,2815,0.5
1,3,0,0,0,事業・内職収入,2170,0.5,2082,0.5,2370,0.5,3172,1.4,-,-,-,-,2241,0.4
1,4,0,0,0,家賃収入,1080,0.2,1889,0.5,967,0.2,-,-,-,-,-,-,591,0.1
1,4,0,0,0,他の事業収入,472,0.1,-,-,560,0.1,3172,1.4,-,-,-,-,929,0.2
1,4,0,0,0,内職収入,618,0.1,193,0,843,0.2,-,-,-,-,-,-,720,0.1
1,3,0,0,0,他の経常収入,3896,0.8,820,0.2,4259,0.8,3806,1.6,12143,3.9,10455,3.4,7085,1.3
1,4,0,0,0,財産収入,2288,0.5,314,0.1,2737,0.5,-,-,-,-,5226,1.7,5273,1
1,4,0,0,0,社会保障給付,1256,0.3,505,0.1,1163,0.2,-,-,-,-,5230,1.7,1217,0.2
1,5,0,0,0,公的年金給付,350,0.1,-,-,-,-,-,-,-,-,5230,1.7,-,-
1,5,0,0,0,他の社会保障給付,906,0.2,505,0.1,1163,0.2,-,-,-,-,-,-,1217,0.2
1,4,0,0,0,仕送り金,353,0.1,-,-,359,0.1,3806,1.6,12143,3.9,-,-,595,0.1
1,2,0,0,0,特別収入,3491,0.7,1964,0.5,4189,0.8,5148,2.2,10728,3.5,731,0.2,2365,0.4
1,3,0,0,0,受贈金,2078,0.4,1533,0.4,2546,0.5,-,-,-,-,-,-,1431,0.3
1,3,0,0,0,他の特別収入,1413,0.3,431,0.1,1644,0.3,5148,2.2,10728,3.5,731,0.2,934,0.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),402561,-,395697,-,426875,-,191270,-,326399,-,266910,-,433712,-
1,2,0,0,0,預貯金引出,336569,-,334011,-,354009,-,163706,-,296375,-,240459,-,362896,-
1,2,0,0,0,保険金,446,-,209,-,586,-,-,-,-,-,-,-,972,-
1,3,0,0,0,個人・企業年金保険金,446,-,209,-,586,-,-,-,-,-,-,-,972,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,3995,-,648,-,5642,-,-,-,-,-,-,-,952,-
1,2,0,0,0,一括払購入借入金,61502,-,60829,-,66567,-,27564,-,30025,-,26451,-,68879,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,49,-,-,-,72,-,-,-,-,-,-,-,13,-
1,1,0,0,0,繰入金,77213,-,71586,-,77955,-,56637,-,28483,-,97064,-,81750,-
2,0,0,0,0,支払,949866,-,879885,-,1019134,-,478997,-,663164,-,675242,-,1046832,-
2,1,0,0,0,実支出,439852,-,428572,-,461506,-,264252,-,361780,-,330866,-,482220,-
2,2,0,0,0,生計支出,341342,-,342586,-,350910,-,221867,-,301001,-,290287,-,379227,-
2,3,0,0,0,消費支出,339540,100,342586,100,348270,100,221867,100,301001,100,290287,100,374846,100
2,4,1,0,0,食料,83782,24.7,79672,23.3,86606,24.9,66383,29.9,69676,23.1,75996,26.2,86747,23.1
2,5,1,1,0,穀類,6433,1.9,4800,1.4,7021,2,5760,2.6,5688,1.9,6140,2.1,6567,1.8
2,6,1,1,1,米類,1534,0.5,1091,0.3,1711,0.5,849,0.4,648,0.2,1498,0.5,1435,0.4
2,6,1,1,2,パン,2984,0.9,2211,0.6,3267,0.9,2931,1.3,2491,0.8,2688,0.9,3248,0.9
2,6,1,1,3,麺類,1448,0.4,1143,0.3,1522,0.4,1660,0.7,2259,0.8,1623,0.6,1507,0.4
2,6,1,1,4,他の穀類,466,0.1,355,0.1,521,0.1,320,0.1,290,0.1,331,0.1,378,0.1
2,5,1,2,0,魚介類,5462,1.6,5271,1.5,5301,1.5,7220,3.3,8902,3,6986,2.4,4950,1.3
2,6,1,2,1,生鮮魚介,3316,1,3018,0.9,3292,0.9,5352,2.4,7432,2.5,3674,1.3,3091,0.8
2,6,1,2,2,塩干魚介,933,0.3,984,0.3,842,0.2,1123,0.5,1079,0.4,1611,0.6,765,0.2
2,6,1,2,3,魚肉練製品,499,0.1,464,0.1,508,0.1,339,0.2,184,0.1,595,0.2,449,0.1
2,6,1,2,4,他の魚介加工品,714,0.2,805,0.2,658,0.2,407,0.2,206,0.1,1104,0.4,646,0.2
2,5,1,3,0,肉類,7460,2.2,5068,1.5,8265,2.4,7702,3.5,6922,2.3,7090,2.4,7200,1.9
2,6,1,3,1,生鮮肉,6066,1.8,4022,1.2,6752,1.9,6316,2.8,5752,1.9,5747,2,5766,1.5
2,6,1,3,2,加工肉,1395,0.4,1047,0.3,1513,0.4,1386,0.6,1169,0.4,1343,0.5,1435,0.4
2,5,1,4,0,乳卵類,4260,1.3,3380,1,4634,1.3,2739,1.2,2751,0.9,4021,1.4,3922,1
2,6,1,4,1,牛乳,1388,0.4,979,0.3,1549,0.4,625,0.3,953,0.3,1421,0.5,1282,0.3
2,6,1,4,2,乳製品,2087,0.6,1787,0.5,2234,0.6,1408,0.6,1289,0.4,1878,0.6,1901,0.5
2,6,1,4,3,卵,785,0.2,614,0.2,851,0.2,705,0.3,509,0.2,722,0.2,739,0.2
2,5,1,5,0,野菜・海藻,8577,2.5,8016,2.3,8832,2.5,7871,3.5,8414,2.8,8134,2.8,7652,2
2,6,1,5,1,生鮮野菜,5930,1.7,5433,1.6,6149,1.8,5655,2.5,6850,2.3,5460,1.9,5322,1.4
2,6,1,5,2,乾物・海藻,604,0.2,520,0.2,656,0.2,366,0.2,491,0.2,458,0.2,513,0.1
2,6,1,5,3,大豆加工品,1114,0.3,985,0.3,1155,0.3,1014,0.5,739,0.2,1159,0.4,982,0.3
2,6,1,5,4,他の野菜・海藻加工品,929,0.3,1078,0.3,872,0.3,836,0.4,334,0.1,1057,0.4,834,0.2
2,5,1,6,0,果物,2710,0.8,2588,0.8,2610,0.7,3451,1.6,5529,1.8,3821,1.3,2332,0.6
2,6,1,6,1,生鮮果物,2383,0.7,2435,0.7,2251,0.6,3197,1.4,4942,1.6,3218,1.1,2031,0.5
2,6,1,6,2,果物加工品,327,0.1,153,0,360,0.1,254,0.1,586,0.2,603,0.2,301,0.1
2,5,1,7,0,油脂・調味料,3510,1,2913,0.9,3799,1.1,2352,1.1,2129,0.7,3037,1,3515,0.9
2,6,1,7,1,油脂,376,0.1,313,0.1,422,0.1,195,0.1,262,0.1,195,0.1,368,0.1
2,6,1,7,2,調味料,3134,0.9,2600,0.8,3377,1,2157,1,1867,0.6,2842,1,3146,0.8
2,5,1,8,0,菓子類,6338,1.9,4498,1.3,6821,2,5808,2.6,7700,2.6,7743,2.7,6346,1.7
2,5,1,9,0,調理食品,10164,3,10542,3.1,9991,2.9,6612,3,4774,1.6,12172,4.2,11055,2.9
2,6,1,9,1,主食的調理食品,4464,1.3,4898,1.4,4247,1.2,4291,1.9,2560,0.9,5315,1.8,4905,1.3
2,6,1,9,2,他の調理食品,5700,1.7,5644,1.6,5745,1.6,2320,1,2214,0.7,6858,2.4,6150,1.6
2,5,1,10,0,飲料,4425,1.3,4141,1.2,4618,1.3,1908,0.9,1881,0.6,4471,1.5,4785,1.3
2,6,1,10,1,茶類,934,0.3,916,0.3,972,0.3,577,0.3,414,0.1,754,0.3,1103,0.3
2,6,1,10,2,コーヒー・ココア,960,0.3,1028,0.3,948,0.3,293,0.1,524,0.2,1137,0.4,1055,0.3
2,6,1,10,3,他の飲料,2531,0.7,2197,0.6,2697,0.8,1038,0.5,943,0.3,2580,0.9,2626,0.7
2,5,1,11,0,酒類,3535,1,4524,1.3,3435,1,606,0.3,959,0.3,2520,0.9,3091,0.8
2,5,1,12,0,外食,20908,6.2,23930,7,21280,6.1,14355,6.5,14029,4.7,9863,3.4,25332,6.8
2,6,1,12,1,一般外食,19535,5.8,23930,7,19364,5.6,12742,5.7,11424,3.8,9574,3.3,24047,6.4
2,6,1,12,2,学校給食,1373,0.4,-,-,1916,0.6,1613,0.7,2606,0.9,289,0.1,1285,0.3
2,4,2,0,0,住居,35717,10.5,66711,19.5,27333,7.8,13763,6.2,-,-,27677,9.5,33488,8.9
2,5,2,1,0,家賃地代,26165,7.7,33901,9.9,24122,6.9,13756,6.2,-,-,26603,9.2,21532,5.7
2,5,2,2,0,設備修繕・維持,9552,2.8,32810,9.6,3211,0.9,7,0,-,-,1074,0.4,11956,3.2
2,6,2,2,1,設備材料,1569,0.5,3117,0.9,1251,0.4,7,0,-,-,339,0.1,118,0
2,6,2,2,2,工事その他のサービス,7983,2.4,29693,8.7,1960,0.6,-,-,-,-,734,0.3,11838,3.2
2,4,3,0,0,光熱・水道,15598,4.6,13162,3.8,16262,4.7,16133,7.3,16548,5.5,16685,5.7,14963,4
