項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,746,-,-,106,-,111,-,107,-,116,-,104,-,101,-,101,-
0,世帯人員,2.99,-,-,2.52,-,2.68,-,2.91,-,2.9,-,3.12,-,3.36,-,3.47,-
0,有業人員,1.32,-,-,1.19,-,1.11,-,1.04,-,1.31,-,1.46,-,1.51,-,1.59,-
0,世帯主平均年齢,58.5,-,-,65.3,-,60.3,-,60.7,-,59.7,-,54.3,-,53.5,-,55.5,-
0,消費支出,363817,100,8.4,113415,100,172797,100,221038,100,271839,100,323525,100,411629,100,1028239,100
2,基礎的支出,173302,47.6,-,88047,77.6,122821,71.1,141923,64.2,172710,63.5,184883,57.1,207716,50.5,293933,28.6
3,選択的支出,190516,52.4,-,25367,22.4,49976,28.9,79115,35.8,99129,36.5,138642,42.9,203913,49.5,734306,71.4
1,食料,85090,23.4,6.6,51890,45.8,63272,36.6,70429,31.9,81064,29.8,96267,29.8,105793,25.7,126556,12.3
2,基礎的支出,66341,18.2,-,45328,40,52485,30.4,58028,26.3,66147,24.3,73089,22.6,81699,19.8,87379,8.5
3,選択的支出,18749,5.2,-,6562,5.8,10787,6.2,12401,5.6,14917,5.5,23178,7.2,24094,5.9,39177,3.8
1,住居,21513,5.9,-32.1,2666,2.4,13268,7.7,11098,5,21898,8.1,23973,7.4,25878,6.3,51603,5
2,基礎的支出,20386,5.6,-,2398,2.1,12109,7,10360,4.7,21667,8,22593,7,22425,5.4,50946,5
3,選択的支出,1127,0.3,-,268,0.2,1158,0.7,738,0.3,230,0.1,1380,0.4,3453,0.8,657,0.1
1,光熱・水道,28296,7.8,6.6,18363,16.2,24756,14.3,27441,12.4,27960,10.3,28201,8.7,32830,8,38391,3.7
2,基礎的支出,28296,7.8,6.6,18363,16.2,24756,14.3,27441,12.4,27960,10.3,28201,8.7,32830,8,38391,3.7
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10196,2.8,24.9,2142,1.9,4562,2.6,5405,2.4,6768,2.5,8852,2.7,12548,3,30962,3
2,基礎的支出,5787,1.6,-,1997,1.8,3858,2.2,4690,2.1,5010,1.8,6040,1.9,7660,1.9,11200,1.1
3,選択的支出,4409,1.2,-,144,0.1,704,0.4,715,0.3,1757,0.6,2812,0.9,4887,1.2,19763,1.9
1,被服及び履物,17630,4.8,13.9,5141,4.5,5480,3.2,8345,3.8,11519,4.2,18757,5.8,31603,7.7,42373,4.1
2,基礎的支出,786,0.2,-,367,0.3,415,0.2,767,0.3,480,0.2,1132,0.3,1249,0.3,1088,0.1
3,選択的支出,16844,4.6,-,4774,4.2,5065,2.9,7578,3.4,11039,4.1,17624,5.4,30354,7.4,41284,4
1,保健医療,14585,4,-5.1,5342,4.7,6796,3.9,8823,4,15432,5.7,13503,4.2,18628,4.5,33420,3.3
2,基礎的支出,12507,3.4,-,5204,4.6,6423,3.7,7503,3.4,13821,5.1,11987,3.7,14803,3.6,27688,2.7
3,選択的支出,2079,0.6,-,138,0.1,373,0.2,1320,0.6,1611,0.6,1515,0.5,3825,0.9,5732,0.6
1,交通・通信,32137,8.8,1.1,7702,6.8,15759,9.1,24733,11.2,27886,10.3,32344,10,46154,11.2,70018,6.8
2,基礎的支出,10165,2.8,-,3644,3.2,6760,3.9,9392,4.2,9795,3.6,11557,3.6,12840,3.1,17091,1.7
3,選択的支出,21972,6,-,4059,3.6,8999,5.2,15342,6.9,18091,6.7,20787,6.4,33314,8.1,52928,5.1
1,教育,54944,15.1,53.5,146,0.1,2228,1.3,5836,2.6,3938,1.4,10946,3.4,20400,5,339744,33
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,54944,15.1,53.5,146,0.1,2228,1.3,5836,2.6,3938,1.4,10946,3.4,20400,5,339744,33
1,教養娯楽,37117,10.2,-9.6,9093,8,14698,8.5,26660,12.1,31757,11.7,39887,12.3,45805,11.1,91503,8.9
2,基礎的支出,7707,2.1,-,4332,3.8,6417,3.7,6739,3,8242,3,8040,2.5,8378,2,11765,1.1
3,選択的支出,29410,8.1,-,4761,4.2,8281,4.8,19921,9,23515,8.7,31847,9.8,37426,9.1,79739,7.8
1,その他の消費支出,62309,17.1,24.8,10930,9.6,21980,12.7,32267,14.6,43618,16,50794,15.7,71991,17.5,203668,19.8
2,基礎的支出,21327,5.9,-,6415,5.7,9598,5.6,17003,7.7,19588,7.2,22242,6.9,25832,6.3,48385,4.7
3,選択的支出,40982,11.3,-,4515,4,12381,7.2,15264,6.9,24030,8.8,28552,8.8,46160,11.2,155283,15.1
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年4月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
