項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,743,-,-,105,-,109,-,108,-,106,-,104,-,106,-,105,-
0,世帯人員,3,-,-,2.61,-,2.72,-,2.96,-,3.05,-,3.2,-,3.28,-,3.14,-
0,有業人員,1.32,-,-,1.14,-,1.18,-,1.19,-,1.32,-,1.51,-,1.55,-,1.37,-
0,世帯主平均年齢,58.6,-,-,63.3,-,64.5,-,58.3,-,58,-,56,-,53.5,-,56.7,-
0,消費支出,313155,100,8.8,101561,100,161294,100,211790,100,255779,100,303823,100,395284,100,759664,100
2,基礎的支出,175482,56,-,77892,76.7,121602,75.4,141583,66.9,168069,65.7,184363,60.7,216367,54.7,317197,41.8
3,選択的支出,137674,44,-,23669,23.3,39692,24.6,70207,33.1,87710,34.3,119460,39.3,178917,45.3,442467,58.2
1,食料,81370,26,9.4,47243,46.5,60821,37.7,68067,32.1,78003,30.5,88920,29.3,105112,26.6,121015,15.9
2,基礎的支出,60904,19.4,-,39253,38.6,50152,31.1,54551,25.8,61927,24.2,67685,22.3,74081,18.7,78409,10.3
3,選択的支出,20466,6.5,-,7989,7.9,10670,6.6,13516,6.4,16077,6.3,21234,7,31031,7.9,42605,5.6
1,住居,23548,7.5,-5.7,1628,1.6,11388,7.1,16997,8,20795,8.1,21238,7,34043,8.6,58474,7.7
2,基礎的支出,21476,6.9,-,1478,1.5,11212,7,15285,7.2,20703,8.1,17543,5.8,30183,7.6,53666,7.1
3,選択的支出,2072,0.7,-,150,0.1,176,0.1,1712,0.8,91,0,3695,1.2,3860,1,4808,0.6
1,光熱・水道,33790,10.8,5.5,20095,19.8,30914,19.2,33206,15.7,37229,14.6,37734,12.4,36182,9.2,40983,5.4
2,基礎的支出,33790,10.8,5.5,20095,19.8,30914,19.2,33206,15.7,37229,14.6,37734,12.4,36182,9.2,40983,5.4
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10281,3.3,-4.2,2468,2.4,4996,3.1,6570,3.1,7248,2.8,9136,3,10879,2.8,30559,4
2,基礎的支出,7703,2.5,-,2179,2.1,3492,2.2,4528,2.1,5895,2.3,6515,2.1,7827,2,23395,3.1
3,選択的支出,2578,0.8,-,290,0.3,1504,0.9,2042,1,1353,0.5,2622,0.9,3052,0.8,7163,0.9
1,被服及び履物,12752,4.1,12.3,3844,3.8,4785,3,6845,3.2,8571,3.4,11160,3.7,16939,4.3,37000,4.9
2,基礎的支出,796,0.3,-,572,0.6,264,0.2,962,0.5,417,0.2,732,0.2,835,0.2,1788,0.2
3,選択的支出,11956,3.8,-,3272,3.2,4521,2.8,5882,2.8,8154,3.2,10428,3.4,16105,4.1,35212,4.6
1,保健医療,13738,4.4,-4.8,4965,4.9,6373,4,9443,4.5,11013,4.3,17710,5.8,20593,5.2,25967,3.4
2,基礎的支出,12071,3.9,-,3834,3.8,5868,3.6,8917,4.2,10170,4,14908,4.9,18636,4.7,22069,2.9
3,選択的支出,1667,0.5,-,1131,1.1,505,0.3,526,0.2,843,0.3,2801,0.9,1957,0.5,3897,0.5
1,交通・通信,41250,13.2,34.4,7218,7.1,12724,7.9,21068,9.9,22257,8.7,34587,11.4,40397,10.2,149981,19.7
2,基礎的支出,11075,3.5,-,3254,3.2,5651,3.5,8614,4.1,8246,3.2,13320,4.4,12091,3.1,26240,3.5
3,選択的支出,30176,9.6,-,3963,3.9,7073,4.4,12453,5.9,14011,5.5,21267,7,28306,7.2,123741,16.3
1,教育,14588,4.7,19.8,105,0.1,127,0.1,3995,1.9,5156,2,6887,2.3,15093,3.8,70522,9.3
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,14588,4.7,19.8,105,0.1,127,0.1,3995,1.9,5156,2,6887,2.3,15093,3.8,70522,9.3
1,教養娯楽,35251,11.3,22.2,6659,6.6,13908,8.6,20419,9.6,28695,11.2,32601,10.7,49415,12.5,94668,12.5
2,基礎的支出,7238,2.3,-,2954,2.9,5693,3.5,5608,2.6,8323,3.3,7582,2.5,7519,1.9,12918,1.7
3,選択的支出,28012,8.9,-,3704,3.6,8215,5.1,14811,7,20371,8,25019,8.2,41896,10.6,81750,10.8
1,その他の消費支出,46587,14.9,-3.5,7336,7.2,15259,9.5,25180,11.9,36814,14.4,43849,14.4,66631,16.9,130497,17.2
2,基礎的支出,20429,6.5,-,4272,4.2,8358,5.2,9911,4.7,15160,5.9,18342,6,29013,7.3,57729,7.6
3,選択的支出,26158,8.4,-,3064,3,6901,4.3,15270,7.2,21655,8.5,25507,8.4,37618,9.5,72767,9.6
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年2月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
