項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,741,-,-,104,-,105,-,105,-,109,-,104,-,105,-,109,-
0,0,0,0,0,世帯人員,2.9,-,-,2.61,-,2.71,-,2.97,-,2.84,-,3,-,3,-,3.14,-
0,0,0,0,0,有業人員,1.26,-,-,1.11,-,1.07,-,1.16,-,1.26,-,1.42,-,1.42,-,1.38,-
0,0,0,0,0,世帯主平均年齢,59.5,-,-,63.8,-,62,-,60,-,61.3,-,56.6,-,57.3,-,55.4,-
2,2,0,0,0,生計支出,303277,-,-8.1,112281,-,167225,-,206982,-,252487,-,313179,-,396380,-,673291,-
2,3,0,0,0,消費支出,303277,100,-5.3,112281,100,167225,100,206982,100,252487,100,313179,100,396380,100,673291,100
2,4,1,0,0,食料,83752,27.6,5.8,48884,43.5,65651,39.3,74296,35.9,80983,32.1,89109,28.5,102797,25.9,124358,18.5
2,5,1,1,0,穀類,6167,2,-2.5,4241,3.8,5267,3.1,5747,2.8,6340,2.5,7430,2.4,6717,1.7,7425,1.1
2,6,1,1,1,米類,1755,0.6,-7.5,1357,1.2,1451,0.9,1557,0.8,1886,0.7,2311,0.7,1795,0.5,1925,0.3
2,6,1,1,2,パン,2671,0.9,-3,1838,1.6,2262,1.4,2505,1.2,2603,1,3199,1,3057,0.8,3230,0.5
2,6,1,1,3,麺類,1413,0.5,5.4,889,0.8,1211,0.7,1428,0.7,1509,0.6,1494,0.5,1447,0.4,1912,0.3
2,6,1,1,4,他の穀類,329,0.1,-0.3,156,0.1,343,0.2,256,0.1,342,0.1,426,0.1,419,0.1,358,0.1
2,5,1,2,0,魚介類,6204,2,6.7,4466,4,5464,3.3,5740,2.8,6316,2.5,6107,2,7123,1.8,8207,1.2
2,6,1,2,1,生鮮魚介,3782,1.2,7.6,2704,2.4,3208,1.9,3354,1.6,3785,1.5,3722,1.2,4211,1.1,5488,0.8
2,6,1,2,2,塩干魚介,1132,0.4,6.1,829,0.7,1136,0.7,1165,0.6,1075,0.4,1079,0.3,1360,0.3,1277,0.2
2,6,1,2,3,魚肉練製品,479,0.2,0.6,323,0.3,418,0.2,486,0.2,700,0.3,469,0.1,584,0.1,374,0.1
2,6,1,2,4,他の魚介加工品,811,0.3,7.4,609,0.5,702,0.4,734,0.4,756,0.3,838,0.3,967,0.2,1067,0.2
2,5,1,3,0,肉類,7045,2.3,1.5,4249,3.8,5972,3.6,6799,3.3,6837,2.7,7818,2.5,7664,1.9,9965,1.5
2,6,1,3,1,生鮮肉,5651,1.9,2.4,3373,3,4819,2.9,5507,2.7,5284,2.1,6268,2,6037,1.5,8262,1.2
2,6,1,3,2,加工肉,1394,0.5,-1.8,876,0.8,1152,0.7,1292,0.6,1553,0.6,1550,0.5,1627,0.4,1703,0.3
2,5,1,4,0,乳卵類,4309,1.4,9.4,3189,2.8,3948,2.4,3935,1.9,4356,1.7,4692,1.5,4856,1.2,5180,0.8
2,6,1,4,1,牛乳,1552,0.5,8.5,1165,1,1382,0.8,1369,0.7,1573,0.6,1999,0.6,1646,0.4,1728,0.3
2,6,1,4,2,乳製品,2021,0.7,13.3,1491,1.3,1894,1.1,1903,0.9,1988,0.8,1942,0.6,2405,0.6,2521,0.4
2,6,1,4,3,卵,736,0.2,1.5,533,0.5,672,0.4,663,0.3,795,0.3,751,0.2,805,0.2,931,0.1
2,5,1,5,0,野菜・海藻,10965,3.6,6.9,8044,7.2,9944,5.9,10779,5.2,11632,4.6,10778,3.4,11516,2.9,14051,2.1
2,6,1,5,1,生鮮野菜,7973,2.6,6.9,5981,5.3,7299,4.4,7559,3.7,8477,3.4,7971,2.5,8125,2,10390,1.5
2,6,1,5,2,乾物・海藻,682,0.2,9.8,421,0.4,535,0.3,683,0.3,712,0.3,609,0.2,830,0.2,985,0.1
2,6,1,5,3,大豆加工品,1190,0.4,1.9,751,0.7,1144,0.7,1473,0.7,1274,0.5,1164,0.4,1247,0.3,1274,0.2
2,6,1,5,4,他の野菜・海藻加工品,1120,0.4,11.3,890,0.8,967,0.6,1063,0.5,1169,0.5,1035,0.3,1315,0.3,1402,0.2
2,5,1,6,0,果物,3484,1.1,-1.4,2543,2.3,3017,1.8,3602,1.7,3544,1.4,3616,1.2,4013,1,4051,0.6
2,6,1,6,1,生鮮果物,3195,1.1,-3.2,2362,2.1,2799,1.7,3243,1.6,3238,1.3,3319,1.1,3649,0.9,3749,0.6
2,6,1,6,2,果物加工品,290,0.1,25,181,0.2,219,0.1,359,0.2,306,0.1,297,0.1,364,0.1,302,0
2,5,1,7,0,油脂・調味料,3378,1.1,4.7,2194,2,2939,1.8,3613,1.7,3533,1.4,3187,1,3998,1,4178,0.6
2,6,1,7,1,油脂,466,0.2,29.4,330,0.3,496,0.3,581,0.3,552,0.2,353,0.1,484,0.1,466,0.1
2,6,1,7,2,調味料,2912,1,1.6,1864,1.7,2443,1.5,3031,1.5,2981,1.2,2834,0.9,3514,0.9,3712,0.6
2,5,1,8,0,菓子類,5556,1.8,2.6,3429,3.1,3925,2.3,5355,2.6,5458,2.2,6503,2.1,7149,1.8,7062,1
2,5,1,9,0,調理食品,10436,3.4,3,7359,6.6,9734,5.8,9338,4.5,9462,3.7,10365,3.3,13527,3.4,13246,2
2,6,1,9,1,主食的調理食品,4353,1.4,2.5,3000,2.7,3526,2.1,3858,1.9,3767,1.5,4986,1.6,5519,1.4,5806,0.9
2,6,1,9,2,他の調理食品,6083,2,3.3,4358,3.9,6208,3.7,5480,2.6,5695,2.3,5379,1.7,8008,2,7440,1.1
2,5,1,10,0,飲料,5119,1.7,0.9,2780,2.5,3568,2.1,4356,2.1,5057,2,6065,1.9,6808,1.7,7189,1.1
2,6,1,10,1,茶類,1101,0.4,-3.6,579,0.5,662,0.4,1146,0.6,954,0.4,1101,0.4,1474,0.4,1785,0.3
2,6,1,10,2,コーヒー・ココア,850,0.3,8.7,477,0.4,653,0.4,694,0.3,795,0.3,1237,0.4,1174,0.3,919,0.1
2,6,1,10,3,他の飲料,3169,1,0.6,1724,1.5,2252,1.3,2517,1.2,3308,1.3,3727,1.2,4160,1,4485,0.7
2,5,1,11,0,酒類,3366,1.1,9,1406,1.3,2475,1.5,2439,1.2,4266,1.7,3279,1,4409,1.1,5276,0.8
2,5,1,12,0,外食,17721,5.8,14.6,4987,4.4,9398,5.6,12593,6.1,14183,5.6,19270,6.2,25015,6.3,38529,5.7
2,6,1,12,1,一般外食,16990,5.6,16.8,4739,4.2,8822,5.3,11992,5.8,13289,5.3,18445,5.9,24023,6.1,37548,5.6
2,6,1,12,2,学校給食,731,0.2,-19.6,248,0.2,576,0.3,601,0.3,894,0.4,824,0.3,993,0.3,982,0.1
2,4,2,0,0,住居,22097,7.3,-1.8,3313,3,7821,4.7,16855,8.1,20480,8.1,17854,5.7,26185,6.6,62082,9.2
2,5,2,1,0,家賃地代,15103,5,-1.8,3061,2.7,6580,3.9,12625,6.1,19474,7.7,15813,5,21395,5.4,26707,4
2,5,2,2,0,設備修繕・維持,6994,2.3,-1.9,252,0.2,1241,0.7,4230,2,1006,0.4,2041,0.7,4790,1.2,35375,5.3
2,6,2,2,1,設備材料,2260,0.7,-43.2,63,0.1,77,0,129,0.1,472,0.2,341,0.1,260,0.1,14471,2.1
2,6,2,2,2,工事その他のサービス,4735,1.6,50.2,189,0.2,1164,0.7,4101,2,534,0.2,1701,0.5,4530,1.1,20904,3.1
2,4,3,0,0,光熱・水道,17988,5.9,-3.4,11571,10.3,16510,9.9,18484,8.9,19255,7.6,18029,5.8,19834,5,22210,3.3
2,5,3,1,0,電気代,8160,2.7,-9.1,5836,5.2,7102,4.2,7828,3.8,8501,3.4,8454,2.7,8906,2.2,10486,1.6
2,5,3,2,0,ガス代,4880,1.6,-5.5,3454,3.1,4466,2.7,4709,2.3,5061,2,5021,1.6,5760,1.5,5682,0.8
2,5,3,3,0,他の光熱,15,0,-73.7,-,-,22,0,4,0,68,0,4,0,1,0,8,0
2,5,3,4,0,上下水道料,4932,1.6,11.7,2280,2,4920,2.9,5943,2.9,5626,2.2,4550,1.5,5168,1.3,6032,0.9
2,4,4,0,0,家具・家事用品,11488,3.8,-9.3,4372,3.9,6768,4,8399,4.1,8707,3.4,10570,3.4,10728,2.7,30850,4.6
2,5,4,1,0,家庭用耐久財,3775,1.2,-22.5,884,0.8,1340,0.8,2551,1.2,3234,1.3,2171,0.7,1185,0.3,15058,2.2
2,6,4,1,1,家事用耐久財,1326,0.4,-49.4,635,0.6,934,0.6,971,0.5,1701,0.7,730,0.2,749,0.2,3556,0.5
2,6,4,1,2,冷暖房用器具,1855,0.6,1.7,239,0.2,34,0,195,0.1,742,0.3,783,0.3,436,0.1,10551,1.6
2,6,4,1,3,一般家具,595,0.2,40,10,0,371,0.2,1385,0.7,791,0.3,659,0.2,-,-,950,0.1
2,5,4,2,0,室内装備・装飾品,663,0.2,8.7,156,0.1,107,0.1,527,0.3,369,0.1,632,0.2,1123,0.3,1727,0.3
2,5,4,3,0,寝具類,1052,0.3,43.1,279,0.2,211,0.1,600,0.3,312,0.1,713,0.2,2084,0.5,3156,0.5
2,5,4,4,0,家事雑貨,2530,0.8,6.3,1265,1.1,2313,1.4,1717,0.8,1863,0.7,3008,1,2544,0.6,4995,0.7
2,5,4,5,0,家事用消耗品,2888,1,0.6,1659,1.5,2439,1.5,2732,1.3,2607,1,3367,1.1,3423,0.9,3983,0.6
2,5,4,6,0,家事サービス,580,0.2,-51.4,129,0.1,358,0.2,273,0.1,322,0.1,679,0.2,370,0.1,1931,0.3
2,4,5,0,0,被服及び履物,14860,4.9,2.1,3109,2.8,6554,3.9,8106,3.9,11044,4.4,14474,4.6,22672,5.7,37981,5.6
2,5,5,1,0,和服,213,0.1,56.6,86,0.1,31,0,67,0,90,0,182,0.1,77,0,962,0.1
2,5,5,2,0,洋服,5540,1.8,9.8,1045,0.9,2552,1.5,2667,1.3,3938,1.6,4978,1.6,7433,1.9,16143,2.4
2,6,5,2,1,男子用洋服,1214,0.4,1.8,246,0.2,352,0.2,526,0.3,1025,0.4,1662,0.5,1803,0.5,2878,0.4
2,6,5,2,2,婦人用洋服,3768,1.2,13.9,636,0.6,2088,1.2,1437,0.7,2351,0.9,2655,0.8,5251,1.3,11938,1.8
2,6,5,2,3,子供用洋服,558,0.2,2,163,0.1,113,0.1,703,0.3,562,0.2,661,0.2,380,0.1,1326,0.2
2,5,5,3,0,シャツ・セーター類,3315,1.1,-10.1,546,0.5,1380,0.8,1800,0.9,2933,1.2,2857,0.9,6068,1.5,7595,1.1
2,6,5,3,1,男子用シャツ・セーター類,1049,0.3,6.1,86,0.1,479,0.3,593,0.3,601,0.2,1099,0.4,1409,0.4,3074,0.5
2,6,5,3,2,婦人用シャツ・セーター類,2095,0.7,-16.1,399,0.4,894,0.5,1011,0.5,2243,0.9,1543,0.5,4361,1.1,4198,0.6
2,6,5,3,3,子供用シャツ・セーター類,170,0.1,-15.4,61,0.1,6,0,196,0.1,88,0,215,0.1,298,0.1,323,0
2,5,5,4,0,下着類,1443,0.5,-4.8,405,0.4,569,0.3,933,0.5,1090,0.4,1330,0.4,2484,0.6,3283,0.5
2,6,5,4,1,男子用下着類,430,0.1,-4.7,219,0.2,227,0.1,375,0.2,385,0.2,421,0.1,374,0.1,1012,0.2
2,6,5,4,2,婦人用下着類,916,0.3,-1.4,161,0.1,275,0.2,479,0.2,598,0.2,809,0.3,1940,0.5,2145,0.3
2,6,5,4,3,子供用下着類,96,0,-28.9,25,0,67,0,79,0,107,0,100,0,170,0,126,0
2,5,5,5,0,生地・糸類,173,0.1,53.1,141,0.1,56,0,62,0,82,0,605,0.2,68,0,199,0
2,5,5,6,0,他の被服,941,0.3,-6.5,291,0.3,621,0.4,560,0.3,783,0.3,733,0.2,1312,0.3,2285,0.3
