項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2565,-,3253,-,3138,-,1044,-
0,0,0,0,0,調査世帯数,377,-,92,-,119,-,122,-,44,-
0,0,0,0,0,世帯人員,3.28,-,2,-,3,-,4,-,5.17,-
0,0,0,0,0,有業人員,1.6,-,1.38,-,1.65,-,1.67,-,1.76,-
0,0,0,0,0,世帯主平均年齢,48.4,-,53.9,-,47.2,-,46,-,45.8,-
1,0,0,0,0,受取,998668,-,1008388,-,949837,-,1018440,-,1067516,-
1,1,0,0,0,実収入,518855,100,483527,100,525749,100,528867,100,554095,100
1,2,0,0,0,経常収入,517011,99.6,482861,99.9,522861,99.5,527059,99.7,552495,99.7
1,3,0,0,0,勤め先収入,465293,89.7,404034,83.6,476613,90.7,502048,94.9,470075,84.8
1,4,0,0,0,世帯主収入,412375,79.5,323884,67,430242,81.8,460253,87,430230,77.6
1,6,0,0,0,うち男,403694,77.8,312467,64.6,418774,79.7,453810,85.8,430230,77.6
1,5,0,0,0,定期収入,404272,77.9,318492,65.9,425401,80.9,445406,84.2,425575,76.8
1,5,0,0,0,臨時収入,6359,1.2,5392,1.1,4841,0.9,9291,1.8,4655,0.8
1,5,0,0,0,賞与,1743,0.3,-,-,-,-,5555,1.1,-,-
1,4,0,0,0,世帯主の配偶者の収入,50458,9.7,78247,16.2,41617,7.9,40435,7.6,39845,7.2
1,6,0,0,0,うち女,47717,9.2,78247,16.2,39933,7.6,33447,6.3,39845,7.2
1,4,0,0,0,他の世帯員収入,2461,0.5,1903,0.4,4754,0.9,1360,0.3,-,-
1,3,0,0,0,事業・内職収入,2707,0.5,2804,0.6,5672,1.1,455,0.1,-,-
1,4,0,0,0,家賃収入,1826,0.4,1549,0.3,4391,0.8,-,-,-,-
1,4,0,0,0,他の事業収入,649,0.1,1088,0.2,697,0.1,455,0.1,-,-
1,4,0,0,0,内職収入,233,0,167,0,584,0.1,-,-,-,-
1,3,0,0,0,他の経常収入,49010,9.4,76023,15.7,40576,7.7,24556,4.6,82420,14.9
1,4,0,0,0,財産収入,322,0.1,213,0,820,0.2,-,-,-,-
1,4,0,0,0,社会保障給付,48688,9.4,75810,15.7,39756,7.6,24556,4.6,82420,14.9
1,5,0,0,0,公的年金給付,29787,5.7,74712,15.5,19246,3.7,3350,0.6,31710,5.7
1,5,0,0,0,他の社会保障給付,18901,3.6,1098,0.2,20510,3.9,21205,4,50710,9.2
1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,1845,0.4,665,0.1,2888,0.5,1808,0.3,1600,0.3
1,3,0,0,0,受贈金,789,0.2,211,0,1449,0.3,695,0.1,439,0.1
1,3,0,0,0,他の特別収入,1055,0.2,454,0.1,1439,0.3,1113,0.2,1161,0.2
