項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8790,-,1947,-,1417,-,8053,-,7373,-,1210,-
0,0,0,0,0,調査世帯数,236,-,-,207,-,46,-,34,-,190,-,173,-,29,-
0,0,0,0,0,世帯人員,2.36,-,-,2.38,-,2.32,-,2.44,-,2.37,-,2.37,-,2.22,-
0,0,0,0,0,有業人員,0.42,-,-,0.43,-,0.33,-,0.42,-,0.45,-,0.44,-,0.37,-
0,0,0,0,0,世帯主平均年齢,74.2,-,-,74.5,-,73.5,-,74.3,-,74.4,-,74.6,-,72.2,-
1,0,0,0,0,受取,759100,-,6.6,790589,-,497547,-,521581,-,822337,-,842290,-,530403,-
1,1,0,0,0,実収入,339103,100,1.8,355190,100,246200,100,259073,100,361564,100,373663,100,222266,100
1,2,0,0,0,経常収入,334965,98.8,2.3,350722,98.7,239901,97.4,251814,97.2,357948,99,369731,98.9,220524,99.2
1,3,0,0,0,勤め先収入,17523,5.2,2.9,18486,5.2,1928,0.8,2494,1,21294,5.9,21559,5.8,10531,4.7
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,5646,1.7,49.2,6399,1.8,113,0,-,-,6984,1.9,7628,2,181,0.1
1,6,0,0,0,うち女,5646,1.7,49.2,6399,1.8,113,0,-,-,6984,1.9,7628,2,181,0.1
1,4,0,0,0,他の世帯員収入,11877,3.5,-10.3,12087,3.4,1815,0.7,2494,1,14310,4,13931,3.7,10349,4.7
1,3,0,0,0,事業・内職収入,18871,5.6,95.2,21002,5.9,809,0.3,1111,0.4,23238,6.4,24824,6.6,3395,1.5
1,4,0,0,0,家賃収入,5858,1.7,-25.3,6664,1.9,-,-,-,-,7274,2,7945,2.1,-,-
1,4,0,0,0,他の事業収入,9707,2.9,...,11044,3.1,-,-,-,-,12054,3.3,13166,3.5,-,-
1,4,0,0,0,内職収入,3306,1,128.5,3293,0.9,809,0.3,1111,0.4,3910,1.1,3713,1,3395,1.5
1,3,0,0,0,他の経常収入,298571,88,-0.8,311234,87.6,237164,96.3,248209,95.8,313417,86.7,323347,86.5,206598,93
1,4,0,0,0,財産収入,2363,0.7,-21.4,2689,0.8,-,-,-,-,2935,0.8,3206,0.9,-,-
1,4,0,0,0,社会保障給付,293967,86.7,-0.6,305997,86.2,237164,96.3,248209,95.8,307701,85.1,317103,84.9,206598,93
1,5,0,0,0,公的年金給付,291640,86,-1.2,304632,85.8,237164,96.3,248209,95.8,304810,84.3,315476,84.4,197281,88.8
1,5,0,0,0,他の社会保障給付,2328,0.7,365.6,1365,0.4,-,-,-,-,2890,0.8,1628,0.4,9317,4.2
1,4,0,0,0,仕送り金,2240,0.7,0.3,2548,0.7,-,-,-,-,2781,0.8,3038,0.8,-,-
1,2,0,0,0,特別収入,4138,1.2,-26.4,4468,1.3,6299,2.6,7259,2.8,3616,1,3932,1.1,1742,0.8
1,3,0,0,0,受贈金,1084,0.3,-60.3,1210,0.3,4519,1.8,6103,2.4,254,0.1,269,0.1,174,0.1
1,3,0,0,0,他の特別収入,3054,0.9,5.5,3259,0.9,1781,0.7,1156,0.4,3362,0.9,3663,1,1568,0.7
1,1,0,0,0,実収入以外の受取(繰入金を除く),332645,-,9,347573,-,185823,-,186992,-,368143,-,378434,-,224232,-
1,2,0,0,0,預貯金引出,252662,-,3.5,257898,-,168050,-,167519,-,273119,-,275268,-,214633,-
1,2,0,0,0,保険金,47088,-,41.9,52839,-,7553,-,7541,-,56646,-,61544,-,5320,-
1,3,0,0,0,個人・企業年金保険金,47088,-,41.9,52839,-,7553,-,7541,-,56646,-,61544,-,5320,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,101,-,-82.4,114,-,-,-,-,-,125,-,136,-,-,-
1,2,0,0,0,一括払購入借入金,32502,-,20.1,36387,-,10220,-,11932,-,37888,-,41087,-,4280,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,294,-,568.2,334,-,-,-,-,-,365,-,399,-,-,-
1,1,0,0,0,繰入金,87352,-,18,87826,-,65524,-,75516,-,92629,-,90192,-,83905,-
2,0,0,0,0,支払,759100,-,6.6,790589,-,497547,-,521581,-,822337,-,842290,-,530403,-
2,1,0,0,0,実支出,305073,-,6,313574,-,210369,-,213509,-,327970,-,332805,-,243334,-
2,2,0,0,0,生計支出,266045,-,4.9,271780,-,191413,-,193853,-,284089,-,286756,-,224395,-
2,3,0,0,0,消費支出,266045,100,5.1,271780,100,191413,100,193853,100,284089,100,286756,100,224395,100
2,4,1,0,0,食料,77376,29.1,6.3,79882,29.4,66802,34.9,68951,35.6,79932,28.1,81983,28.6,59172,26.4
2,5,1,1,0,穀類,5999,2.3,-4,6069,2.2,5279,2.8,5709,2.9,6173,2.2,6138,2.1,5492,2.4
2,6,1,1,1,米類,1994,0.7,-9.9,2035,0.7,1782,0.9,2182,1.1,2046,0.7,2007,0.7,1696,0.8
2,6,1,1,2,パン,2449,0.9,2.5,2449,0.9,2100,1.1,2028,1,2533,0.9,2530,0.9,2449,1.1
2,6,1,1,3,麺類,1264,0.5,-9.7,1267,0.5,1246,0.7,1335,0.7,1268,0.4,1254,0.4,1240,0.6
2,6,1,1,4,他の穀類,292,0.1,19.7,317,0.1,151,0.1,163,0.1,326,0.1,347,0.1,107,0
2,5,1,2,0,魚介類,7481,2.8,6.1,7787,2.9,6690,3.5,7031,3.6,7673,2.7,7932,2.8,5264,2.3
2,6,1,2,1,生鮮魚介,4438,1.7,5.3,4626,1.7,3821,2,4120,2.1,4588,1.6,4723,1.6,3077,1.4
