全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
132292,,,東京都西東京市,株式会社　AZUMA,,東京都三鷹市上連雀2-5-15,,,,(0422)49-0001,,,,,,,
132292,,,東京都西東京市,有限会社　小平典礼,,東京都小平市花小金井8-1-2,,,,(042)462-5226,,,,,,,
132292,,,東京都西東京市,有限会社　藤式典,,西東京市ひばりが丘北4-1-6,,,,(042)421-0004,,,,,,,
132292,,,東京都西東京市,田中葬祭　株式会社,,東京都西東京市田無町4-18-9,,,,(042)461-1156,,,,,,,
132292,,,東京都西東京市,有限会社　緑葬儀社,,東京都西東京市田無町5-7-51,,,,0120-310-637,,,,,,,
132292,,,東京都西東京市,株式会社　あさひセレモニー,,東京都西東京市住吉町6-1-18,,,,0120-844-644,,,,,,,
132292,,,東京都西東京市,株式会社　ドリーミー,,東京都西東京市芝久保町5-10-12,,,,(042)451-1511,,,,,,,
132292,,,東京都西東京市,有限会社　蓮華,,東京都西東京市芝久保町3-15-29,,,,(042)450-6399,,,,,,,
132292,,,東京都西東京市,株式会社　コムウェル,,東京都西東京市柳沢6-10-7,,,,0120-22-5940,,,,,,,
132292,,,東京都西東京市,株式会社　東京都民葬祭（とみん葬祭）,,東京都西東京市北原町3-5-19,,,,0120-594-419,,,,,,,
132292,,,東京都西東京市,有限会社　東京フラワーセレモニー,,東京都小金井市東町4-3-3,,,,(042)381-0120,,,,,,,
132292,,,東京都西東京市,株式会社　セレモア,,東京都立川市柏町1-26-4,,,,0120-470-470,,,,,,,
132292,,,東京都西東京市,株式会社　愛香,,東京都武蔵野市西久保3-12-9,,,,(0422)37-0150,,,,,,,
