X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-63555,-194475,139.14334589,34.24495381,769.5,773.2,776.6,822.1
-63545,-194475,139.14345445,34.24495442,771.4,776.9,780.3,822.1
-63535,-194475,139.14356300,34.24495503,189.4,741.9,771.2,821.7
-63545,-194485,139.14345518,34.24486427,194.7,744.4,770.6,820.9
-63575,-194545,139.14313392,34.24432152,752.3,771.3,779.1,819.3
-63565,-194545,139.14324248,34.24432213,766.7,773.9,779.4,2193.6
-63555,-194545,139.14335104,34.24432274,773.4,778.1,781.8,2194.6
-63565,-194555,139.14324322,34.24423198,778.7,782.2,784.6,2193.7
-63555,-194555,139.14335177,34.24423259,779.1,785.6,789.1,2194.8
-63545,-194555,139.14346033,34.24423320,207.6,524.5,779.7,829.4
-63975,-194565,139.13879310,34.24411670,489.4,725.2,742.9,814.3
-63965,-194565,139.13890166,34.24411731,187.3,696.9,742.3,813.8
-63985,-194575,139.13868528,34.24402593,749.9,752.3,755.3,813.8
-63975,-194575,139.13879384,34.24402654,752.0,754.9,759.3,813.5
-63965,-194575,139.13890240,34.24402716,751.2,757.0,763.4,813.0
-63985,-194585,139.13868602,34.24393578,754.2,756.7,760.4,812.9
-63975,-194585,139.13879458,34.24393639,756.6,759.1,762.4,812.6
-63965,-194585,139.13890314,34.24393701,761.4,768.6,776.0,812.1
-63955,-194585,139.13901169,34.24393762,197.6,502.7,749.2,811.5
-63975,-194595,139.13879532,34.24384624,754.3,758.6,762.4,811.7
-63965,-194595,139.13890388,34.24384686,720.3,741.1,757.3,811.1
-63665,-194595,139.14216059,34.24386526,216.1,352.8,775.9,2184.3
-63655,-194595,139.14226915,34.24386587,216.2,354.3,777.2,2185.3
-63975,-194605,139.13879606,34.24375609,735.9,742.8,753.1,811.0
-63965,-194605,139.13890462,34.24375670,213.4,496.6,754.7,810.4
-63655,-194605,139.14226988,34.24377572,216.8,353.6,778.7,2185.2
-63975,-194615,139.13879680,34.24366594,742.5,746.9,754.3,810.6
-63965,-194615,139.13890536,34.24366655,745.3,757.0,764.8,810.0
-63925,-194615,139.13933959,34.24366901,204.0,497.3,752.4,812.6
-63675,-194615,139.14205351,34.24368434,216.4,350.4,777.6,2183.1
-63935,-194625,139.13923177,34.24357824,202.4,493.4,751.1,808.0
-63925,-194625,139.13934033,34.24357886,749.5,755.1,761.1,812.1
-63705,-194625,139.14172857,34.24359235,215.4,350.6,776.2,2179.9
-63675,-194625,139.14205424,34.24359419,216.1,350.0,778.7,2186.3
-63615,-194625,139.14270558,34.24359786,218.3,354.5,784.0,2189.5
-63935,-194635,139.13923251,34.24348809,718.2,742.9,756.6,811.7
-63925,-194635,139.13934107,34.24348871,741.5,751.4,758.7,811.6
-63915,-194635,139.13944962,34.24348932,768.1,773.1,776.7,811.2
-63895,-194635,139.13966674,34.24349055,212.0,347.5,758.1,810.8
-63735,-194635,139.14140364,34.24350036,217.7,346.2,773.6,2178.0
-63725,-194635,139.14151220,34.24350098,216.0,346.6,774.4,2178.5
-63715,-194635,139.14162075,34.24350159,776.5,778.6,779.9,2179.0
-63705,-194635,139.14172931,34.24350220,348.8,727.6,779.3,2186.2
-63695,-194635,139.14183787,34.24350281,337.2,724.4,779.5,2184.9
-63685,-194635,139.14194642,34.24350343,357.8,730.0,780.5,2185.3
-63675,-194635,139.14205498,34.24350404,780.0,782.0,783.2,2185.7
-63665,-194635,139.14216354,34.24350465,296.8,519.1,781.8,2185.8
-63655,-194635,139.14227209,34.24350526,217.6,353.3,781.9,2190.4
-63645,-194635,139.14238065,34.24350587,217.6,352.9,782.8,2187.1
